rank,company,revenues,revenue_percent_change,profits,profits_percent_change,assets,market_value,change_in_rank_1000,employees,change_in_rank_500,link
211,Becton Dickinson,"$19,372",-0.20%,"$1,484",-16.60%,"$52,780","$71,488.9",-2,"73,000",-2,View More details about Becton Dickinson
212,Pioneer Natural Resources,"$19,362",-20.30%,"$4,894",-37.60%,"$36,613","$61,326.1",-48,"2,213",-48,View More details about Pioneer Natural Resources
213,Cognizant Technology Solutions,"$19,353",-0.40%,"$2,126",-7.20%,"$18,483","$36,486.8",-5,"347,700",-5,View More details about Cognizant Technology Solutions
214,Murphy USA,"$19,238.2",-9.50%,$556.8,-17.30%,"$4,340.1","$8,726.5",-32,"10,750",-32,View More details about Murphy USA
215,Fiserv,"$19,093",7.60%,"$3,068",21.30%,"$90,890","$94,358.1",15,"42,000",15,View More details about Fiserv
216,Parker-Hannifin,"$19,065.2",20.20%,"$2,082.9",58.30%,"$29,964.5","$71,369.5",45,"62,730",45,View More details about Parker-Hannifin
217,American Electric Power,"$18,982.3",-3.30%,"$2,208.1",-4.30%,"$96,684","$45,339.4",-12,"17,250",-12,View More details about American Electric Power
218,International Paper,"$18,916",-10.60%,$288,-80.90%,"$23,261","$13,514.7",-34,"39,000",-34,View More details about International Paper
219,ManpowerGroup,"$18,914.5",-4.60%,$88.8,-76.20%,"$8,830.2","$3,756.3",-17,"27,900",-17,View More details about ManpowerGroup
220,Aramark,"$18,853.9",15.50%,$674.1,246.60%,"$16,871.2","$8,535",33,"262,550",33,View More details about Aramark
221,Steel Dynamics,"$18,795.3",-15.60%,"$2,450.9",-36.50%,"$14,908.4","$23,412.5",-45,"12,600",-45,View More details about Steel Dynamics
222,Aflac,"$18,701",-4.10%,"$4,659",10.90%,"$126,724","$49,404.5",-15,"12,785",-15,View More details about Aflac
223,Reinsurance Group of America,"$18,567",14.20%,$902,44.80%,"$97,623","$12,683.2",34,"3,900",34,View More details about Reinsurance Group of America
224,Emerson Electric,"$18,370",-6.40%,"$13,219",309.10%,"$42,746","$64,842.2",-18,"67,000",-18,View More details about Emerson Electric
225,State Street,"$18,366",34.10%,"$1,944",-29.90%,"$297,258","$23,346.3",80,"46,451",80,View More details about State Street
226,PPG Industries,"$18,246",3.40%,"$1,270",23.80%,"$21,647","$34,103.8",6,"53,000",6,View More details about PPG Industries
227,United States Steel,"$18,053",-14.30%,$895,-64.50%,"$20,451","$9,168",-41,"21,803",-41,View More details about United States Steel
228,Automatic Data Processing,"$18,012.2",9.20%,"$3,412",15.70%,"$50,971","$102,590.8",23,"63,000",23,View More details about Automatic Data Processing
229,Group 1 Automotive,"$17,873.7",8.90%,$601.6,-19.90%,"$7,774.1","$3,999.4",23,"16,011",23,View More details about Group 1 Automotive
230,Dominion Energy,"$17,867",4%,"$1,994",100.60%,"$109,032","$41,201.2",12,"17,700",12,View More details about Dominion Energy
231,BlackRock,"$17,859",-0.10%,"$5,502",6.30%,"$123,211","$124,173.4",-2,"19,800",-2,View More details about BlackRock
232,Oneok,"$17,677",-21%,"$2,659",54.40%,"$44,266","$46,751.9",-59,"4,775",-59,View More details about Oneok
233,C.H. Robinson Worldwide,"$17,596.4",-28.70%,$325.1,-65.40%,"$5,225.3","$8,907.9",-73,"15,246",-73,View More details about C.H. Robinson Worldwide
234,Texas Instruments,"$17,519",-12.50%,"$6,510",-25.60%,"$32,348","$158,540.8",-34,"34,000",-34,View More details about Texas Instruments
235,Kohl's,"$17,476",-3.40%,$317,,"$14,009","$3,232.9",-9,"66,000",-9,View More details about Kohl's
236,AutoZone,"$17,457.2",7.40%,"$2,528.4",4.10%,"$15,985.9","$54,532.7",22,"95,200",22,View More details about AutoZone
237,Lam Research,"$17,428.5",1.20%,"$4,510.9",-2%,"$18,781.6","$127,375.7",3,"17,200",3,View More details about Lam Research
238,Corteva,"$17,226",-1.30%,$735,-35.90%,"$42,996","$40,304.4",-,"22,500",-,View More details about Corteva
239,Peter Kiewit Sons',"$17,118",25.30%,"$1,176",65.60%,"$9,724",-,68,"31,100",68,View More details about Peter Kiewit Sons'
240,Builders FirstSource,"$17,097.3",-24.80%,"$1,540.6",-44%,"$10,499.5","$25,430.6",-68,"29,000",-68,View More details about Builders FirstSource
241,Kyndryl Holdings,"$17,026",-7%,"$-1,374",,"$11,464","$5,007",-16,"90,000",-16,View More details about Kyndryl Holdings
242,EchoStar,"$17,015.6",751.60%,"$-1,702.1",-1061.30%,"$57,108.9","$3,869.1",-,"15,300",-,View More details about EchoStar
243,American Family Insurance Group,"$16,999.9",23.10%,$-891,,"$38,023.5",-,58,"12,417",58,View More details about American Family Insurance Group
244,Delek US Holdings,"$16,917.4",-16.40%,$19.8,-92.30%,"$7,171.8","$1,968",-46,"3,591",-46,View More details about Delek US Holdings
245,Land O'Lakes,"$16,794.9",-12.60%,$254.2,5.40%,"$9,464.3",-,-32,"9,000",-32,View More details about Land O'Lakes
246,Sempra,"$16,720",15.80%,"$3,074",43.80%,"$87,181","$45,438.8",39,"16,835",39,View More details about Sempra
247,Global Partners,"$16,492.2",-12.60%,$152.5,-57.90%,"$3,446","$1,508.7",-27,"4,273",-27,View More details about Global Partners
248,W.W. Grainger,"$16,478",8.20%,"$1,829",18.20%,"$8,147","$49,983.2",24,"24,650",24,View More details about W.W. Grainger
249,Jacobs Solutions,"$16,352.4",9.60%,$665.8,3.40%,"$14,617.1","$19,316.3",28,"58,550",28,View More details about Jacobs Solutions
250,Edison International,"$16,338",-5.10%,"$1,197",95.60%,"$81,758","$27,208.4",-9,"14,346",-9,View More details about Edison International
251,MGM Resorts International,"$16,164.2",23.10%,"$1,142.2",-22.50%,"$42,368.5","$14,966.3",64,"67,000",64,View More details about MGM Resorts International
252,Guardian Life Ins. Co. of America,"$16,137",10.10%,$375,428.20%,"$96,202",-,29,"7,561",29,View More details about Guardian Life Ins. Co. of America
253,Illinois Tool Works,"$16,107",1.10%,"$2,957",-2.50%,"$15,518","$80,162.3",7,"45,000",7,View More details about Illinois Tool Works
254,Ameriprise Financial,"$16,096",12.20%,"$2,556",-0.10%,"$175,191","$43,927.7",35,"13,800",35,View More details about Ameriprise Financial
255,PulteGroup,"$16,061.6",-1%,"$2,602.4",-0.60%,"$16,087.1","$25,449.4",4,"6,382",4,View More details about PulteGroup
256,Targa Resources,"$16,060.3",-23.30%,"$1,345.9",12.60%,"$20,671.8","$24,921.7",-68,"3,182",-68,View More details about Targa Resources
257,Ally Financial,"$15,971",30.90%,"$1,020",-40.50%,"$196,392","$12,337.7",81,"11,100",81,View More details about Ally Financial
258,BorgWarner,"$15,921",0.80%,$625,-33.80%,"$14,453","$8,023.4",4,"39,900",4,View More details about BorgWarner
259,Estée Lauder,"$15,910",-10.30%,"$1,006",-57.90%,"$23,415","$55,258.7",-29,"53,010",-29,View More details about Estée Lauder
260,Loews,"$15,901",13.20%,"$1,434",41.70%,"$79,197","$17,396.1",37,"12,280",37,View More details about Loews
261,O'Reilly Automotive,"$15,812.3",9.70%,"$2,346.6",8%,"$13,873","$66,634.4",26,"82,958",26,View More details about O'Reilly Automotive
262,Markel Group,"$15,803.6",35.40%,"$1,996.1",,"$55,045.7","$19,946.7",90,"21,600",90,View More details about Markel Group
263,Stanley Black & Decker,"$15,781.1",-12.30%,$-310.5,-129.20%,"$23,663.8","$15,062",-36,"50,500",-36,View More details about Stanley Black & Decker
264,Micron Technology,"$15,540",-49.50%,"$-5,833",-167.10%,"$64,254","$130,547.6",-128,"43,000",-128,View More details about Micron Technology
265,Fluor,"$15,474",12.60%,$139,-4.10%,"$6,973","$7,192.3",38,"30,187",38,View More details about Fluor
266,Leidos Holdings,"$15,438",7.20%,$199,-70.90%,"$12,695","$17,700.6",22,"47,000",22,View More details about Leidos Holdings
267,Viatris,"$15,426.9",-5.10%,$54.7,-97.40%,"$47,685.5","$14,179.6",-11,"38,000",-11,View More details about Viatris
268,Kinder Morgan,"$15,334",-20.10%,"$2,391",-6.20%,"$71,020","$40,703.3",-54,"10,891",-54,View More details about Kinder Morgan
269,Ecolab,"$15,320.2",8%,"$1,372.3",25.70%,"$21,846.6","$66,017.1",24,"48,000",24,View More details about Ecolab
270,Baxter International,"$15,282",1.10%,"$2,656",,"$28,276","$21,704.5",4,"60,000",4,View More details about Baxter International
271,Devon Energy,"$15,258",-20.40%,"$3,747",-37.70%,"$24,490","$31,864.3",-55,"1,900",-55,View More details about Devon Energy
272,Kellanova,"$15,207",-0.70%,$951,-0.90%,"$15,621","$19,579.4",-2,"23,000",-2,View More details about Kellanova
273,Farmers Insurance Exchange,"$15,194.4",7.80%,$-652.9,,"$23,677.7",-,22,"9,685",22,View More details about Farmers Insurance Exchange
274,Casey's General Stores,"$15,094.5",16.50%,$446.7,31.50%,"$5,943.3","$11,788.1",42,"31,637",42,View More details about Casey's General Stores
275,IQVIA Holdings,"$14,984",4%,"$1,358",24.50%,"$26,681","$46,029.4",11,"87,000",11,View More details about IQVIA Holdings
276,Republic Services,"$14,964.5",10.80%,"$1,731",16.40%,"$31,410.1","$60,229",33,"41,000",33,View More details about Republic Services
277,Fox,"$14,913",6.70%,"$1,239",2.80%,"$21,866","$14,225.1",23,"10,400",23,View More details about Fox
278,Gap,"$14,889",-4.70%,$502,,"$11,044","$10,290.3",-13,"85,000",-13,View More details about Gap
279,Keurig Dr Pepper,"$14,814",5.40%,"$2,181",51.90%,"$52,130","$42,557.4",17,"28,100",17,View More details about Keurig Dr Pepper
280,Reliance,"$14,805.9",-13%,"$1,335.9",-27.40%,"$10,480.3","$19,190.4",-33,"15,250",-33,View More details about Reliance
281,Asbury Automotive Group,"$14,802.7",-4.10%,$602.5,-39.60%,"$10,159.4","$4,810.9",-13,"15,000",-13,View More details about Asbury Automotive Group
282,Pacific Life,"$14,802",10.80%,$875,14.70%,"$217,386",-,30,"4,181",30,View More details about Pacific Life
283,Vistra,"$14,779",7.70%,"$1,493",,"$32,966","$24,230.2",21,"4,870",21,View More details about Vistra
284,Western & Southern Financial Group,"$14,775.1",12.30%,$484.8,56.80%,"$75,968.9",-,30,"2,669",30,View More details about Western & Southern Financial Group
285,Andersons,"$14,750.1",-15%,$101.2,-22.80%,"$3,855","$1,953.4",-46,"2,297",-46,View More details about Andersons
286,Nordstrom,"$14,693",-5.40%,$134,-45.30%,"$8,444","$3,309.2",-19,"54,000",-19,View More details about Nordstrom
287,Omnicom Group,"$14,692.2",2.80%,"$1,391.4",5.70%,"$28,044.6","$19,081.1",3,"75,900",3,View More details about Omnicom Group
288,Fidelity National Information (FIS),"$14,680",1%,"$-6,654",,"$55,105","$42,762.2",-5,"60,000",-5,View More details about Fidelity National Information (FIS)
289,Consolidated Edison,"$14,663",-6.40%,"$2,519",51.70%,"$66,331","$31,375.8",-25,"14,592",-25,View More details about Consolidated Edison
290,CSX,"$14,657",-1.30%,"$3,715",-10.80%,"$42,408","$72,568",-11,"23,232",-11,View More details about CSX
291,AECOM,"$14,591.3",8.10%,$55.3,-82.20%,"$11,233.4","$13,341.2",19,"52,000",19,View More details about AECOM
292,Lumen Technologies,"$14,557",-16.70%,"$-10,298",,"$34,018","$1,585",-55,"28,000",-55,View More details about Lumen Technologies
293,Tractor Supply,"$14,555.7",2.50%,"$1,107.2",1.70%,"$9,188.2","$28,248",-2,"37,500",-2,View More details about Tractor Supply
294,DXC Technology,"$14,430",-11.30%,$-568,-179.10%,"$15,845","$3,878.7",-39,"130,000",-39,View More details about DXC Technology
295,AGCO,"$14,412.4",13.90%,"$1,171.4",31.70%,"$11,421.2","$9,179.5",29,"27,900",29,View More details about AGCO
296,Sonic Automotive,"$14,372.4",2.70%,$178.2,101.40%,"$5,364.6","$1,941.7",3,"10,500",3,View More details about Sonic Automotive
297,Intuit,"$14,368",12.90%,"$2,384",15.40%,"$27,780","$181,986.4",24,"22,900",24,View More details about Intuit
298,United Rentals,"$14,332",23.10%,"$2,424",15.20%,"$25,589","$48,437.2",57,"26,300",57,View More details about United Rentals
299,Universal Health Services,"$14,282",6.60%,$717.8,6.20%,"$13,967.6","$12,265.2",12,"85,025",12,View More details about Universal Health Services
300,Boston Scientific,"$14,240",12.30%,"$1,592",128.10%,"$35,136","$100,673.1",23,"48,000",23,View More details about Boston Scientific
301,Otis Worldwide,"$14,209",3.80%,"$1,406",12.20%,"$10,117","$40,249.5",5,"71,000",5,View More details about Otis Worldwide
302,Xcel Energy,"$14,206",-7.20%,"$1,771",2%,"$64,079","$29,839.6",-31,"11,311",-31,View More details about Xcel Energy
303,Jones Financial (Edward Jones),"$14,080",13.40%,"$1,612",14.80%,"$28,003",-,30,"54,000",30,View More details about Jones Financial (Edward Jones)
304,Ball,"$14,029",-8.60%,$707,-1.70%,"$19,303","$21,206.3",-35,"21,000",-35,View More details about Ball
305,LKQ,"$13,866",8.40%,$936,-18.50%,"$15,079","$14,248.5",14,"49,000",14,View More details about LKQ
306,Mutual of Omaha,"$13,855.8",10.60%,$47.7,,"$51,838.6",-,22,"6,231",22,View More details about Mutual of Omaha
307,Mosaic,"$13,696.1",-28.40%,"$1,164.9",-67.50%,"$23,032.8","$10,442",-90,"14,049",-90,View More details about Mosaic
308,Textron,"$13,683",6.30%,$921,7%,"$16,856","$18,500.5",10,"35,000",10,View More details about Textron
309,Labcorp Holdings,"$13,668.2",-8.10%,$418,-67.30%,"$16,725.1","$18,372.5",-31,"61,975",-31,View More details about Labcorp Holdings
310,Principal Financial,"$13,665.8",-21.90%,$623.2,-87%,"$305,046.7","$20,357.8",-74,"19,800",-74,View More details about Principal Financial
311,Regeneron Pharmaceuticals,"$13,117.2",7.80%,"$3,953.6",-8.90%,"$33,080.2","$105,644.7",28,"13,450",28,View More details about Regeneron Pharmaceuticals
312,Raymond James Financial,"$12,992",14.90%,"$1,739",15.20%,"$78,360","$26,843.3",51,"18,000",51,View More details about Raymond James Financial
313,Dick's Sporting Goods,"$12,984.4",5%,"$1,046.5",0.30%,"$9,311.8","$18,539.3",21,"37,200",21,View More details about Dick's Sporting Goods
314,Auto-Owners Insurance,"$12,937.7",13.40%,$-912.4,,"$36,238.2",-,48,"6,946",48,View More details about Auto-Owners Insurance
315,Expedia Group,"$12,839",10%,$797,126.40%,"$21,642","$18,773.7",38,"17,100",38,View More details about Expedia Group
316,J.B. Hunt Transport Services,"$12,829.7",-13.40%,$728.3,-24.90%,"$8,538.3","$20,582.2",-36,"34,718",-36,View More details about J.B. Hunt Transport Services
317,M&T Bank,"$12,752",48.20%,"$2,741",37.60%,"$208,264","$24,233.4",122,"21,980",122,View More details about M&T Bank
318,DTE Energy,"$12,745",-33.70%,"$1,397",29%,"$44,755","$23,204.6",-106,"9,950",-106,View More details about DTE Energy
319,AES,"$12,668",0.40%,$249,,"$44,799","$12,744.8",8,"9,600",8,View More details about AES
320,Berry Global Group,"$12,664",-12.60%,$609,-20.50%,"$16,587","$7,009.6",-36,"44,000",-36,View More details about Berry Global Group
321,Fifth Third Bancorp,"$12,641",35.20%,"$2,349",-4%,"$214,574","$25,434.9",90,"18,724",90,View More details about Fifth Third Bancorp
322,Air Products & Chemicals,"$12,600",-0.80%,"$2,300.2",2%,"$32,002.5","$53,856.9",-,"21,850",-,View More details about Air Products & Chemicals
323,Corning,"$12,588",-11.30%,$581,-55.90%,"$28,500","$28,192.4",-31,"49,800",-31,View More details about Corning
324,EMCOR Group,"$12,582.9",13.60%,$633,55.90%,"$6,609.7","$16,482.1",45,"38,300",45,View More details about EMCOR Group
325,Amphenol,"$12,554.7",-0.50%,"$1,928",1.40%,"$16,526.4","$69,193.3",1,"95,000",1,View More details about Amphenol
326,Westlake,"$12,548",-20.60%,$479,-78.70%,"$21,035","$19,636.5",-63,"15,520",-63,View More details about Westlake
327,DuPont,"$12,528",-24.30%,$423,-92.80%,"$38,552","$32,016.1",-77,"24,000",-77,View More details about DuPont
328,Liberty Media,"$12,525",3%,$761,-58.10%,"$41,168","$9,699.7",12,"6,486",12,View More details about Liberty Media
329,S&P Global,"$12,497",11.80%,"$2,626",-19.20%,"$60,589","$136,253.3",37,"40,450",37,View More details about S&P Global
330,Community Health Systems,"$12,490",2.30%,$-133,-389.10%,"$14,455",$486.4,7,"54,500",7,View More details about Community Health Systems
331,FirstEnergy,"$12,450",3.30%,"$1,102",171.40%,"$48,767","$22,226.4",12,"12,042",12,View More details about FirstEnergy
332,Unum Group,"$12,385.9",3.30%,"$1,283.8",-2.30%,"$63,255.2","$10,298.6",15,"10,683",15,View More details about Unum Group
333,Henry Schein,"$12,339",-2.40%,$416,-22.70%,"$10,573","$9,704.8",-8,"25,000",-8,View More details about Henry Schein
334,Western Digital,"$12,318",-34.50%,"$-1,706",-213.70%,"$24,429","$22,278.8",-113,"53,000",-113,View More details about Western Digital
335,Analog Devices,"$12,305.5",2.40%,"$3,314.6",20.60%,"$48,794.5","$98,085.7",9,"26,000",9,View More details about Analog Devices
336,Conagra Brands,"$12,277",6.40%,$683.6,-23%,"$22,052.6","$14,168.1",24,"18,600",24,View More details about Conagra Brands
337,Citizens Financial Group,"$12,187",34.40%,"$1,608",-22.40%,"$221,964","$16,635.3",82,"17,570",82,View More details about Citizens Financial Group
338,Norfolk Southern,"$12,156",-4.60%,"$1,827",-44.10%,"$41,652","$57,570.4",-18,"20,700",-18,View More details about Norfolk Southern
339,Entergy,"$12,147.4",-11.70%,"$2,356.5",113.60%,"$59,703.4","$22,535.5",-37,"12,177",-37,View More details about Entergy
340,W.R. Berkley,"$12,142.9",8.70%,"$1,381.4",,"$37,202","$22,689.2",27,"8,329",27,View More details about W.R. Berkley
341,DaVita,"$12,140.1",4.60%,$691.5,23.40%,"$16,893.6","$12,107",16,"70,000",16,View More details about DaVita
342,Northern Trust,"$12,116.5",56.30%,"$1,107.3",-17.10%,"$150,783.1","$18,141.4",135,"23,100",135,View More details about Northern Trust
343,Hormel Foods,"$12,110",-2.80%,$793.6,-20.60%,"$13,448.8","$19,108.8",-13,"20,000",-13,View More details about Hormel Foods
344,Crown Holdings,"$12,010",-7.20%,$450,-38.10%,"$15,034","$9,574.2",-27,"25,000",-27,View More details about Crown Holdings
345,Avis Budget Group,"$12,008",0.10%,"$1,632",-41%,"$32,569","$4,344",1,"21,250",1,View More details about Avis Budget Group
346,Wayfair,"$12,003",-1.80%,$-738,,"$3,474","$8,174.7",-10,"12,800",-10,View More details about Wayfair
347,MasTec,"$11,995.9",22.70%,$-49.9,-249.80%,"$9,373.5","$7,393",47,"34,000",47,View More details about MasTec
348,Eversource Energy,"$11,910.7",-3.10%,$-442.2,-131.50%,"$55,612.2","$20,962.9",-13,"10,171",-13,View More details about Eversource Energy
349,Newmont,"$11,812",-0.90%,"$-2,494",,"$55,506","$41,315.9",-1,"21,700",-1,View More details about Newmont
350,Ryder System,"$11,783",-1.90%,$406,-53.20%,"$15,778","$5,320.5",-5,"47,500",-5,View More details about Ryder System
351,Fidelity National Financial,"$11,752",1.70%,$517,-54.50%,"$80,614","$14,507.3",8,"22,293",8,View More details about Fidelity National Financial
352,Molson Coors Beverage,"$11,702.1",9.40%,$948.9,,"$26,375.1","$14,297.8",22,"16,500",22,View More details about Molson Coors Beverage
353,Caesars Entertainment,"$11,673",0.20%,$786,,"$33,366","$9,461",1,"51,000",1,View More details about Caesars Entertainment
354,Lincoln National,"$11,645",-37.90%,$-752,,"$372,413","$5,417.5",-132,"11,024",-132,View More details about Lincoln National
355,VF,"$11,612.5",-1.90%,$118.6,-91.50%,"$13,990.5","$5,964.4",-6,"26,400",-6,View More details about VF
356,International Flavors & Fragrances,"$11,479",-7.70%,"$-2,567",,"$30,978","$21,954.9",-24,"21,500",-24,View More details about International Flavors & Fragrances
357,Huntington Ingalls Industries,"$11,454",7.30%,$681,17.60%,"$11,215","$11,544.7",18,"44,000",18,View More details about Huntington Ingalls Industries
358,Advance Auto Parts,"$11,287.6",1.20%,$29.7,-93.60%,"$12,276.3","$5,072.2",10,"54,500",10,View More details about Advance Auto Parts
359,Public Service Enterprise Group,"$11,237",14.70%,"$2,563",148.60%,"$50,741","$33,295.6",33,"12,543",33,View More details about Public Service Enterprise Group
360,Ulta Beauty,"$11,207.3",9.80%,"$1,291",3.90%,"$5,707","$25,238.8",23,"38,000",23,View More details about Ulta Beauty
361,Hershey,"$11,165",7.20%,"$1,861.8",13.20%,"$11,902.9","$39,719.1",19,"19,578",19,View More details about Hershey
362,Chewy,"$11,147.7",10.40%,$39.6,-19.60%,"$3,186.9","$6,919.5",27,"18,100",27,View More details about Chewy
363,American Tower,"$11,144.2",4%,"$1,483.3",-16%,"$66,027.6","$92,146.5",10,"5,643",10,View More details about American Tower
364,Mohawk Industries,"$11,135.1",-5.10%,$-439.5,-1840.90%,"$13,559.9","$8,337.2",-13,"43,300",-13,View More details about Mohawk Industries
365,Assurant,"$11,131.6",9.20%,$642.5,132.30%,"$33,635.2","$9,784.3",19,"13,600",19,View More details about Assurant
366,Thor Industries,"$11,121.6",-31.80%,$374.3,-67.10%,"$7,260.8","$6,257.1",-112,"24,900",-112,View More details about Thor Industries
367,Graybar Electric,"$11,042.4",4.80%,$463.4,2.30%,"$4,006.1",-,11,"9,500",11,View More details about Graybar Electric
368,Yum China Holdings,"$10,978",14.70%,$827,87.10%,"$12,031","$15,598.8",37,"293,500",37,View More details about Yum China Holdings
369,Celanese,"$10,940",13.10%,"$1,960",3.50%,"$26,597","$19,173.3",27,"12,410",27,View More details about Celanese
370,QVC Group,"$10,915",-9.80%,$-145,,"$11,368",$510.9,-28,"20,386",-28,View More details about QVC Group
371,Williams,"$10,907",-0.50%,"$3,179",55.10%,"$52,627","$47,482",-1,"5,601",-1,View More details about Williams
372,Interpublic Group,"$10,889.3",-0.40%,"$1,098.4",17.10%,"$19,267.3","$12,357.8",-1,"57,400",-1,View More details about Interpublic Group
373,Ovintiv,"$10,883",-12.70%,"$2,085",-42.70%,"$19,987","$13,958.7",-44,"1,743",-44,View More details about Ovintiv
374,Icahn Enterprises,"$10,847",-23.10%,$-684,,"$20,858","$7,297.9",-80,"15,038",-80,View More details about Icahn Enterprises
375,Huntington Bancshares,"$10,837",36.30%,"$1,951",-12.80%,"$189,368","$20,308.6",91,"19,955",91,View More details about Huntington Bancshares
376,Erie Insurance Group,"$10,812.5",16.30%,$-526.6,,"$27,515.2",-,38,"6,510",38,View More details about Erie Insurance Group
377,Carvana,"$10,771",-20.80%,$450,,"$7,071","$16,943.7",-69,"13,700",-69,View More details about Carvana
378,Hess,"$10,645",-8%,"$1,382",-34.10%,"$24,007","$46,883.7",-20,"1,756",-20,View More details about Hess
379,Dana,"$10,555",3.90%,$38,,"$7,965","$1,840.9",8,"41,800",8,View More details about Dana
380,Alcoa,"$10,551",-15.30%,$-651,,"$14,155","$6,067.3",-49,"13,600",-49,View More details about Alcoa
381,Equitable Holdings,"$10,528",-24.90%,"$1,302",-27.10%,"$276,814","$12,532.3",-83,"10,700",-83,View More details about Equitable Holdings
382,KLA,"$10,496.1",13.90%,"$3,387.3",2%,"$14,072.4","$94,470.2",34,"15,105",34,View More details about KLA
383,Darden Restaurants,"$10,487.8",8.90%,$981.9,3.10%,"$10,241.5","$19,959.5",19,"187,384",19,View More details about Darden Restaurants
384,Autoliv,"$10,475",18.50%,$488,15.40%,"$8,332","$9,809.7",45,"66,434",45,View More details about Autoliv
385,Alaska Air Group,"$10,426",8.10%,$235,305.20%,"$14,613","$5,408.1",13,"24,610",13,View More details about Alaska Air Group
386,KeyCorp,"$10,397",27.90%,$967,-49.60%,"$188,281","$14,663.3",73,"17,692",73,View More details about KeyCorp
387,Las Vegas Sands,"$10,372",139.10%,"$1,221",-33.40%,"$21,778","$38,840.4",326,"38,550",-,View More details about Las Vegas Sands
388,Accendra Health,"$10,334",3.80%,$-41.3,-284.50%,"$5,093.3","$2,122.5",2,"22,200",2,View More details about Accendra Health
389,Hilton Worldwide Holdings,"$10,235",16.70%,"$1,141",-9.10%,"$15,401","$53,788.4",42,"178,000",42,View More details about Hilton Worldwide Holdings
390,Ebay,"$10,112",3.20%,"$2,767",,"$21,620","$27,340",3,"12,300",3,View More details about Ebay
391,Arthur J. Gallagher,"$10,071.9",17.80%,$969.5,-13%,"$51,615.8","$54,584.4",52,"52,118",52,View More details about Arthur J. Gallagher
392,LPL Financial Holdings,"$10,052.8",16.90%,"$1,066.3",26.10%,"$10,385.5","$19,735.9",48,"7,372",48,View More details about LPL Financial Holdings
393,Cincinnati Financial,"$10,013.4",52.70%,"$1,843.3",,"$32,769.5","$19,456.1",141,"5,426",-,View More details about Cincinnati Financial
394,Toll Brothers,"$9,994.9",-2.70%,"$1,372.1",6.70%,"$12,527","$13,476.5",-12,"4,800",-12,View More details about Toll Brothers
395,Motorola Solutions,"$9,978",9.50%,"$1,709",25.40%,"$13,336","$59,141.7",23,"21,000",23,View More details about Motorola Solutions
396,Airbnb,"$9,917",18.10%,"$4,792",153.10%,"$20,645","$106,739.8",54,"6,907",54,View More details about Airbnb
397,Intercontinental Exchange,"$9,903",2.80%,"$2,368",63.80%,"$136,084","$78,694.7",4,"13,222",4,View More details about Intercontinental Exchange
398,News Corp.,"$9,879",-4.90%,$149,-76.10%,"$16,921","$15,120.1",-17,"25,000",-17,View More details about News Corp.
399,Chipotle Mexican Grill,"$9,871.6",14.30%,"$1,228.7",36.70%,"$8,044.4","$79,707",39,"116,068",39,View More details about Chipotle Mexican Grill
400,Vertex Pharmaceuticals,"$9,869.2",10.50%,"$3,619.6",9%,"$22,730.2","$107,975.3",27,"5,400",27,View More details about Vertex Pharmaceuticals
401,Biogen,"$9,835.6",-3.30%,"$1,161.1",-61.90%,"$26,844.8","$31,344.1",-15,"7,570",-15,View More details about Biogen
402,GXO Logistics,"$9,778",8.70%,$229,16.20%,"$9,507","$6,411.5",21,"109,000",21,View More details about GXO Logistics
403,SpartanNash,"$9,729.2",0.90%,$52.2,51.30%,"$2,355.6",$699.6,-4,"13,500",-4,View More details about SpartanNash
404,Burlington Stores,"$9,727.5",11.80%,$339.6,47.60%,"$7,706.8","$14,841.4",30,"44,050",30,View More details about Burlington Stores
405,Thrivent Financial,"$9,720.3",4%,$347.2,-68%,"$115,628.7",-,7,"3,810",7,View More details about Thrivent Financial
406,NVR,"$9,687.3",-8.40%,"$1,591.6",-7.80%,"$6,601.8","$25,904.2",-30,"6,300",-30,View More details about NVR
407,Owens Corning,"$9,677",-0.90%,"$1,196",-3.60%,"$11,237","$14,510.2",-12,"18,000",-12,View More details about Owens Corning
407,Westinghouse Air Brake,"$9,677",15.70%,$815,28.80%,"$18,988","$25,789.6",46,"29,000",46,View More details about Westinghouse Air Brake
409,Oshkosh,"$9,657.9",16.60%,$598,243.90%,"$9,129.2","$8,178.1",46,"17,300",46,View More details about Oshkosh
410,Global Payments,"$9,654.4",7.60%,$986.2,784.60%,"$50,570.2","$34,094.6",15,"27,000",15,View More details about Global Payments
411,Lululemon athletica,"$9,619.3",18.60%,"$1,550.2",81.40%,"$7,091.9","$49,225.1",50,"38,000",50,View More details about Lululemon athletica
412,Albemarle,"$9,617.2",31.40%,"$1,573.5",-41.50%,"$18,270.7","$15,482.7",81,"9,000",81,View More details about Albemarle
413,JetBlue Airways,"$9,615",5%,$-310,,"$13,853","$2,523.8",4,"21,310",4,View More details about JetBlue Airways
414,Seaboard,"$9,562",-15%,$226,-61%,"$7,566","$3,130.6",-50,"12,847",-50,View More details about Seaboard
415,Constellation Brands,"$9,452.6",7.20%,$-71,,"$24,662.3","$49,683.2",15,"9,400",15,View More details about Constellation Brands
416,Graphic Packaging Holding,"$9,428",-0.10%,$723,38.50%,"$11,175","$8,930.6",-7,"23,500",-7,View More details about Graphic Packaging Holding
417,Hertz Global Holdings,"$9,371",7.90%,$616,-70.10%,"$24,605","$2,390.5",18,"27,000",18,View More details about Hertz Global Holdings
