rank,company,revenues,revenue_percent_change,profits,profits_percent_change,assets,market_value,change_in_rank_1000,employees,change_in_rank_500,link
59,Caterpillar,"$67,060",12.80%,"$10,335",54.10%,"$87,476","$182,986.8",9,"113,200",9,View More details about Caterpillar
60,MetLife,"$66,905",-4.30%,"$1,578",-37.80%,"$687,584","$53,583",-6,"45,000",-6,View More details about MetLife
61,HCA Healthcare,"$64,968",7.90%,"$5,242",-7.10%,"$56,211","$88,213.8",5,"265,000",5,View More details about HCA Healthcare
62,Progressive,"$62,108.5",25.20%,"$3,902.4",440.90%,"$88,690.8","$121,134.1",26,"61,432",26,View More details about Progressive
63,IBM,"$61,860",2.20%,"$7,502",357.70%,"$135,241","$175,061.6",2,"296,600",2,View More details about IBM
64,Deere,"$61,251",16.50%,"$10,166",42.60%,"$104,087","$114,332.9",17,"82,956",17,View More details about Deere
65,Nvidia,"$60,922",125.90%,"$29,760",581.30%,"$65,728","$2,258,900",87,"29,600",87,View More details about Nvidia
66,StoneX Group,"$60,856.1",-7.80%,$238.5,15.20%,"$21,938.7","$2,216.7",-7,"4,137",-7,View More details about StoneX Group
67,Merck,"$60,115",1.40%,$365,-97.50%,"$106,675","$334,182.4",2,"71,000",2,View More details about Merck
68,ConocoPhillips,"$58,574",-28.70%,"$10,957",-41.30%,"$95,924","$149,733.3",-19,"9,900",-19,View More details about ConocoPhillips
69,Pfizer,"$58,496",-41.70%,"$2,119",-93.20%,"$226,501","$157,135.5",-31,"88,000",-31,View More details about Pfizer
70,Delta Air Lines,"$58,048",14.80%,"$4,609",249.70%,"$73,644","$30,795.9",15,"103,000",15,View More details about Delta Air Lines
71,TD Synnex,"$57,555.4",-7.70%,$626.9,-3.70%,"$29,412.8","$9,856.6",-7,"28,000",-7,View More details about TD Synnex
72,Publix Super Markets,"$57,534",4.70%,"$4,349",49%,"$34,384",-,6,"253,000",6,View More details about Publix Super Markets
73,Allstate,"$57,094",11.10%,$-188,,"$103,362","$45,513.3",11,"53,200",11,View More details about Allstate
74,Cisco Systems,"$56,998",10.60%,"$12,613",6.80%,"$101,852","$202,094.9",8,"84,900",8,View More details about Cisco Systems
75,Nationwide,"$54,609.4",6.10%,$-45.2,-104.60%,"$290,615",-,8,"24,118",8,View More details about Nationwide
76,Charter Communications,"$54,607",1.10%,"$4,557",-9.90%,"$147,193","$51,316",3,"101,100",3,View More details about Charter Communications
77,AbbVie,"$54,318",-6.40%,"$4,863",-58.90%,"$134,711","$322,434.8",-4,"50,000",-4,View More details about AbbVie
78,New York Life Insurance,"$54,317.2",-7.10%,$804.6,,"$408,904.9",-,-7,"15,384",-7,View More details about New York Life Insurance
79,Intel,"$54,228",-14%,"$1,689",-78.90%,"$191,572","$188,026",-17,"124,800",-17,View More details about Intel
80,TJX,"$54,217",8.60%,"$4,474",27.90%,"$29,747","$115,586",7,"349,000",7,View More details about TJX
81,Prudential Financial,"$53,979",-10.10%,"$2,488",,"$721,123","$42,191.2",-14,"40,366",-14,View More details about Prudential Financial
82,HP,"$53,718",-14.60%,"$3,263",4.20%,"$37,004","$29,569.7",-19,"58,000",-19,View More details about HP
83,United Airlines Holdings,"$53,717",19.50%,"$2,618",255.20%,"$71,104","$15,705.9",13,"103,300",13,View More details about United Airlines Holdings
84,Performance Food Group,"$53,354.7",13.10%,$397.2,253.10%,"$12,499","$11,612.9",7,"34,825",7,View More details about Performance Food Group
85,Tyson Foods,"$52,881",-0.80%,$-648,-120%,"$36,251","$20,928.3",-5,"139,000",-5,View More details about Tyson Foods
86,American Airlines Group,"$52,788",7.80%,$822,547.20%,"$63,058","$10,050.5",3,"132,100",3,View More details about American Airlines Group
87,Liberty Mutual Insurance Group,"$52,612",5.30%,$213,-48.60%,"$165,208",-,-1,"45,000",-1,View More details about Liberty Mutual Insurance Group
88,Nike,"$51,217",9.60%,"$5,070",-16.10%,"$37,531","$142,391.2",5,"83,700",5,View More details about Nike
89,Oracle,"$49,954",17.70%,"$8,503",26.60%,"$134,384","$345,240.8",12,"164,000",12,View More details about Oracle
90,Enterprise Products Partners,"$49,715",-14.60%,"$5,532",0.80%,"$70,982","$63,269.4",-18,"7,500",-18,View More details about Enterprise Products Partners
91,Capital One Financial,"$49,484",29%,"$4,887",-33.60%,"$478,464","$56,891.2",15,"51,987",15,View More details about Capital One Financial
92,Plains GP Holdings,"$48,712",-15.10%,$198,17.90%,"$28,597","$3,597.5",-18,"4,200",-18,View More details about Plains GP Holdings
93,World Kinect,"$47,710.6",-19.20%,$52.9,-53.60%,"$7,375.3","$1,583",-23,"5,289",-23,View More details about World Kinect
94,AIG,"$46,802",-17.10%,"$3,643",-64.50%,"$539,306","$53,230.1",-18,"25,200",-18,View More details about AIG
95,Coca-Cola,"$45,754",6.40%,"$10,714",12.30%,"$97,703","$263,758.6",5,"79,100",5,View More details about Coca-Cola
96,TIAA,"$45,734.8",11.80%,"$-1,408.9",-385.40%,"$629,369.9",-,7,"16,023",7,View More details about TIAA
97,CHS,"$45,590",-4.60%,"$1,900.4",13.20%,"$18,957.4",-,-7,"10,609",-7,View More details about CHS
98,Bristol-Myers Squibb,"$45,006",-2.50%,"$8,025",26.80%,"$95,159","$109,911.1",-3,"34,100",-3,View More details about Bristol-Myers Squibb
99,Dow,"$44,622",-21.60%,$589,-87.10%,"$57,967","$40,740.3",-24,"35,900",-24,View More details about Dow
100,Best Buy,"$43,452",-6.10%,"$1,241",-12.50%,"$14,967","$17,667.7",-6,"85,000",-6,View More details about Best Buy
101,Thermo Fisher Scientific,"$42,857",-4.60%,"$5,995",-13.70%,"$98,726","$221,622.5",-4,"122,000",-4,View More details about Thermo Fisher Scientific
102,Massachusetts Mutual Life,"$42,641.4",5.90%,$-771.6,-152%,"$397,895",-,2,"11,323",2,View More details about Massachusetts Mutual Life
103,USAA,"$42,493.4",17.10%,"$1,213.5",,"$211,637.6",-,11,"37,376",11,View More details about USAA
104,General Dynamics,"$42,272",7.30%,"$3,315",-2.20%,"$54,810","$77,506.3",1,"111,600",1,View More details about General Dynamics
105,Travelers,"$41,364",12.10%,"$2,991",5.20%,"$125,978","$52,731",7,"33,133",7,View More details about Travelers
106,Warner Bros. Discovery,"$41,321",22.20%,"$-3,126",,"$122,757","$21,298.5",12,"35,300",12,View More details about Warner Bros. Discovery
107,U.S. Bancorp,"$40,624",48.30%,"$5,429",-6.80%,"$663,491","$69,656.5",42,"75,465",42,View More details about U.S. Bancorp
108,Abbott Laboratories,"$40,109",-8.10%,"$5,723",-17.50%,"$73,214","$197,221",-9,"114,000",-9,View More details about Abbott Laboratories
109,Northrop Grumman,"$39,290",7.30%,"$2,056",-58%,"$46,544","$70,908.8",4,"101,000",4,View More details about Northrop Grumman
110,Northwestern Mutual,"$38,788.1",5.10%,$711.4,-22%,"$358,828.6",-,1,"8,239",1,View More details about Northwestern Mutual
111,Dollar General,"$38,691.6",2.20%,"$1,661.3",-31.20%,"$30,795.6","$34,281.9",-3,"185,800",-3,View More details about Dollar General
112,PBF Energy,"$38,324.8",-18.20%,"$2,140.5",-25.60%,"$14,387.8","$6,860.3",-20,"3,776",-20,View More details about PBF Energy
113,Uber Technologies,"$37,281",17%,"$1,887",,"$38,699","$160,258.1",14,"30,400",14,View More details about Uber Technologies
114,Honeywell International,"$36,662",3.40%,"$5,658",13.90%,"$61,525","$133,860.3",1,"95,000",1,View More details about Honeywell International
115,Mondelez International,"$36,016",14.40%,"$4,959",82.50%,"$71,391","$94,253.4",16,"91,000",16,View More details about Mondelez International
116,Starbucks,"$35,975.6",11.60%,"$4,124.5",25.70%,"$29,445.5","$103,471.8",9,"381,000",9,View More details about Starbucks
117,Qualcomm,"$35,820",-19%,"$7,232",-44.10%,"$51,040","$188,938.8",-19,"50,000",-19,View More details about Qualcomm
118,Broadcom,"$35,819",7.90%,"$14,082",22.50%,"$72,861","$614,223.1",5,"20,000",5,View More details about Broadcom
119,US Foods Holding,"$35,597",4.50%,$506,90.90%,"$13,187","$13,217.4",-2,"30,000",-2,View More details about US Foods Holding
120,D.R. Horton,"$35,460.4",5.90%,"$4,745.7",-19%,"$32,582.4","$54,600.5",-,"13,450",-,View More details about D.R. Horton
121,Philip Morris International,"$35,174",10.70%,"$7,813",-13.60%,"$65,304","$142,428",7,"82,700",7,View More details about Philip Morris International
122,Paccar,"$35,127.4",21.90%,"$4,600.8",52.80%,"$40,823.4","$64,919.7",18,"32,400",18,View More details about Paccar
123,Salesforce,"$34,857",11.20%,"$4,136",1888.50%,"$99,823","$292,144.6",10,"72,682",10,View More details about Salesforce
124,Nucor,"$34,713.5",-16.40%,"$4,524.8",-40.50%,"$35,340.5","$47,492",-22,"32,000",-22,View More details about Nucor
125,Jabil,"$34,702",3.70%,$818,-17.90%,"$19,424","$17,084.7",-4,"236,000",-4,View More details about Jabil
126,Lennar,"$34,233.4",1.70%,"$3,938.5",-14.60%,"$39,234.3","$47,374.8",-7,"12,284",-7,View More details about Lennar
127,Eli Lilly,"$34,124.1",19.60%,"$5,240.4",-16.10%,"$64,006.3","$739,658",15,"43,000",15,View More details about Eli Lilly
128,Molina Healthcare,"$34,072",6.60%,"$1,091",37.80%,"$14,892","$24,068",-2,"18,000",-2,View More details about Molina Healthcare
129,Cummins,"$34,065",21.30%,$735,-65.80%,"$32,005","$41,798.1",17,"75,500",17,View More details about Cummins
130,Bank of New York (BNY),"$33,805",69.10%,"$3,286",27.70%,"$409,953","$43,380.4",71,"53,400",71,View More details about Bank of New York (BNY)
131,Netflix,"$33,723.3",6.70%,"$5,408",20.40%,"$48,732","$262,827.9",-2,"13,000",-2,View More details about Netflix
132,Truist Financial,"$33,246",31.10%,"$-1,091",-117.40%,"$535,349","$52,022.4",25,"49,935",25,View More details about Truist Financial
133,Arrow Electronics,"$33,107.1",-10.80%,$903.5,-36.70%,"$21,726.2","$6,988.1",-24,"22,100",-24,View More details about Arrow Electronics
134,3M,"$32,681",-4.50%,"$-6,995",-221.10%,"$50,580","$58,695",-18,"85,000",-18,View More details about 3M
135,Visa,"$32,653",11.40%,"$17,273",15.50%,"$90,499","$560,847.5",2,"28,800",2,View More details about Visa
136,Apollo Global Management,"$32,644",180.80%,"$5,047",,"$313,488","$63,889.7",220,"6,855",220,View More details about Apollo Global Management
137,HF Sinclair,"$31,964.4",-16.30%,"$1,589.7",-45.60%,"$17,716.3","$11,987.6",-30,"5,218",-30,View More details about HF Sinclair
138,CBRE Group,"$31,949",3.60%,$986,-29.90%,"$22,548","$29,725.9",-3,"130,000",-3,View More details about CBRE Group
139,PNC Financial Services Group,"$31,882",35.40%,"$5,578",-7.70%,"$561,580","$64,291.8",29,"55,612",29,View More details about PNC Financial Services Group
140,Lithia Motors,"$31,310.9",10.60%,"$1,000.8",-20%,"$19,632.5","$8,283",5,"25,051",5,View More details about Lithia Motors
141,CarMax,"$31,126.4",-6.20%,$484.8,-57.90%,"$26,182.7","$13,756.5",-17,"30,621",-17,View More details about CarMax
142,Paramount Skydance,"$30,610",-2.30%,$-608,-155.10%,"$53,543","$8,099",-8,"24,150",-8,View More details about Paramount Skydance
143,Dollar Tree,"$30,603.8",8%,$-998.4,-161.80%,"$22,023.5","$29,024.4",1,"138,860",1,View More details about Dollar Tree
144,United Natural Foods,"$30,272",4.60%,$24,-90.30%,"$7,394",$682.9,-5,"29,455",-5,View More details about United Natural Foods
145,PayPal Holdings,"$29,771",8.20%,"$4,246",75.50%,"$82,166","$71,796",3,"27,200",3,View More details about PayPal Holdings
146,Penske Automotive Group,"$29,527.4",6.20%,"$1,053.2",-23.70%,"$15,671.5","$10,861",1,"28,000",1,View More details about Penske Automotive Group
147,Hewlett Packard Enterprise,"$29,135",2.20%,"$2,025",133.30%,"$57,153","$23,049",-4,"62,000",-4,View More details about Hewlett Packard Enterprise
148,Duke Energy,"$28,932",0.50%,"$2,841",11.40%,"$176,893","$74,607.9",-7,"27,037",-7,View More details about Duke Energy
149,Occidental Petroleum,"$28,918",-22%,"$4,696",-64.70%,"$74,008","$57,611.3",-39,"12,570",-39,View More details about Occidental Petroleum
150,NRG Energy,"$28,823",-8.60%,$-202,-116.50%,"$26,038","$14,535.4",-20,"18,131",-20,View More details about NRG Energy
151,Amgen,"$28,190",7.10%,"$6,717",2.50%,"$97,154","$152,372.5",3,"26,700",3,View More details about Amgen
152,NextEra Energy,"$28,114",34.20%,"$7,310",76.30%,"$177,489","$131,170.7",35,"16,800",35,View More details about NextEra Energy
153,Danaher,"$27,602",-12.30%,"$4,764",-33.90%,"$84,488","$184,928.7",-21,"62,000",-21,View More details about Danaher
154,Gilead Sciences,"$27,116",-0.60%,"$5,665",23.40%,"$62,125","$91,340.5",-4,"18,000",-4,View More details about Gilead Sciences
155,AutoNation,"$26,948.9",-0.10%,"$1,021.1",-25.90%,"$11,980","$6,902.1",-4,"25,300",-4,View More details about AutoNation
156,Kraft Heinz,"$26,640",0.60%,"$2,855",20.80%,"$90,339","$44,857",-3,"36,000",-3,View More details about Kraft Heinz
157,Avnet,"$26,536.9",9.20%,$770.8,11.30%,"$12,477.2","$4,480.2",6,"15,800",6,View More details about Avnet
158,Applied Materials,"$26,517",2.80%,"$6,856",5.10%,"$30,729","$171,356",-3,"34,000",-3,View More details about Applied Materials
159,Southwest Airlines,"$26,091",9.60%,$465,-13.70%,"$36,487","$17,416.6",6,"74,806",6,View More details about Southwest Airlines
160,Charles Schwab,"$25,521",14.40%,"$5,067",-29.50%,"$493,178","$131,974.9",15,"33,000",15,View More details about Charles Schwab
161,Baker Hughes,"$25,506",20.60%,"$1,943",,"$36,945","$33,529.5",24,"58,000",24,View More details about Baker Hughes
162,McDonald's,"$25,493.7",10%,"$8,468.8",37.10%,"$56,146.8","$203,582.4",7,"150,000",7,View More details about McDonald's
163,Southern,"$25,253",-13.80%,"$3,976",12.80%,"$139,331","$78,269.4",-25,"27,960",-25,View More details about Southern
164,Mastercard,"$25,098",12.90%,"$11,195",12.70%,"$42,448","$449,252.6",13,"33,400",13,View More details about Mastercard
165,Constellation Energy,"$24,918",2%,"$1,623",,"$50,758","$58,250.1",-3,"13,842",-3,View More details about Constellation Energy
166,Hartford Insurance Group,"$24,527",9.70%,"$2,504",38%,"$76,780","$30,636.6",8,"18,700",8,View More details about Hartford Insurance Group
167,PG&E,"$24,428",12.70%,"$2,242",24.60%,"$125,698","$35,759.5",13,"28,010",13,View More details about PG&E
168,Coupang,"$24,383",18.50%,"$1,360",,"$13,346","$31,903.1",27,"78,000",27,View More details about Coupang
169,EOG Resources,"$24,186",-5.90%,"$7,594",-2.10%,"$43,857","$73,535.6",-13,"3,050",-13,View More details about EOG Resources
170,Union Pacific,"$24,119",-3%,"$6,379",-8.80%,"$67,132","$150,041",-11,"32,973",-11,View More details about Union Pacific
171,Rite Aid,"$24,091.9",-1.90%,$-749.9,,"$7,527.4",$9,-10,"47,000",-10,View More details about Rite Aid
172,Macy's,"$23,866",-5.70%,$105,-91.10%,"$16,246","$5,482.7",-14,"85,581",-14,View More details about Macy's
173,Marriott International,"$23,713",14.20%,"$3,083",30.70%,"$25,674","$72,730.7",19,"148,000",19,View More details about Marriott International
174,Lear,"$23,466.9",12.30%,$572.5,74.70%,"$14,695.5","$8,263.1",15,"186,600",15,View More details about Lear
175,Genuine Parts,"$23,090.6",4.50%,"$1,316.5",11.30%,"$17,968.5","$21,600.9",4,"60,000",4,View More details about Genuine Parts
176,Sherwin-Williams,"$23,051.9",4.10%,"$2,388.8",18.30%,"$22,954.4","$88,255.4",2,"64,088",2,View More details about Sherwin-Williams
177,Halliburton,"$23,018",13.40%,"$2,638",67.80%,"$24,683","$35,087.8",20,"48,000",20,View More details about Halliburton
178,Freeport-McMoRan,"$22,855",0.30%,"$1,848",-46.70%,"$52,506","$67,445.9",-7,"27,200",-7,View More details about Freeport-McMoRan
179,Live Nation Entertainment,"$22,749.1",36.40%,$563.3,90.30%,"$19,074","$24,411.5",69,"23,200",69,View More details about Live Nation Entertainment
180,Marsh & McLennan,"$22,736",9.70%,"$3,756",23.10%,"$48,030","$101,657.8",13,"85,000",13,View More details about Marsh & McLennan
181,Advanced Micro Devices,"$22,680",-3.90%,$854,-35.30%,"$67,885","$291,697.1",-14,"26,000",-14,View More details about Advanced Micro Devices
182,First Citizens BancShares,"$22,466",304.90%,"$11,466",944.30%,"$213,758","$23,620.4",420,"15,868",-,View More details about First Citizens BancShares
183,WESCO International,"$22,385.2",4.50%,$765.5,-11%,"$15,060.9","$8,727.3",-2,"20,000",-2,View More details about WESCO International
184,Carrier Global,"$22,098",8.20%,"$1,349",-61.80%,"$32,822","$52,323",12,"53,000",12,View More details about Carrier Global
185,Cleveland-Cliffs,"$21,996",-4.30%,$399,-70.10%,"$17,537","$11,331.1",-15,"28,000",-15,View More details about Cleveland-Cliffs
186,Block,"$21,915.6",25%,$9.8,,"$34,069.9","$52,075.3",48,"12,985",48,View More details about Block
187,Exelon,"$21,727",13.90%,"$2,328",7.30%,"$101,546","$37,560",31,"19,962",31,View More details about Exelon
188,KKR,"$21,685.3",198.10%,"$3,732.3",,"$317,294.2","$89,013.9",308,"4,490",308,View More details about KKR
189,CDW,"$21,376",-10%,"$1,104.3",-0.90%,"$13,284.6","$34,329.5",-23,"15,100",-23,View More details about CDW
190,Booking Holdings,"$21,365",25%,"$4,289",40.30%,"$24,342","$123,968.4",53,"23,482",53,View More details about Booking Holdings
191,Synchrony,"$20,999",19.80%,"$2,238",-25.80%,"$117,479","$17,543.1",44,"20,000",44,View More details about Synchrony
192,Quanta Services,"$20,882.2",22.30%,$744.7,51.60%,"$16,237.2","$37,865.6",52,"52,500",52,View More details about Quanta Services
193,Jones Lang LaSalle,"$20,760.8",-0.50%,$225.4,-65.60%,"$16,064.8","$9,255.6",-3,"106,100",-3,View More details about Jones Lang LaSalle
194,Discover,"$20,606",35.50%,"$2,940",-33.10%,"$151,522","$32,846.5",79,"21,100",79,View More details about Discover
195,Tenet Healthcare,"$20,548",7.20%,$611,48.70%,"$28,312","$10,510.5",20,"95,905",20,View More details about Tenet Healthcare
196,Altria Group,"$20,502",-0.90%,"$8,130",41%,"$38,570","$76,922.2",-2,"6,400",-2,View More details about Altria Group
197,Stryker,"$20,498",11.10%,"$3,165",34.20%,"$39,912","$136,158.7",27,"52,000",27,View More details about Stryker
198,Kimberly-Clark,"$20,431",1.30%,"$1,764",-8.80%,"$17,344","$43,579.9",1,"41,000",1,View More details about Kimberly-Clark
199,Waste Management,"$20,426",3.70%,"$2,304",2.90%,"$32,823","$85,600.6",5,"48,000",5,View More details about Waste Management
200,Cheniere Energy,"$20,394",-39%,"$9,881",591.90%,"$43,076","$37,851.2",-78,"1,605",-78,View More details about Cheniere Energy
201,Ross Stores,"$20,376.9",9%,"$1,874.5",24%,"$14,300.1","$49,409.1",22,"108,000",22,View More details about Ross Stores
202,WestRock,"$20,310",-4.50%,"$-1,649",-274.60%,"$27,443.7","$12,707",-19,"56,100",-19,View More details about WestRock
203,General Mills,"$20,094.2",5.80%,"$2,593.9",-4.20%,"$31,451.7","$39,501.5",16,"34,000",16,View More details about General Mills
204,Goodyear Tire & Rubber,"$20,066",-3.60%,$-689,-441.10%,"$21,582","$3,901.3",-13,"71,000",-13,View More details about Goodyear Tire & Rubber
205,BJ's Wholesale Club,"$19,968.7",3.40%,$523.7,2.10%,"$6,677.6","$10,058.5",5,"34,000",5,View More details about BJ's Wholesale Club
206,GE HealthCare Technologies,"$19,552",,"$1,568",,"$32,454","$41,396.5",-,"51,000",-,View More details about GE HealthCare Technologies
207,Colgate-Palmolive,"$19,457",8.30%,"$2,300",28.90%,"$16,393","$74,019.9",21,"34,000",21,View More details about Colgate-Palmolive
208,Whirlpool,"$19,455",-1.40%,$481,,"$17,312","$6,515.3",-5,"59,000",-5,View More details about Whirlpool
209,L3Harris Technologies,"$19,419",13.80%,"$1,227",15.50%,"$41,687","$40,508.1",37,"50,000",37,View More details about L3Harris Technologies
210,Adobe,"$19,409",10.20%,"$5,428",14.10%,"$29,779","$226,060.8",23,"29,945",23,View More details about Adobe
