rank,company,revenues,revenue_percent_change,profits,profits_percent_change,assets,market_value,change_in_rank_1000,employees,change_in_rank_500,link
210,BJ's Wholesale Club,"$19,315.2",15.90%,$513.2,20.30%,"$6,350","$10,186",11,"34,000",11,View More details about BJ's Wholesale Club
211,Moderna,"$19,263",4.30%,"$8,362",-31.50%,"$25,858","$59,232.4",-16,"3,900",-16,View More details about Moderna
212,DTE Energy,"$19,228",25.10%,"$1,083",19.40%,"$42,683","$22,577.1",27,"10,250",27,View More details about DTE Energy
213,Land O'Lakes,"$19,225.7",20.80%,$241.2,-16.10%,"$9,769.6",-,19,"9,000",19,View More details about Land O'Lakes
214,Kinder Morgan,"$19,200",15.60%,"$2,548",42.80%,"$70,078","$39,362.9",9,"10,525",9,View More details about Kinder Morgan
215,Tenet Healthcare,"$19,174",-1.60%,$411,-55%,"$27,156","$6,077.1",-34,"89,088",-34,View More details about Tenet Healthcare
216,Devon Energy,"$19,169",57%,"$6,015",113.80%,"$23,721","$33,098.9",93,"1,800",93,View More details about Devon Energy
217,Mosaic,"$19,125.2",54.80%,"$3,582.8",119.70%,"$23,386","$15,438",88,"13,570",88,View More details about Mosaic
218,Exelon,"$19,078",-47.50%,"$2,170",27.20%,"$95,349","$41,651.2",-119,"19,063",-119,View More details about Exelon
219,General Mills,"$18,992.8",4.80%,"$2,707.3",15.70%,"$31,090.1","$50,195.3",-18,"32,500",-18,View More details about General Mills
220,Global Partners,"$18,877.9",42.50%,$362.2,495.80%,"$3,160.9","$1,054.5",60,"3,585",60,View More details about Global Partners
221,Western Digital,"$18,793",11.10%,"$1,500",82.70%,"$26,259","$12,028.9",-4,"65,000",-4,View More details about Western Digital
222,Lincoln National,"$18,766",-5.50%,"$-2,241",-218.80%,"$335,108","$3,802.4",-35,"11,316",-35,View More details about Lincoln National
223,Ross Stores,"$18,695.8",-1.20%,"$1,512",-12.20%,"$13,416.5","$36,301.6",-34,"101,000",-34,View More details about Ross Stores
224,Stryker,"$18,449",7.80%,"$2,358",18.30%,"$36,884","$108,228",-10,"51,000",-10,View More details about Stryker
225,Kyndryl Holdings,"$18,317",-,"$-2,054",-,"$13,442","$3,358",-,"90,000",-,View More details about Kyndryl Holdings
226,Kohl's,"$18,098",-6.90%,$-19,-102%,"$14,345","$2,606.9",-43,"66,500",-43,View More details about Kohl's
227,Stanley Black & Decker,"$18,003.7",4.40%,"$1,062.5",-37.10%,"$24,963.3","$12,333.2",-15,"54,200",-15,View More details about Stanley Black & Decker
228,Colgate-Palmolive,"$17,967",3.10%,"$1,785",-17.60%,"$15,731","$62,535.1",-17,"33,800",-17,View More details about Colgate-Palmolive
229,BlackRock,"$17,873",-7.70%,"$5,178",-12.30%,"$117,628","$100,526.2",-45,"19,800",-45,View More details about BlackRock
230,Estée Lauder,"$17,737",9.40%,"$2,390",-16.70%,"$20,910","$88,040.5",-2,"53,865",-2,View More details about Estée Lauder
230,Fiserv,"$17,737",9.30%,"$2,530",89.70%,"$83,869","$70,997.1",-3,"41,000",-3,View More details about Fiserv
232,PPG Industries,"$17,652",5.10%,"$1,026",-28.70%,"$20,744","$31,439.1",-14,"52,000",-14,View More details about PPG Industries
233,Adobe,"$17,606",11.50%,"$4,756",-1.40%,"$27,165","$176,769.2",2,"29,239",2,View More details about Adobe
234,Block,"$17,531.6",-0.70%,$-540.7,-425.20%,"$31,364.3","$41,329.1",-26,"12,428",-26,View More details about Block
235,Synchrony,"$17,526",11.30%,"$3,016",-28.50%,"$104,564","$12,709",1,"18,500",1,View More details about Synchrony
236,Principal Financial,"$17,491.6",22.60%,"$4,811.6",181.30%,"$292,239.6","$18,067.5",20,"19,300",20,View More details about Principal Financial
237,Lumen Technologies,"$17,478",-11.20%,"$-1,548",-176.10%,"$45,581","$2,653.5",-58,"29,000",-58,View More details about Lumen Technologies
238,Corteva,"$17,455",11.50%,"$1,147",-34.80%,"$42,618","$42,977.2",-1,"21,000",-1,View More details about Corteva
239,Andersons,"$17,350.5",36.30%,$131.1,26.10%,"$4,608","$1,395.6",56,"2,244",56,View More details about Andersons
240,Lam Research,"$17,227",17.80%,"$4,605.3",17.80%,"$17,195.6","$71,532.4",10,"17,700",10,View More details about Lam Research
241,Edison International,"$17,220",15.50%,$612,-19.40%,"$78,041","$27,009.7",2,"13,110",2,View More details about Edison International
242,Dominion Energy,"$17,174",20.80%,$994,-69.80%,"$104,243","$46,698.9",15,"17,200",15,View More details about Dominion Energy
243,Booking Holdings,"$17,090",56%,"$3,058",162.50%,"$25,361","$99,858.9",97,"21,492",97,View More details about Booking Holdings
244,Quanta Services,"$17,073.9",31.50%,$491.2,1.10%,"$13,464.3","$23,996.2",41,"47,300",41,View More details about Quanta Services
245,Expeditors Intl. of Washington,"$17,071.3",3.30%,"$1,357.4",-4.10%,"$5,590.4","$17,008.7",-20,"20,302",-20,View More details about Expeditors Intl. of Washington
246,L3Harris Technologies,"$17,062",-4.20%,"$1,062",-42.50%,"$33,524","$37,277.1",-40,"46,000",-40,View More details about L3Harris Technologies
247,Reliance,"$17,025",20.80%,"$1,840.1",30.20%,"$10,329.9","$15,142.4",14,"14,750",14,View More details about Reliance
248,Live Nation Entertainment,"$16,681.3",166.10%,$296,-,"$16,460.8","$16,211.4",260,"20,550",-,View More details about Live Nation Entertainment
249,DISH Network,"$16,679.4",-6.70%,"$2,303.2",-4.50%,"$52,606.6","$4,955.6",-44,"14,200",-44,View More details about DISH Network
250,DuPont,"$16,549",-3.60%,"$5,868",-9.30%,"$41,355","$32,894.9",-37,"23,000",-37,View More details about DuPont
251,Automatic Data Processing,"$16,498.3",9.90%,"$2,948.9",13.50%,"$63,068.2","$92,247.1",-9,"60,000",-9,View More details about Automatic Data Processing
252,Group 1 Automotive,"$16,412.3",18.90%,$751.5,36.10%,"$6,717.5","$3,194.2",21,"15,491",21,View More details about Group 1 Automotive
253,Aramark,"$16,326.6",35%,$194.5,-,"$15,082.4","$9,326.4",61,"273,875",61,View More details about Aramark
254,Thor Industries,"$16,312.5",32.40%,"$1,137.8",72.40%,"$7,408.1","$4,262.3",52,"32,000",52,View More details about Thor Industries
255,DXC Technology,"$16,265",-8.30%,$718,-,"$20,139","$5,819.6",-48,"130,000",-48,View More details about DXC Technology
256,Viatris,"$16,262.7",-9.10%,"$2,078.6",-,"$50,022.2","$11,513.4",-52,"37,000",-52,View More details about Viatris
257,Reinsurance Group of America,"$16,258",-2.40%,$623,1%,"$84,706","$8,876.4",-35,"3,800",-35,View More details about Reinsurance Group of America
258,AutoZone,"$16,252.2",11.10%,"$2,429.6",11.90%,"$15,275","$45,224.3",-9,"90,720",-9,View More details about AutoZone
259,PulteGroup,"$16,229",16.50%,"$2,617.3",34.50%,"$14,796.5","$13,072.8",8,"6,524",8,View More details about PulteGroup
260,Illinois Tool Works,"$15,932",10.20%,"$3,034",12.60%,"$15,422","$74,208.7",-8,"46,000",-8,View More details about Illinois Tool Works
261,Parker-Hannifin,"$15,861.6",10.60%,"$1,315.6",-24.70%,"$25,943.9","$43,111.5",-8,"55,090",-8,View More details about Parker-Hannifin
262,BorgWarner,"$15,801",6.50%,$944,75.80%,"$16,994","$11,481.2",-18,"52,700",-18,View More details about BorgWarner
263,Westlake,"$15,794",34.10%,"$2,247",11.50%,"$20,550","$14,812.3",57,"15,920",57,View More details about Westlake
264,Consolidated Edison,"$15,670",14.60%,"$1,660",23.30%,"$69,065","$33,967.2",12,"14,319",12,View More details about Consolidated Edison
265,Gap,"$15,616",-6.30%,$-202,-178.90%,"$11,386","$3,693",-45,"95,000",-45,View More details about Gap
266,Opendoor Technologies,"$15,567",94.10%,"$-1,353",-,"$6,608","$1,130.9",159,"2,570",159,View More details about Opendoor Technologies
267,Nordstrom,"$15,530",5%,$245,37.60%,"$8,745","$2,605.7",-22,"60,000",-22,View More details about Nordstrom
268,Asbury Automotive Group,"$15,433.8",56.90%,$997.3,87.30%,"$8,021.4","$4,556.7",92,"13,000",92,View More details about Asbury Automotive Group
269,Ball,"$15,349",11.10%,$719,-18.10%,"$19,909","$17,326.3",3,"21,000",3,View More details about Ball
270,Kellanova,"$15,315",8%,$960,-35.50%,"$18,496","$22,945.1",-12,"30,000",-12,View More details about Kellanova
271,Xcel Energy,"$15,310",14%,"$1,736",8.70%,"$61,188","$37,081.7",7,"11,982",7,View More details about Xcel Energy
272,W.W. Grainger,"$15,228",16.90%,"$1,547",48.30%,"$7,588","$34,621.5",12,"24,500",12,View More details about W.W. Grainger
273,Discover,"$15,202",15%,"$4,392",-19.40%,"$131,628","$25,635.2",8,"20,200",8,View More details about Discover
274,Baxter International,"$15,113",18.20%,"$-2,433",-289.50%,"$28,287","$20,504",18,"60,000",18,View More details about Baxter International
275,Southwestern Energy,"$15,002",125%,"$1,849",-,"$12,926","$5,506.3",211,"1,118",211,View More details about Southwestern Energy
276,DCP Midstream,"$14,993",40%,"$1,052",169.10%,"$13,334","$8,700.7",68,"1,910",68,View More details about DCP Midstream
277,Jacobs Solutions,"$14,922.8",5.90%,$644,35%,"$14,660.4","$14,890.2",-15,"58,350",-15,View More details about Jacobs Solutions
278,Labcorp Holdings,"$14,876.8",-7.70%,"$1,279.1",-46.20%,"$20,155.1","$20,303.9",-48,"75,200",-48,View More details about Labcorp Holdings
279,CSX,"$14,853",18.60%,"$4,166",10.20%,"$41,912","$61,330",19,"22,542",19,View More details about CSX
280,J.B. Hunt Transport Services,"$14,814",21.70%,$969.4,27.40%,"$7,786.6","$18,207.5",31,"37,151",31,View More details about J.B. Hunt Transport Services
281,Guardian Life Ins. Co. of America,"$14,653",-,$71,-75.40%,"$91,620",-,-34,"8,025",-34,View More details about Guardian Life Ins. Co. of America
282,Jackson Financial,"$14,551",57.40%,"$5,697",79%,"$311,058","$3,078.1",113,"3,435",113,View More details about Jackson Financial
283,Fidelity National Information (FIS),"$14,528",4.70%,"$-16,720",-4109.60%,"$63,278","$32,159.9",-15,"69,000",-15,View More details about Fidelity National Information (FIS)
284,Berry Global Group,"$14,495",4.70%,$766,4.50%,"$16,956","$7,150.5",-13,"46,000",-13,View More details about Berry Global Group
285,Sempra,"$14,439",12.30%,"$2,138",62.30%,"$78,574","$47,562.5",3,"15,785",3,View More details about Sempra
286,IQVIA Holdings,"$14,410",3.90%,"$1,091",12.90%,"$25,337","$37,021.6",-17,"86,000",-17,View More details about IQVIA Holdings
287,O'Reilly Automotive,"$14,409.9",8.10%,"$2,172.7",0.40%,"$12,628","$52,269.3",-8,"79,679",-8,View More details about O'Reilly Automotive
288,Leidos Holdings,"$14,396",4.80%,$685,-9%,"$13,071","$12,630",-14,"45,000",-14,View More details about Leidos Holdings
289,Ameriprise Financial,"$14,347",6.70%,"$2,559",-7.30%,"$158,468","$32,227.8",-12,"13,500",-12,View More details about Ameriprise Financial
290,Omnicom Group,"$14,289.1",-,"$1,316.5",-6.50%,"$27,002.5","$19,000.9",-35,"74,200",-35,View More details about Omnicom Group
291,Tractor Supply,"$14,204.7",11.60%,"$1,088.7",9.20%,"$8,490","$25,829.8",3,"36,500",3,View More details about Tractor Supply
292,Corning,"$14,189",0.80%,"$1,316",-31%,"$29,499","$29,890.3",-29,"57,500",-29,View More details about Corning
293,Ecolab,"$14,187.8",11.40%,"$1,091.7",-3.40%,"$21,464.3","$47,121.3",-,"47,000",-,View More details about Ecolab
294,Icahn Enterprises,"$14,101",24.50%,$-183,-,"$27,914","$18,283.2",34,"20,041",34,View More details about Icahn Enterprises
295,Farmers Insurance Exchange,"$14,092.3",0.30%,$-314.2,-,"$22,979.2",-,-31,"11,344",-31,View More details about Farmers Insurance Exchange
296,Keurig Dr Pepper,"$14,057",10.80%,"$1,436",-33.10%,"$51,837","$49,619.5",-,"28,000",-,View More details about Keurig Dr Pepper
297,Loews,"$14,044",-4.20%,"$1,012",-35.90%,"$75,494","$13,395.4",-51,"12,050",-51,View More details about Loews
298,Equitable Holdings,"$14,017",27%,"$1,785",-,"$253,468","$9,186.3",38,"10,250",38,View More details about Equitable Holdings
299,Sonic Automotive,"$14,001.1",12.90%,$88.5,-74.60%,"$4,978.3","$1,929.5",1,"10,300",1,View More details about Sonic Automotive
300,Fox,"$13,974",8.30%,"$1,205",-44%,"$22,185","$17,550.7",-13,"10,600",-13,View More details about Fox
301,American Family Insurance Group,"$13,813.8",-5.50%,"$-1,904.4",-359.30%,"$36,087.7",-,-50,"12,990",-50,View More details about American Family Insurance Group
302,Entergy,"$13,764.2",17.20%,"$1,103.2",-1.40%,"$58,595.2","$22,850.7",19,"11,707",19,View More details about Entergy
303,Fluor,"$13,744",-2.90%,$145,-,"$6,827","$4,392.3",-44,"39,576",-44,View More details about Fluor
304,Vistra,"$13,728",13.70%,"$-1,227",-,"$32,787","$9,154.9",11,"4,910",11,View More details about Vistra
305,State Street,"$13,692",13.80%,"$2,774",3%,"$301,450","$26,073.6",11,"42,226",11,View More details about State Street
306,Otis Worldwide,"$13,685",-4.30%,"$1,253",0.60%,"$9,819","$35,015",-52,"69,000",-52,View More details about Otis Worldwide
307,Peter Kiewit Sons',"$13,663",12.50%,$710,-5.70%,"$7,220",-,6,"25,700",6,View More details about Peter Kiewit Sons'
308,Carvana,"$13,604",6.20%,"$-1,587",-,"$8,698","$1,760.8",-18,"16,600",-18,View More details about Carvana
309,Republic Services,"$13,511.3",19.60%,"$1,487.6",15.30%,"$29,052.9","$42,762.5",20,"40,000",20,View More details about Republic Services
310,AECOM,"$13,495.6",-4.40%,$310.6,79.40%,"$11,139.3","$11,716.3",-50,"50,000",-50,View More details about AECOM
311,Universal Health Services,"$13,399.4",6%,$675.6,-31.90%,"$13,494.2","$8,982.2",-14,"82,500",-14,View More details about Universal Health Services
312,Pacific Life,"$13,360",-4.10%,$763,-30.80%,"$199,324",-,-46,"3,950",-46,View More details about Pacific Life
313,VMware,"$13,350",3.90%,"$1,314",-27.80%,"$31,237","$53,496.1",-,"38,300",-,View More details about VMware
314,Western & Southern Financial Group,"$13,156.1",39.30%,$309.2,-14.40%,"$69,147.2",-,58,"2,594",58,View More details about Western & Southern Financial Group
315,MGM Resorts International,"$13,127.5",35.60%,"$1,473.1",17.40%,"$45,692.2","$16,563.9",49,"66,000",49,View More details about MGM Resorts International
316,Casey's General Stores,"$12,952.6",48.80%,$339.8,8.60%,"$5,505.7","$8,065.8",129,"31,466",129,View More details about Casey's General Stores
317,Crown Holdings,"$12,943",-0.30%,$727,-,"$14,301","$9,934.1",-31,"26,000",-31,View More details about Crown Holdings
318,Textron,"$12,869",3.90%,$861,15.40%,"$16,293","$14,384.5",-16,"34,000",-16,View More details about Textron
319,LKQ,"$12,794",-2.30%,"$1,149",5.30%,"$12,038","$15,171.4",-36,"45,000",-36,View More details about LKQ
320,Norfolk Southern,"$12,745",14.40%,"$3,270",8.80%,"$38,885","$48,257.2",12,"19,300",12,View More details about Norfolk Southern
321,Intuit,"$12,726",32.10%,"$2,066",0.20%,"$27,734","$125,076",45,"21,850",45,View More details about Intuit
322,Air Products & Chemicals,"$12,698.6",23%,"$2,256.1",7.50%,"$27,192.6","$63,784.4",28,"20,805",28,View More details about Air Products & Chemicals
323,Boston Scientific,"$12,682",6.70%,$698,-32.90%,"$32,469","$71,909.5",-4,"45,000",-4,View More details about Boston Scientific
324,AGCO,"$12,651.4",13.60%,$889.6,-0.80%,"$10,103.7","$10,119.2",10,"25,600",10,View More details about AGCO
325,Henry Schein,"$12,647",2%,$538,-14.80%,"$8,607","$10,704.9",-26,"22,000",-26,View More details about Henry Schein
326,Amphenol,"$12,623",16.10%,"$1,902.3",19.60%,"$15,326.2","$48,591.1",15,"91,000",15,View More details about Amphenol
327,AES,"$12,617",13.20%,$-546,-,"$38,363","$16,110.3",6,"9,100",6,View More details about AES
328,Mutual of Omaha,"$12,530.6",8.10%,$-177.2,-200.20%,"$45,139.6",-,-4,"6,350",-4,View More details about Mutual of Omaha
329,Ovintiv,"$12,464",44%,"$3,637",156.90%,"$15,056","$8,771.9",71,"1,744",71,View More details about Ovintiv
330,Hormel Foods,"$12,458.8",9.40%,"$1,000",10%,"$13,306.9","$21,795.7",-3,"20,000",-3,View More details about Hormel Foods
331,Alcoa,"$12,451",2.50%,$-123,-128.70%,"$14,756","$7,590.8",-19,"13,100",-19,View More details about Alcoa
332,International Flavors & Fragrances,"$12,440",6.70%,"$-1,871",-793%,"$35,407","$23,456",-10,"24,600",-10,View More details about International Flavors & Fragrances
333,Jones Financial (Edward Jones),"$12,411",0.30%,"$1,404",-12.50%,"$29,892",-,-30,"52,000",-30,View More details about Jones Financial (Edward Jones)
334,Dick's Sporting Goods,"$12,368.2",0.60%,"$1,043.1",-31.40%,"$8,992.2","$12,148.4",-27,"35,800",-27,View More details about Dick's Sporting Goods
335,Eversource Energy,"$12,289.3",24.60%,"$1,404.9",15.10%,"$53,230.9","$27,287.2",23,"9,626",23,View More details about Eversource Energy
336,Wayfair,"$12,218",-10.90%,"$-1,331",-,"$3,580","$3,795.8",-61,"15,745",-61,View More details about Wayfair
337,Community Health Systems,"$12,211",-1.30%,$46,-80%,"$14,669",$670.1,-33,"58,500",-33,View More details about Community Health Systems
338,Ally Financial,"$12,199",14.10%,"$1,714",-44%,"$191,826","$7,667.7",7,"11,600",7,View More details about Ally Financial
339,Regeneron Pharmaceuticals,"$12,172.9",-24.30%,"$4,338.4",-46.30%,"$29,214.5","$89,829.5",-108,"11,851",-108,View More details about Regeneron Pharmaceuticals
340,Liberty Media,"$12,164",6.70%,"$1,815",356%,"$42,464","$9,129.7",-14,"7,283",-14,View More details about Liberty Media
341,APA,"$12,132",53%,"$3,674",277.60%,"$13,147","$11,213",90,"2,273",90,View More details about APA
342,QVC Group,"$12,106",-13.80%,"$-2,594",-862.90%,"$12,571",$406,-77,"24,683",-77,View More details about QVC Group
343,FirstEnergy,"$12,053",12%,$406,-68.40%,"$46,108","$22,924.1",-,"12,335",-,View More details about FirstEnergy
344,Analog Devices,"$12,014",64.20%,"$2,748.6",97.70%,"$50,302.4","$99,764.2",119,"24,450",119,View More details about Analog Devices
345,Ryder System,"$12,011",24.30%,$867,67%,"$14,395","$4,147.3",20,"48,300",20,View More details about Ryder System
346,Avis Budget Group,"$11,994",28.80%,"$2,764",115.10%,"$25,927","$7,688.9",32,"21,500",32,View More details about Avis Budget Group
347,Unum Group,"$11,991",-0.20%,"$1,314.2",59.50%,"$61,434.9","$7,805",-30,"10,801",-30,View More details about Unum Group
348,Newmont,"$11,915",-2.50%,$-429,-136.80%,"$38,482","$38,946.8",-40,"14,600",-40,View More details about Newmont
349,VF,"$11,841.8",28.20%,"$1,386.9",240%,"$13,342.2","$8,904.1",31,"27,650",31,View More details about VF
350,Expand Energy,"$11,743",102.20%,"$4,936",-,"$15,468","$10,244.1",185,"1,200",-,View More details about Expand Energy
351,Mohawk Industries,"$11,737.1",4.80%,$25.2,-97.60%,"$14,120.4","$6,368",-21,"40,900",-21,View More details about Mohawk Industries
352,Markel Group,"$11,675.3",-9.10%,$-214.1,-108.80%,"$49,791.3","$17,094.4",-63,"20,900",-63,View More details about Markel Group
353,Expedia Group,"$11,667",35.70%,$352,2833.30%,"$21,561","$14,879.4",51,"16,500",51,View More details about Expedia Group
354,Caesars Entertainment,"$11,647",4.80%,$-899,-,"$33,527","$10,503",-19,"49,000",-19,View More details about Caesars Entertainment
355,United Rentals,"$11,642",19.80%,"$2,105",51.90%,"$24,183","$27,459.8",8,"24,600",8,View More details about United Rentals
356,Apollo Global Management,"$11,627",27.40%,"$-3,213",-274.80%,"$259,333","$36,042.4",30,"4,258",30,View More details about Apollo Global Management
357,DaVita,"$11,609.9",-0.10%,$560.4,-42.70%,"$16,928.3","$7,332.3",-34,"70,000",-34,View More details about DaVita
358,Hess,"$11,570",52.60%,"$2,096",275%,"$21,695","$40,519.9",89,"1,623",89,View More details about Hess
359,Fidelity National Financial,"$11,556",-26.10%,"$1,136",-53.10%,"$65,589","$9,508.2",-121,"21,759",-121,View More details about Fidelity National Financial
360,Conagra Brands,"$11,535.9",3.10%,$888.2,-31.60%,"$22,435.1","$17,901.9",-29,"18,000",-29,View More details about Conagra Brands
361,Univar Solutions,"$11,475.3",20.30%,$545.3,18.40%,"$7,145.7","$5,520.5",8,"9,746",8,View More details about Univar Solutions
362,Auto-Owners Insurance,"$11,407.2",3.90%,$-54.5,-104.10%,"$33,219.4",-,-23,"6,733",-23,View More details about Auto-Owners Insurance
363,Raymond James Financial,"$11,308",14.10%,"$1,509",7.60%,"$80,951","$20,085.8",-7,"17,000",-7,View More details about Raymond James Financial
364,Seaboard,"$11,243",21.80%,$580,1.80%,"$7,902","$4,376.1",18,"12,614",18,View More details about Seaboard
365,CF Industries Holdings,"$11,185.5",71.10%,"$3,345.8",264.80%,"$13,312.5","$14,206.2",127,"2,659",127,View More details about CF Industries Holdings
366,S&P Global,"$11,181",34.80%,"$3,248",7.40%,"$61,784","$113,066.4",51,"39,950",51,View More details about S&P Global
367,W.R. Berkley,"$11,166.5",18.10%,"$1,381.1",35.10%,"$33,861.1","$16,402.2",4,"8,186",4,View More details about W.R. Berkley
368,Advance Auto Parts,"$11,154.7",1.40%,$501.9,-18.50%,"$12,018.5","$7,208.3",-31,"53,500",-31,View More details about Advance Auto Parts
369,EMCOR Group,"$11,076.1",11.80%,$406.1,5.90%,"$5,524.6","$7,753.6",-12,"35,500",-12,View More details about EMCOR Group
370,Williams,"$10,965",3.20%,"$2,049",35.10%,"$48,433","$36,393.7",-23,"5,043",-23,View More details about Williams
371,Interpublic Group,"$10,927.8",6.70%,$938,-1.60%,"$18,845","$14,341.4",-18,"58,400",-18,View More details about Interpublic Group
372,TravelCenters of America,"$10,845",47.80%,$164.1,180.30%,"$3,652.9","$1,306.3",89,"17,195",89,View More details about TravelCenters of America
373,American Tower,"$10,711.1",14.50%,"$1,765.8",-31.20%,"$67,194.5","$95,150.1",2,"6,391",2,View More details about American Tower
374,Molson Coors Beverage,"$10,701",4.10%,$-175.3,-117.40%,"$25,868.3","$11,359.8",-22,"16,600",-22,View More details about Molson Coors Beverage
375,Huntington Ingalls Industries,"$10,676",12.10%,$579,6.40%,"$10,857","$8,265.4",-5,"43,000",-5,View More details about Huntington Ingalls Industries
376,NVR,"$10,580.3",18%,"$1,725.6",39.50%,"$5,661","$18,095.8",13,"6,550",13,View More details about NVR
377,Eastman Chemical,"$10,580",1%,$793,-7.50%,"$14,667","$10,048.1",-28,"14,500",-28,View More details about Eastman Chemical
378,Graybar Electric,"$10,534.4",20.20%,$452.9,72.60%,"$3,749.1",-,21,"9,400",21,View More details about Graybar Electric
379,Insight Enterprises,"$10,431.2",10.50%,$280.6,27.90%,"$5,112.6","$4,833.1",-6,"13,448",-6,View More details about Insight Enterprises
380,Hershey,"$10,419.3",16.10%,"$1,644.8",11.30%,"$10,948.8","$51,908.8",8,"18,970",8,View More details about Hershey
381,News Corp.,"$10,385",11%,$623,88.80%,"$17,221","$9,971.6",-7,"25,500",-7,View More details about News Corp.
382,Toll Brothers,"$10,275.6",16.90%,"$1,286.5",54.30%,"$12,288.7","$6,647.3",15,"5,200",15,View More details about Toll Brothers
383,Ulta Beauty,"$10,208.6",18.30%,"$1,242.4",26%,"$5,370.4","$27,390",19,"35,750",19,View More details about Ulta Beauty
384,Assurant,"$10,193",-10.70%,$276.6,-79.70%,"$33,123.8","$6,354.2",-59,"13,700",-59,View More details about Assurant
385,Weyerhaeuser,"$10,184",-0.20%,"$1,880",-27.90%,"$17,340","$22,082",-31,"9,264",-31,View More details about Weyerhaeuser
386,Biogen,"$10,173.4",-7.40%,"$3,046.9",95.80%,"$24,554.1","$40,171.3",-48,"8,725",-48,View More details about Biogen
387,Dana,"$10,156",13.50%,$-242,-222.80%,"$7,449","$2,172.2",4,"41,800",4,View More details about Dana
388,UGI,"$10,106",35.70%,"$1,073",-26.90%,"$17,575","$7,284.2",67,"10,000",67,View More details about UGI
389,Chewy,"$10,098.9",13.60%,$49.2,-,"$2,515.1","$15,959.2",5,"19,400",5,View More details about Chewy
390,Accendra Health,"$9,955.5",1.70%,$22.4,-89.90%,"$5,386.3","$1,108.6",-29,"22,500",-29,View More details about Accendra Health
391,Quest Diagnostics,"$9,883",-8.40%,$946,-52.60%,"$12,837","$15,750",-49,"44,500",-49,View More details about Quest Diagnostics
392,Public Service Enterprise Group,"$9,800",0.80%,"$1,031",-,"$48,718","$31,148.2",-30,"12,525",-30,View More details about Public Service Enterprise Group
393,Ebay,"$9,795",-21%,"$-1,269",-109.30%,"$20,850","$23,821.4",-92,"11,600",-92,View More details about Ebay
394,MasTec,"$9,778",23%,$33.4,-89.90%,"$9,293.3","$7,441",35,"32,000",35,View More details about MasTec
395,Owens Corning,"$9,761",14.90%,"$1,241",24.70%,"$10,752","$8,696.5",13,"19,000",13,View More details about Owens Corning
396,Celanese,"$9,673",13.30%,"$1,894",0.20%,"$26,272","$12,067.7",10,"13,263",10,View More details about Celanese
397,Optimum Communications,"$9,647.7",-4.40%,$194.6,-80.40%,"$33,665","$1,559.8",-42,"11,000",-42,View More details about Optimum Communications
398,Alaska Air Group,"$9,646",56.20%,$58,-87.90%,"$14,186","$5,348.4",116,"24,196",-,View More details about Alaska Air Group
399,SpartanNash,"$9,643.1",8%,$34.5,-53.20%,"$2,306.6",$869.5,-7,"14,000",-7,View More details about SpartanNash
400,Diamondback Energy,"$9,643",41.90%,"$4,386",101%,"$26,209","$24,815.9",79,972,79,View More details about Diamondback Energy
401,Intercontinental Exchange,"$9,636",5.10%,"$1,446",-64.40%,"$194,338","$58,371.6",-17,"8,911",-17,View More details about Intercontinental Exchange
402,Darden Restaurants,"$9,630",33.80%,$952.8,51.40%,"$10,135.8","$18,883.8",63,"178,956",63,View More details about Darden Restaurants
403,UFP Industries,"$9,626.7",11.50%,$692.7,29.30%,"$3,672.1","$4,964.3",-2,"15,500",-2,View More details about UFP Industries
404,WEC Energy Group,"$9,597.4",15.40%,"$1,408.1",8.30%,"$41,872.1","$29,900",12,"7,022",12,View More details about WEC Energy Group
405,Yum China Holdings,"$9,569",-2.90%,$442,-55.40%,"$11,826","$26,517.2",-46,"275,500",-46,View More details about Yum China Holdings
406,EnLink Midstream,"$9,542.1",42.70%,$361.3,1512.90%,"$8,651","$5,101.7",79,"1,132",79,View More details about EnLink Midstream
407,Continental Resources,"$9,473.7",65.60%,"$4,024.6",142.30%,"$20,878.4",-,137,"1,404",-,View More details about Continental Resources
408,Newell Brands,"$9,459",-10.70%,$197,-65.60%,"$13,262","$5,145.2",-60,"28,000",-60,View More details about Newell Brands
409,Graphic Packaging Holding,"$9,440",31.90%,$522,155.90%,"$10,328","$7,828.5",57,"24,000",57,View More details about Graphic Packaging Holding
410,Olin,"$9,376.2",5.20%,"$1,326.9",2.30%,"$8,044.2","$7,263.2",-17,"7,780",-17,View More details about Olin
411,Fifth Third Bancorp,"$9,353",12.30%,"$2,446",-11.70%,"$207,452","$18,143.3",4,"19,319",4,View More details about Fifth Third Bancorp
412,Thrivent Financial,"$9,346.8",-9.40%,"$1,085.4",-57.10%,"$110,100.4",-,-61,"3,692",-61,View More details about Thrivent Financial
413,CenterPoint Energy,"$9,321",11.60%,"$1,057",-28.90%,"$38,546","$18,589.3",1,"8,986",1,View More details about CenterPoint Energy
414,Erie Insurance Group,"$9,295.5",-3.40%,$-577.3,-151.10%,"$26,597.6",-,-46,"5,997",-46,View More details about Erie Insurance Group
415,Vistance Networks,"$9,228.1",7.50%,"$-1,286.9",-,"$11,685.4","$1,336.1",-10,"30,000",-10,View More details about Vistance Networks
416,KLA,"$9,211.9",33.10%,"$3,321.8",59.80%,"$12,597.1","$55,277",58,"14,140",58,View More details about KLA
417,JetBlue Airways,"$9,158",51.70%,$-362,-,"$13,045","$2,382.5",106,"18,785",-,View More details about JetBlue Airways
