rank,company,revenues,revenue_percent_change,profits,profits_percent_change,assets,market_value,change_in_rank_1000,employees,change_in_rank_500,link
423,Graybar Electric,"$7,202.5",8.60%,$143.3,100.10%,"$2,491.2",-,3,"8,700",3,View More details about Graybar Electric
424,NVR,"$7,189.7",13.70%,$797.2,48.30%,"$3,165.9","$10,036.5",20,"5,600",20,View More details about NVR
425,Avery Dennison,"$7,159",8.20%,$467.4,65.90%,"$5,177.5","$9,488.9",2,"30,000",2,View More details about Avery Dennison
426,Celanese,"$7,155",16.50%,"$1,207",43.20%,"$9,313","$12,606.6",29,"7,684",29,View More details about Celanese
427,American Financial Group,"$7,150",4.20%,$530,11.60%,"$63,456","$8,592.7",-14,"7,600",-14,View More details about American Financial Group
428,Toll Brothers,"$7,143.3",22.80%,$748.2,39.70%,"$10,244.6","$5,283",52,"4,900",52,View More details about Toll Brothers
429,Sanmina,"$7,110.1",3.50%,$-95.5,-168.80%,"$4,085.1","$1,974.2",-18,"41,200",-18,View More details about Sanmina
430,Insight Enterprises,"$7,080.1",5.60%,$163.7,80.50%,"$2,775.9","$1,954.8",-13,"7,420",-13,View More details about Insight Enterprises
431,Owens Corning,"$7,057",10.50%,$545,88.60%,"$9,771","$5,163.4",11,"20,000",11,View More details about Owens Corning
432,Packaging Corp. of America,"$7,014.6",8.80%,$738,10.40%,"$6,569.7","$9,391",4,"15,000",4,View More details about Packaging Corp. of America
433,TravelCenters of America,"$6,973.6",15.20%,$-120.6,-1401.60%,"$1,442.1",$166,32,"18,277",32,View More details about TravelCenters of America
434,Olin,"$6,946.1",10.80%,$327.9,-40.30%,"$8,997.4","$3,815.5",14,"6,500",14,View More details about Olin
435,Arthur J. Gallagher,"$6,934",12.60%,$633.5,36.80%,"$16,334","$14,466.1",19,"30,362",19,View More details about Arthur J. Gallagher
436,MasTec,"$6,909.4",4.60%,$259.7,-25.20%,"$4,440","$3,656.9",-8,"19,000",-8,View More details about MasTec
437,Alleghany,"$6,887.2",7.20%,$39.5,-56.10%,"$25,344.9","$8,854.7",-,"9,300",-,View More details about Alleghany
438,O-I Glass,"$6,877",0.10%,$257,42.80%,"$9,699","$2,915.8",-28,"26,500",-28,View More details about O-I Glass
439,Asbury Automotive Group,"$6,874.4",6.50%,$168,20.80%,"$2,695.4","$1,352.5",-5,"8,200",-5,View More details about Asbury Automotive Group
440,CMS Energy,"$6,873",4.40%,$657,42.80%,"$24,529","$15,760",-11,"8,291",-11,View More details about CMS Energy
441,Markel Group,"$6,841.3",12.90%,$-128.2,-132.40%,"$33,306.3","$13,813.2",23,"17,400",23,View More details about Markel Group
442,Blackstone,"$6,833.3",-4%,"$1,541.8",4.80%,"$28,924.7","$23,030.9",-44,"2,615",-44,View More details about Blackstone
443,AK Steel Holding,"$6,818.2",12.10%,$186,2900%,"$4,515.7",$869.8,18,"9,500",18,View More details about AK Steel Holding
444,Hanesbrands,"$6,804",5%,$553.1,793.60%,"$7,256","$6,463.1",-11,"68,000",-11,View More details about Hanesbrands
445,R.R. Donnelley & Sons,"$6,800.2",-2%,$-11,-,"$3,640.8",$332.5,-39,"39,500",-39,View More details about R.R. Donnelley & Sons
446,Wayfair,"$6,779.2",43.60%,$-504.1,-,"$1,890.9","$13,524.3",99,"12,124",-,View More details about Wayfair
447,Regions Financial,"$6,762",11%,"$1,759",39.30%,"$125,688","$14,401",13,"19,969",13,View More details about Regions Financial
448,Wynn Resorts,"$6,717.7",6.50%,$572.4,-23.40%,"$13,216.3","$12,843.5",-1,"26,000",-1,View More details about Wynn Resorts
449,Ulta Beauty,"$6,716.6",14.10%,$658.6,18.60%,"$3,191.2","$20,683.9",22,"30,000",22,View More details about Ulta Beauty
450,Regeneron Pharmaceuticals,"$6,710.8",14.30%,"$2,444.4",104%,"$11,734.5","$44,871.4",23,"7,400",23,View More details about Regeneron Pharmaceuticals
451,Burlington Stores,"$6,668.5",9.10%,$414.7,7.80%,"$3,079.2","$10,509.6",8,"44,000",8,View More details about Burlington Stores
452,Rockwell Automation,"$6,666",5.60%,$535.5,-35.10%,"$6,262","$20,975.2",-7,"23,000",-7,View More details about Rockwell Automation
453,Northern Trust,"$6,658.9",16.50%,"$1,556.4",29.80%,"$132,212.5","$19,754.4",33,"18,800",33,View More details about Northern Trust
454,Chemours,"$6,638",7.40%,$995,33.40%,"$7,362","$6,179.1",-3,"7,000",-3,View More details about Chemours
455,Seaboard,"$6,583",13.30%,$-17,-106.90%,"$5,307","$5,001.5",26,"12,600",26,View More details about Seaboard
456,Marathon Oil,"$6,582",27.70%,"$1,096",-,"$21,321","$13,677.2",62,"2,400",-,View More details about Marathon Oil
457,Mahwah Bergen Retail Group,"$6,578.3",-1.10%,$-39.7,-,"$3,570.5",$213.4,-34,"39,500",-34,View More details about Mahwah Bergen Retail Group
458,Dillard's,"$6,503.3",1.30%,$170.3,-23.10%,"$3,431.4","$1,897.6",-19,"31,005",-19,View More details about Dillard's
459,Cintas,"$6,487.4",19.50%,$842.6,75.30%,"$6,958.2","$21,207.8",41,"41,000",41,View More details about Cintas
460,Advanced Micro Devices,"$6,475",21.50%,$337,683.70%,"$4,556","$27,601.5",46,"10,100",-,View More details about Advanced Micro Devices
461,Hess,"$6,466",19.60%,$-282,-,"$21,433","$18,251.8",40,"1,708",-,View More details about Hess
462,M&T Bank,"$6,454.7",7.20%,"$1,918.1",36.20%,"$120,097.4","$21,741.2",5,"16,840",5,View More details about M&T Bank
463,ABM Industries,"$6,442.2",18.10%,$97.8,2473.70%,"$3,627.5","$2,407.8",35,"140,000",35,View More details about ABM Industries
464,QXO Building Products,"$6,418.3",46.60%,$98.6,-2.20%,"$6,508.7","$2,201",105,"8,356",-,View More details about QXO Building Products
465,NCR Voyix,"$6,405",-1.70%,$-88,-137.90%,"$7,761","$3,245.9",-33,"34,000",-33,View More details about NCR Voyix
466,iHeartMedia,"$6,325.8",2.60%,$-201.9,-,"$12,269.5",$97.4,-14,"18,300",-14,View More details about iHeartMedia
467,Franklin Resources,"$6,319.1",-1.10%,$764.4,-54.90%,"$14,383.5","$16,885.2",-26,"9,691",-26,View More details about Franklin Resources
468,Ameren,"$6,291",1.80%,$815,55.80%,"$27,215","$18,050.6",-15,"8,838",-15,View More details about Ameren
469,Intercontinental Exchange,"$6,276",7.60%,"$1,988",-20.90%,"$92,791","$43,074.1",8,"5,161",8,View More details about Intercontinental Exchange
470,S&P Global,"$6,258",3.20%,"$1,958",30.90%,"$9,458","$51,812.4",-7,"21,200",-7,View More details about S&P Global
471,Post Holdings,"$6,257.2",19.70%,$467.3,867.50%,"$13,057.5","$7,274.6",41,"11,550",-,View More details about Post Holdings
472,Analog Devices,"$6,200.9",21.40%,"$1,495.4",105.60%,"$20,449.8","$38,772.4",48,"15,800",-,View More details about Analog Devices
473,Ralph Lauren,"$6,182.3",-7.10%,$162.8,-,"$6,143.3","$10,195.7",-52,"18,150",-52,View More details about Ralph Lauren
474,L3Harris Technologies,"$6,182",-10.90%,$718,29.80%,"$9,839","$18,839.5",-67,"17,500",-67,View More details about L3Harris Technologies
475,Booz Allen Hamilton Holding,"$6,171.9",6.30%,$305.1,20.80%,"$3,603.4","$8,144.4",7,"24,600",7,View More details about Booz Allen Hamilton Holding
476,Polaris,"$6,166",12%,$335.3,94.40%,"$4,124.9","$5,152.9",20,"12,000",20,View More details about Polaris
477,Clorox,"$6,124",2.50%,$823,17.40%,"$5,060","$20,565.2",-9,"8,700",-9,View More details about Clorox
478,Anywhere Real Estate,"$6,079",-0.60%,$137,-68.20%,"$7,290","$1,301.9",-20,"11,400",-20,View More details about Anywhere Real Estate
479,HD Supply Holdings,"$6,047",-7.50%,$394,-59.40%,"$4,233","$7,402.1",-49,"11,500",-49,View More details about HD Supply Holdings
480,Graphic Packaging Holding,"$6,023",36.80%,$221.1,-26.30%,"$7,059.2","$3,733.3",85,"18,000",-,View More details about Graphic Packaging Holding
481,Old Republic International,"$6,021.8",-3.90%,$370.5,-33.90%,"$19,327.1","$6,334.1",-31,"9,000",-31,View More details about Old Republic International
482,Intuit,"$5,964",15.20%,"$1,211",24.70%,"$5,178","$67,724.3",34,"8,900",-,View More details about Intuit
483,NetApp,"$5,911",7.10%,$76,-85.10%,"$9,865","$17,125.2",12,"10,300",12,View More details about NetApp
484,Tapestry,"$5,880",31%,$397.5,-32.70%,"$6,678.3","$9,421.4",71,"16,900",-,View More details about Tapestry
485,ON Semiconductor,"$5,878.3",6%,$627.4,-22.60%,"$7,587.6","$8,474.8",7,"35,700",7,View More details about ON Semiconductor
486,Ingredion,"$5,841",0.20%,$443,-14.60%,"$5,728","$6,312.7",-8,"11,000",-8,View More details about Ingredion
487,Zoetis,"$5,825",9.80%,"$1,428",65.30%,"$10,777","$48,198",20,"10,000",-,View More details about Zoetis
488,Fiserv,"$5,823",2.20%,"$1,187",-4.70%,"$11,262","$34,603.1",-1,"24,000",-1,View More details about Fiserv
489,TreeHouse Foods,"$5,812.1",-7.80%,$-61.4,-,"$5,599.3","$3,614.1",-43,"12,700",-43,View More details about TreeHouse Foods
490,Robert Half,"$5,800.3",10.10%,$434.3,49.50%,"$1,903.1","$7,759.2",21,"18,900",-,View More details about Robert Half
491,First American Financial,"$5,747.8",-0.40%,$474.5,12.20%,"$10,630.6","$5,765.3",-8,"18,251",-8,View More details about First American Financial
492,Harley-Davidson,"$5,716.9",1.20%,$531.5,1.90%,"$10,665.7","$5,670.7",-4,"5,900",-4,View More details about Harley-Davidson
493,Windstream Holdings II,"$5,713.1",-2.40%,$-723,-,"$10,257.9",$12.9,-19,"11,945",-19,View More details about Windstream Holdings II
494,Yum Brands,"$5,688",-3.20%,"$1,542",15.10%,"$4,130","$30,583.2",-22,"34,000",-22,View More details about Yum Brands
495,Williams-Sonoma,"$5,671.6",7.20%,$333.7,28.60%,"$2,812.8","$4,434.8",13,"19,800",-,View More details about Williams-Sonoma
496,Simon Property Group,"$5,657.9",2.20%,"$2,440.1",25.30%,"$30,686.2","$56,301.7",-3,"4,150",-3,View More details about Simon Property Group
497,Navient,"$5,610",8.30%,$395,35.30%,"$104,176","$2,828.9",18,"6,500",-,View More details about Navient
498,Western Union,"$5,589.9",1.20%,$851.9,-,"$8,996.8","$8,050.9",-4,"12,000",-4,View More details about Western Union
499,Peabody Energy,"$5,581.8",0.10%,$646.9,-,"$7,423.7","$3,065.6",-8,"7,400",-8,View More details about Peabody Energy
500,Levi Strauss,"$5,575.4",13.70%,$283.1,0.60%,"$3,542.7","$9,207.8",30,"15,100",-,View More details about Levi Strauss
501,Avon Products,"$5,571.3",-2.50%,$-19.5,-188.60%,"$3,010","$1,300.7",-16,"23,000",-,View More details about Avon Products
