rank,company,revenues,revenue_percent_change,profits,profits_percent_change,assets,market_value,change_in_rank_1000,employees,change_in_rank_500,link
18,General Motors,"$137,237",-6.70%,"$6,732",-16%,"$228,037","$29,694.7",-5,-,-5,View More details about General Motors
19,Walgreens Boots Alliance,"$136,866",4.10%,"$3,982",-20.70%,"$67,598","$40,528.2",-2,-,-2,View More details about Walgreens Boots Alliance
20,Verizon Communications,"$131,868",0.80%,"$19,265",24.10%,"$291,727","$222,220",-1,-,-1,View More details about Verizon Communications
21,Microsoft,"$125,843",14%,"$39,240",136.80%,"$286,556","$1,199,549.7",5,-,5,View More details about Microsoft
22,Marathon Petroleum,"$124,813",28.50%,"$2,637",-5.10%,"$98,556","$15,353",9,-,9,View More details about Marathon Petroleum
23,Kroger,"$122,286",0.90%,"$1,659",-46.70%,"$45,256","$24,113.7",-3,-,-3,View More details about Kroger
24,Fannie Mae,"$120,304",0.20%,"$14,160",-11.30%,"$3,503,319","$1,841.4",-2,-,-2,View More details about Fannie Mae
25,Bank of America,"$113,589",2.70%,"$27,430",-2.50%,"$2,434,079","$185,226.9",-,-,-,View More details about Bank of America
26,Home Depot,"$110,225",1.90%,"$11,242",1.10%,"$51,236","$200,665",1,-,1,View More details about Home Depot
27,Phillips 66,"$109,559",-4.10%,"$3,076",-45%,"$58,720","$23,490",-4,-,-4,View More details about Phillips 66
28,Comcast,"$108,942",15.30%,"$13,057",11.30%,"$263,414","$156,533.3",4,-,4,View More details about Comcast
29,Elevance Health,"$104,213",13.10%,"$4,807",28.20%,"$77,453","$57,245.2",4,-,4,View More details about Elevance Health
30,Wells Fargo,"$103,915",2.80%,"$19,549",-12.70%,"$1,927,555","$117,365.7",-1,-,-1,View More details about Wells Fargo
31,Citigroup,"$103,449",6.50%,"$19,401",7.50%,"$1,951,158","$88,376.5",-1,-,-1,View More details about Citigroup
32,Valero Energy,"$102,729",-7.80%,"$2,422",-22.40%,"$53,864","$18,531.6",-8,-,-8,View More details about Valero Energy
33,GE Aerospace,"$95,214",-20.80%,"$-4,979",-,"$266,048","$69,406.1",-12,-,-12,View More details about GE Aerospace
34,Dell Technologies,"$92,154",1.70%,"$4,616",-,"$118,861","$29,246.2",-,-,-,View More details about Dell Technologies
35,Johnson & Johnson,"$82,059",0.60%,"$15,119",-1.20%,"$157,728","$345,704.9",2,-,2,View More details about Johnson & Johnson
36,State Farm Insurance,"$79,395.3",-2.90%,"$5,592.7",-36.40%,"$294,823.2",-,-,-,-,View More details about State Farm Insurance
37,Target,"$78,112",3.70%,"$3,281",11.70%,"$42,779","$46,574.4",2,-,2,View More details about Target
38,IBM,"$77,147",-3.10%,"$9,431",8.10%,"$152,186","$98,551.1",-,-,-,View More details about IBM
40,Boeing,"$76,559",-24.30%,$-636,-106.10%,"$133,625","$84,148.6",-12,-,-12,View More details about Boeing
41,Freddie Mac,"$75,125",2.10%,"$7,214",-21.90%,"$2,203,623",$908.7,-1,-,-1,View More details about Freddie Mac
42,Centene,"$74,639",24.20%,"$1,321",46.80%,"$40,994","$34,862.4",9,-,9,View More details about Centene
43,UPS,"$74,094",3.10%,"$4,440",-7.30%,"$57,857","$80,196.1",-2,-,-2,View More details about UPS
44,Lowe's,"$72,148",1.20%,"$4,281",85%,"$39,471","$64,963.3",-2,-,-2,View More details about Lowe's
45,Intel,"$71,965",1.60%,"$21,048",-,"$136,524","$231,661.9",-2,-,-2,View More details about Intel
46,Meta Platforms,"$70,697",26.60%,"$18,485",-16.40%,"$133,376","$475,455.2",11,-,11,View More details about Meta Platforms
47,FedEx,"$69,693",6.50%,$540,-88.20%,"$54,403","$31,679.1",-,-,-,View More details about FedEx
48,MetLife,"$69,620",2.50%,"$5,899",15.10%,"$740,463","$27,996.9",-4,-,-4,View More details about MetLife
49,Walt Disney,"$69,570",17.10%,"$11,054",-12.30%,"$193,984","$174,405.4",4,-,4,View More details about Walt Disney
50,Procter & Gamble,"$67,684",1.30%,"$3,897",-60%,"$115,095","$271,639.8",-5,-,-5,View More details about Procter & Gamble
51,PepsiCo,"$67,161",3.90%,"$7,314",-41.60%,"$78,547","$166,847.8",-3,-,-3,View More details about PepsiCo
52,Humana,"$64,888",14%,"$2,707",60.80%,"$29,074","$41,489.5",4,-,4,View More details about Humana
53,Prudential Financial,"$64,807",2.90%,"$4,186",2.70%,"$896,552","$20,649.7",-3,-,-3,View More details about Prudential Financial
54,Archer Daniels Midland,"$64,656",0.50%,"$1,379",-23.80%,"$43,997","$19,602.6",-5,-,-5,View More details about Archer Daniels Midland
55,Albertsons,"$60,534.5",1%,$131.1,183.20%,"$20,776.6",-,-3,-,-3,View More details about Albertsons
56,Sysco,"$60,113.9",2.40%,"$1,674.3",17%,"$17,966.5","$23,203.2",-2,-,-2,View More details about Sysco
57,Lockheed Martin,"$59,812",11.30%,"$6,230",23.50%,"$47,528","$95,539.3",3,-,3,View More details about Lockheed Martin
58,HP,"$58,756",0.50%,"$3,152",-40.80%,"$33,467","$24,820.7",-3,-,-3,View More details about HP
59,Energy Transfer,"$54,213",-0.40%,"$3,592",112%,"$98,880","$12,373.5",-,-,-,View More details about Energy Transfer
60,Goldman Sachs Group,"$53,922",2.70%,"$8,466",-19.10%,"$992,968","$55,416.7",2,-,2,View More details about Goldman Sachs Group
61,Morgan Stanley,"$53,823",7.20%,"$9,042",3.40%,"$895,429","$52,101.5",2,-,2,View More details about Morgan Stanley
62,Caterpillar,"$53,800",-1.70%,"$6,093",-0.90%,"$78,453","$63,831.6",-4,-,-4,View More details about Caterpillar
63,Cisco Systems,"$51,904",5.20%,"$11,621",10464.50%,"$97,793","$166,709",1,-,1,View More details about Cisco Systems
64,Pfizer,"$51,750",-3.50%,"$16,273",45.90%,"$167,489","$181,074.9",-3,-,-3,View More details about Pfizer
65,HCA Healthcare,"$51,336",10%,"$3,505",-7.40%,"$45,058","$30,411.4",2,-,2,View More details about HCA Healthcare
66,AIG,"$49,746",5%,"$3,348",-,"$525,064","$20,886.3",-,-,-,View More details about AIG
67,American Express,"$47,020",8.60%,"$6,759",-2.30%,"$198,321","$68,982.7",5,-,5,View More details about American Express
68,Delta Air Lines,"$47,007",5.80%,"$4,767",21.10%,"$64,532","$18,261.9",1,-,1,View More details about Delta Air Lines
69,Merck,"$46,840",10.70%,"$9,843",58.20%,"$84,397","$195,140.5",7,-,7,View More details about Merck
70,American Airlines Group,"$45,768",2.80%,"$1,686",19.40%,"$59,995","$5,193.7",-2,-,-2,View More details about American Airlines Group
71,Charter Communications,"$45,764",4.90%,"$1,668",35.60%,"$148,188","$111,924",-1,-,-1,View More details about Charter Communications
72,Allstate,"$44,675",12.20%,"$4,847",115.20%,"$119,950","$29,070.5",10,-,10,View More details about Allstate
73,New York Life Insurance,"$44,116.6",1.60%,"$1,003.8",14.10%,"$330,806.3",-,-2,-,-2,View More details about New York Life Insurance
74,Nationwide,"$43,982",1.60%,$829.7,61.90%,"$239,539.6",-,-1,-,-1,View More details about Nationwide
75,Best Buy,"$43,638",1.80%,"$1,541",5.30%,"$15,591","$14,647.4",-1,-,-1,View More details about Best Buy
76,United Airlines Holdings,"$43,259",4.70%,"$3,009",41.30%,"$52,611","$7,822.9",2,-,2,View More details about United Airlines Holdings
77,Liberty Mutual Insurance Group,"$43,228",1.30%,"$1,044",-51.70%,"$133,644",-,-2,-,-2,View More details about Liberty Mutual Insurance Group
78,Dow,"$42,951",-,"$-1,359",-,"$60,524","$21,716",-,-,-,View More details about Dow
79,Tyson Foods,"$42,405",5.90%,"$2,022",-33.10%,"$33,097","$21,124.8",1,-,1,View More details about Tyson Foods
80,TJX,"$41,717",7%,"$3,272.2",6.90%,"$24,145","$57,262",5,-,5,View More details about TJX
81,TIAA,"$40,454.4",-1.50%,"$2,460.1",57.60%,"$615,042.3",-,-2,-,-2,View More details about TIAA
82,Oracle,"$39,506",-0.80%,"$11,083",189.80%,"$108,709","$152,412.7",-1,-,-1,View More details about Oracle
83,General Dynamics,"$39,350",8.70%,"$3,484",4.20%,"$48,841","$38,398.1",9,-,9,View More details about General Dynamics
84,Deere,"$39,258",5.10%,"$3,253",37.40%,"$73,011","$43,329.7",3,-,3,View More details about Deere
85,Nike,"$39,117",7.50%,"$4,029",108.40%,"$23,717","$128,857",5,-,5,View More details about Nike
86,Progressive,"$39,022.3",22%,"$3,970.3",51.80%,"$54,895.3","$43,218.4",13,-,13,View More details about Progressive
87,Publix Super Markets,"$38,462.8",5.70%,"$3,005.4",26.20%,"$24,507.1",-,4,-,4,View More details about Publix Super Markets
88,Coca-Cola,"$37,266",17%,"$8,920",38.60%,"$86,381","$189,983",12,-,12,View More details about Coca-Cola
89,Massachusetts Mutual Life,"$37,253.4",-5.10%,"$3,700.7",830.10%,"$290,730.7",-,-5,-,-5,View More details about Massachusetts Mutual Life
90,Tech Data,"$36,998.4",-0.60%,$374.5,10%,"$13,268.6","$4,645",-2,-,-2,View More details about Tech Data
91,World Kinect,"$36,819",-7.40%,$178.9,40.10%,"$5,992.4","$1,646.9",-8,-,-8,View More details about World Kinect
92,Honeywell International,"$36,709",-12.20%,"$6,143",-9.20%,"$58,679","$94,627.9",-15,-,-15,View More details about Honeywell International
93,ConocoPhillips,"$36,670",-5.30%,"$7,189",14.90%,"$70,514","$33,167.3",-7,-,-7,View More details about ConocoPhillips
94,USAA,"$35,617.4",13.50%,"$4,006.3",74.80%,"$173,732.6",-,7,-,7,View More details about USAA
95,Exelon,"$34,438",-4.30%,"$2,936",46.10%,"$124,977","$35,850.4",-2,-,-2,View More details about Exelon
96,Northrop Grumman,"$33,841",12.40%,"$2,248",-30.40%,"$41,089","$50,718.6",12,-,12,View More details about Northrop Grumman
97,Capital One Financial,"$33,766",4.30%,"$5,546",-7.80%,"$390,365","$23,063.2",1,-,1,View More details about Capital One Financial
98,Plains GP Holdings,"$33,669",-1.10%,$331,-0.90%,"$29,969","$1,021.8",-4,-,-4,View More details about Plains GP Holdings
99,AbbVie,"$33,266",1.60%,"$7,882",38.60%,"$89,115","$112,507.7",-3,-,-3,View More details about AbbVie
100,StoneX Group,"$32,897",19.10%,$85.1,53.30%,"$9,936.1",$699.9,12,-,12,View More details about StoneX Group
101,Enterprise Products Partners,"$32,789.2",-10.30%,"$4,591.3",10%,"$61,733.2","$31,305.9",-12,-,-12,View More details about Enterprise Products Partners
102,Northwestern Mutual,"$32,293.6",10.90%,"$1,268",61.90%,"$290,318",-,9,-,9,View More details about Northwestern Mutual
103,3M,"$32,136",-1.90%,"$4,570",-14.60%,"$44,659","$78,528.8",-8,-,-8,View More details about 3M
104,Abbott Laboratories,"$31,904",4.30%,"$3,687",55.70%,"$67,887","$139,152.5",-1,-,-1,View More details about Abbott Laboratories
105,CHS,"$31,900.5",-2.40%,$829.9,7%,"$16,447.5",-,-8,-,-8,View More details about CHS
106,Travelers,"$31,581",4.30%,"$2,622",3.90%,"$110,122","$25,337.3",-,-,-,View More details about Travelers
107,Philip Morris International,"$29,805",0.60%,"$7,185",-9.20%,"$42,875","$113,606.4",3,-,3,View More details about Philip Morris International
108,RTX,"$29,176",7.80%,"$3,343",14.90%,"$34,566","$36,517.5",6,-,6,View More details about RTX
109,Hewlett Packard Enterprise,"$29,135",-5.60%,"$1,049",-45%,"$51,803","$12,509.8",-7,-,-7,View More details about Hewlett Packard Enterprise
110,Arrow Electronics,"$28,916.8",-2.60%,$-204.1,-128.50%,"$16,400.8","$4,182.9",-1,-,-1,View More details about Arrow Electronics
111,Paramount Skydance,"$27,812",91.60%,"$3,308",68.80%,"$49,519","$8,798.2",106,-,106,View More details about Paramount Skydance
112,Dollar General,"$27,754",8.30%,"$1,712.6",7.70%,"$22,825.1","$38,045.7",7,-,7,View More details about Dollar General
113,U.S. Bancorp,"$27,325",6%,"$6,914",-2.60%,"$495,426","$52,407.5",4,-,4,View More details about U.S. Bancorp
114,Starbucks,"$26,508.6",7.20%,"$3,599.2",-20.30%,"$19,219.6","$77,178.6",7,-,7,View More details about Starbucks
115,Bristol-Myers Squibb,"$26,145",15.90%,"$3,439",-30.10%,"$129,944","$126,109.7",23,-,23,View More details about Bristol-Myers Squibb
116,US Foods Holding,"$25,939",7.30%,$385,-5.40%,"$11,288","$3,898.4",9,-,9,View More details about US Foods Holding
117,Mondelez International,"$25,868",-0.30%,"$3,870",14.50%,"$64,549","$71,761.8",-1,-,-1,View More details about Mondelez International
118,Paccar,"$25,599.7",9%,"$2,387.9",8.80%,"$28,361.1","$21,174.9",12,-,12,View More details about Paccar
119,Thermo Fisher Scientific,"$25,542",4.90%,"$3,696",25.80%,"$58,381","$113,107.7",5,-,5,View More details about Thermo Fisher Scientific
120,Macy's,"$25,331",-1.60%,$564,-49.10%,"$21,172","$1,520.4",-2,-,-2,View More details about Macy's
121,Jabil,"$25,282.3",14.40%,$287.1,232.60%,"$12,970.5","$3,738.4",19,-,19,View More details about Jabil
122,Kraft Heinz,"$24,977",-4.90%,"$1,935",-,"$101,450","$30,226.3",-7,-,-7,View More details about Kraft Heinz
123,Duke Energy,"$24,658",2.20%,"$3,748",40.60%,"$158,838","$59,368.2",3,-,3,View More details about Duke Energy
124,Tesla,"$24,578",14.50%,$-862,-,"$34,309","$96,473.4",20,-,20,View More details about Tesla
125,PBF Energy,"$24,508.2",-9.90%,$319.4,148.90%,"$9,132.4",$848.1,-12,-,-12,View More details about PBF Energy
126,Qualcomm,"$24,273",7.40%,"$4,386",-,"$32,957","$77,326.8",11,-,11,View More details about Qualcomm
127,NGL Energy Partners,"$24,087.8",39.40%,$360,-,"$5,902.5",$333.7,52,-,52,View More details about NGL Energy Partners
128,CBRE Group,"$23,894.1",12%,"$1,282.4",20.60%,"$16,197.2","$12,625",18,-,18,View More details about CBRE Group
129,Baker Hughes,"$23,838",4.20%,$128,-34.40%,"$53,369","$10,827.3",-,-,-,View More details about Baker Hughes
130,TD Synnex,"$23,757.3",18.50%,$500.7,66.60%,"$11,698","$3,718.9",28,-,28,View More details about TD Synnex
131,Dollar Tree,"$23,610.8",3.50%,$827,-,"$19,574.6","$17,398.5",4,-,4,View More details about Dollar Tree
132,Cummins,"$23,571",-0.80%,"$2,260",5.60%,"$19,737","$20,043.9",-4,-,-4,View More details about Cummins
133,United Natural Foods,"$23,481.1",129.60%,$-285,-272%,"$7,181",$492.2,177,-,177,View More details about United Natural Foods
134,Micron Technology,"$23,406",-23%,"$6,313",-55.30%,"$48,887","$46,778.5",-29,-,-29,View More details about Micron Technology
135,Amgen,"$23,362",-1.60%,"$7,842",-6.60%,"$59,707","$119,571.5",-6,-,-6,View More details about Amgen
136,Penske Automotive Group,"$23,179.4",1.70%,$435.8,-7.50%,"$13,942.7","$2,264.9",-,-,-,View More details about Penske Automotive Group
137,Visa,"$22,977",11.50%,"$12,080",17.30%,"$72,574","$316,199.1",16,-,16,View More details about Visa
138,Broadcom,"$22,597",8.40%,"$2,724",-77.80%,"$67,493","$94,790.5",12,-,12,View More details about Broadcom
139,Nucor,"$22,588.9",-9.90%,"$1,271.1",-46.20%,"$18,344.7","$10,846.8",-19,-,-19,View More details about Nucor
140,Gilead Sciences,"$22,449",1.50%,"$5,386",-1.30%,"$61,627","$94,124",-1,-,-1,View More details about Gilead Sciences
141,Southwest Airlines,"$22,428",2.10%,"$2,300",-6.70%,"$25,895","$18,420.9",1,-,1,View More details about Southwest Airlines
142,Halliburton,"$22,408",-6.60%,"$-1,131",-168.30%,"$25,377","$6,027.4",-15,-,-15,View More details about Halliburton
143,Lumen Technologies,"$22,401",-4.40%,"$-5,269",-,"$64,742","$10,307.1",-11,-,-11,View More details about Lumen Technologies
144,International Paper,"$22,376",-4%,"$1,225",-39.10%,"$33,471","$12,206.8",-11,-,-11,View More details about International Paper
145,Eli Lilly,"$22,319.5",-9.10%,"$8,318.4",157.40%,"$39,286.1","$132,760.4",-22,-,-22,View More details about Eli Lilly
146,Aflac,"$22,307",2.50%,"$3,304",13.20%,"$152,768","$24,738.8",-3,-,-3,View More details about Aflac
147,Lennar,"$22,259.6",8.20%,"$1,849.1",9%,"$29,359.5","$11,590.8",7,-,7,View More details about Lennar
148,Occidental Petroleum,"$21,971",16%,$-667,-116.10%,"$109,330","$10,366.7",19,-,19,View More details about Occidental Petroleum
149,Union Pacific,"$21,708",-4.90%,"$5,919",-0.80%,"$61,673","$97,354.5",-15,-,-15,View More details about Union Pacific
150,Rite Aid,"$21,674.4",-28.30%,$-422.2,-144.80%,"$7,591.4",$822.3,-43,-,-43,View More details about Rite Aid
151,PNC Financial Services Group,"$21,624",8.20%,"$5,369",1.30%,"$410,295","$41,037.7",8,-,8,View More details about PNC Financial Services Group
152,DuPont,"$21,512",-75%,$498,-87%,"$69,396","$25,213.1",-117,-,-117,View More details about DuPont
153,Southern,"$21,419",-8.80%,"$4,739",112.90%,"$118,700","$57,075.9",-22,-,-22,View More details about Southern
154,AutoNation,"$21,335.7",-0.40%,$450,13.60%,"$10,543.3","$2,510.7",-9,-,-9,View More details about AutoNation
155,DXC Technology,"$21,184",-13.70%,"$1,257",-28.20%,"$29,574","$3,311.1",-33,-,-33,View More details about DXC Technology
156,McDonald's,"$21,076.5",0.20%,"$6,025.4",1.70%,"$47,510.8","$123,259.6",-7,-,-7,View More details about McDonald's
157,Marriott International,"$20,972",1%,"$1,273",-33.20%,"$25,051","$24,254.5",-6,-,-6,View More details about Marriott International
158,ManpowerGroup,"$20,863.5",-5.10%,$465.7,-16.30%,"$9,223.8","$3,109.4",-17,-,-17,View More details about ManpowerGroup
159,Bank of New York (BNY),"$20,822",8.40%,"$4,441",4.10%,"$381,508","$29,808.5",4,-,4,View More details about Bank of New York (BNY)
160,Hartford Insurance Group,"$20,740",4.60%,"$2,085",15.40%,"$70,817","$12,624.8",1,-,1,View More details about Hartford Insurance Group
161,Danaher,"$20,521.2",3.20%,"$3,008.2",13.50%,"$62,081.6","$96,457.3",-1,-,-1,View More details about Danaher
162,Whirlpool,"$20,419",-2.90%,"$1,184",-,"$18,881","$5,377.8",-14,-,-14,View More details about Whirlpool
163,AECOM,"$20,173.3",0.10%,$-261.1,-291.30%,"$14,461.6","$4,734.9",-6,-,-6,View More details about AECOM
164,Netflix,"$20,156.4",27.60%,"$1,866.9",54.10%,"$33,975.7","$164,771.9",33,-,33,View More details about Netflix
165,Kohl's,"$19,974",-1.30%,$691,-13.70%,"$14,555","$2,265",-9,-,-9,View More details about Kohl's
166,Lear,"$19,810.3",-6.30%,$753.6,-34.50%,"$12,680.7","$4,913.4",-19,-,-19,View More details about Lear
167,Altria Group,"$19,796",0.90%,"$-1,293",-118.60%,"$49,271","$71,863",-5,-,-5,View More details about Altria Group
168,Performance Food Group,"$19,743.5",12.10%,$166.8,-16.10%,"$4,653.5","$2,896.7",8,-,8,View More details about Performance Food Group
169,Avnet,"$19,518.6",2.50%,$176.3,-,"$8,564.6","$2,505.9",-4,-,-4,View More details about Avnet
170,Synchrony,"$19,461",6.60%,"$3,747",34.30%,"$104,826","$9,870.8",3,-,3,View More details about Synchrony
171,Genuine Parts,"$19,392.3",3.50%,$621.1,-23.40%,"$14,645.6","$9,788.5",-2,-,-2,View More details about Genuine Parts
172,NextEra Energy,"$19,204",14.80%,"$3,769",-43.20%,"$117,691","$117,655",12,-,12,View More details about NextEra Energy
173,CarMax,"$19,146",6.50%,$842.4,26.80%,"$18,717.9","$8,795",1,-,1,View More details about CarMax
174,Tenet Healthcare,"$18,479",0.90%,$-232,-309%,"$23,351","$1,501.8",-2,-,-2,View More details about Tenet Healthcare
175,Kimberly-Clark,"$18,450",-0.20%,"$2,157",53%,"$15,283","$43,662.5",-4,-,-4,View More details about Kimberly-Clark
176,Emerson Electric,"$18,372",5.50%,"$2,306",4.70%,"$20,497","$29,154.2",2,-,2,View More details about Emerson Electric
177,WestRock,"$18,289",12.30%,$862.9,-54.70%,"$30,156.7","$7,304",13,-,13,View More details about WestRock
178,CDW,"$18,032.4",11%,$736.8,14.60%,"$7,999.4","$13,316.3",13,-,13,View More details about CDW
179,Jones Lang LaSalle,"$17,983.2",10.20%,$535.3,10.50%,"$13,672.6","$5,207.1",10,-,10,View More details about Jones Lang LaSalle
180,Sherwin-Williams,"$17,900.8",2.10%,"$1,541.3",39%,"$20,496.2","$42,185.8",-3,-,-3,View More details about Sherwin-Williams
181,Fluor,"$17,817.2",-7%,"$-1,305",-680.40%,"$7,883.7",$968.6,-17,-,-17,View More details about Fluor
182,PayPal Holdings,"$17,772",15%,"$2,459",19.50%,"$51,333","$112,298.8",22,-,22,View More details about PayPal Holdings
183,D.R. Horton,"$17,592.9",9.50%,"$1,618.5",10.80%,"$15,606.6","$12,456.4",11,-,11,View More details about D.R. Horton
184,HF Sinclair,"$17,486.6",-1.30%,$772.4,-29.70%,"$12,164.8","$3,967.8",-9,-,-9,View More details about HF Sinclair
185,Tenneco,"$17,450",48.30%,$-334,-707.30%,"$13,226",$292.3,82,-,82,View More details about Tenneco
186,EOG Resources,"$17,380",0.60%,"$2,734.9",-20%,"$37,124.6","$20,907.4",-5,-,-5,View More details about EOG Resources
187,Becton Dickinson,"$17,290",8.20%,"$1,233",296.50%,"$51,765","$62,307.5",8,-,8,View More details about Becton Dickinson
188,Lincoln National,"$17,258",5.10%,$886,-46%,"$334,761","$5,142.2",-1,-,-1,View More details about Lincoln National
189,PG&E,"$17,129",2.20%,"$-7,656",-,"$85,196","$4,762.8",-6,-,-6,View More details about PG&E
190,Salesforce,"$17,098",28.70%,$126,-88.60%,"$55,126","$128,862.1",50,-,50,View More details about Salesforce
191,Mastercard,"$16,883",12.90%,"$8,118",38.60%,"$29,236","$242,794.1",19,-,19,View More details about Mastercard
192,General Mills,"$16,865.2",7.10%,"$1,752.7",-17.80%,"$30,111.2","$31,986",8,-,8,View More details about General Mills
193,Molina Healthcare,"$16,829",-10.90%,$737,4.20%,"$6,787","$8,500.8",-25,-,-25,View More details about Molina Healthcare
194,Cognizant Technology Solutions,"$16,783",4.10%,"$1,842",-12.30%,"$16,204","$25,495.2",-1,-,-1,View More details about Cognizant Technology Solutions
195,Marsh & McLennan,"$16,652",11.40%,"$1,742",5.60%,"$31,357","$43,567",15,-,15,View More details about Marsh & McLennan
196,XPO,"$16,648",-3.70%,$419,-0.70%,"$14,128","$4,502.4",-16,-,-16,View More details about XPO
197,Dominion Energy,"$16,572",24%,"$1,358",-44.50%,"$103,823","$60,514.9",41,-,41,View More details about Dominion Energy
198,Western Digital,"$16,569",-19.80%,$-754,-211.70%,"$26,370","$12,441.5",-46,-,-46,View More details about Western Digital
199,Gap,"$16,383",-1.20%,$351,-65%,"$13,679","$2,614",-13,-,-13,View More details about Gap
200,Aramark,"$16,227.3",2.80%,$448.5,-21%,"$13,736.3","$5,037.8",-2,-,-2,View More details about Aramark
201,Principal Financial,"$16,222.1",13.90%,"$1,394.2",-9.80%,"$276,087.8","$8,608.7",18,-,18,View More details about Principal Financial
202,Ross Stores,"$16,039.1",7%,"$1,660.9",4.60%,"$9,348.4","$30,952.3",7,-,7,View More details about Ross Stores
203,Colgate-Palmolive,"$15,693",1%,"$2,367",-1.40%,"$15,034","$56,900.2",-1,-,-1,View More details about Colgate-Palmolive
204,American Electric Power,"$15,561.4",-3.90%,"$1,921.1",-0.10%,"$75,892.3","$39,576.7",-12,-,-12,View More details about American Electric Power
205,Nordstrom,"$15,524",-2.10%,$496,-12.10%,"$9,737","$2,398.4",-9,-,-9,View More details about Nordstrom
206,Jacobs Solutions,"$15,463.6",3.20%,$848,418.90%,"$11,462.7","$10,546.9",2,-,2,View More details about Jacobs Solutions
207,Waste Management,"$15,455",3.60%,"$1,670",-13.20%,"$27,743","$39,210.9",6,-,6,View More details about Waste Management
208,C.H. Robinson Worldwide,"$15,309.5",-7.90%,$577,-13.20%,"$4,641.1","$8,694.7",-23,-,-23,View More details about C.H. Robinson Worldwide
209,PPG Industries,"$15,146",-1.50%,"$1,243",-7.30%,"$17,708","$19,722.1",-4,-,-4,View More details about PPG Industries
210,Booking Holdings,"$15,066",3.70%,"$4,865",21.70%,"$21,402","$55,241.3",6,-,6,View More details about Booking Holdings
211,Omnicom Group,"$14,953.7",-2.20%,"$1,339.1",1%,"$26,783.4","$11,906",-5,-,-5,View More details about Omnicom Group
212,Loews,"$14,931",6.10%,$932,46.50%,"$82,243","$10,023",14,-,14,View More details about Loews
213,Ecolab,"$14,906.3",1.60%,"$1,558.9",9.10%,"$20,869.1","$45,060.8",2,-,2,View More details about Ecolab
214,Stryker,"$14,884",9.40%,"$2,083",-41.40%,"$30,167","$62,405.1",19,-,19,View More details about Stryker
215,Estée Lauder,"$14,863",8.60%,"$1,785",61.10%,"$13,156","$57,289.1",16,-,16,View More details about Estée Lauder
216,Goodyear Tire & Rubber,"$14,745",-4.70%,$-311,-144.90%,"$17,185","$1,354.2",-13,-,-13,View More details about Goodyear Tire & Rubber
217,Truist Financial,"$14,664",12.80%,"$3,224",-0.40%,"$473,078","$41,479.8",29,-,29,View More details about Truist Financial
218,Applied Materials,"$14,608",-15.30%,"$2,706",-18.30%,"$19,024","$42,076.7",-36,-,-36,View More details about Applied Materials
219,BlackRock,"$14,539",2.40%,"$4,476",4%,"$168,622","$68,119.5",2,-,2,View More details about BlackRock
220,Stanley Black & Decker,"$14,442.2",3.30%,$955.8,57.90%,"$20,596.6","$15,402.5",8,-,8,View More details about Stanley Black & Decker
221,Freeport-McMoRan,"$14,402",-22.70%,$-239,-109.20%,"$40,809","$9,794.1",-51,-,-51,View More details about Freeport-McMoRan
