rank,company,revenues,revenue_percent_change,profits,profits_percent_change,assets,market_value,change_in_rank_1000,employees,change_in_rank_500,link
268,Keurig Dr Pepper,"$16,603",8.20%,"$2,079",44.30%,"$55,459","$35,773.7",16,"30,600",16,View More details about Keurig Dr Pepper
269,Republic Services,"$16,591",3.50%,"$2,139",4.70%,"$34,366","$67,667.6",-3,"42,000",-3,View More details about Republic Services
270,Markel Group,"$16,589.3",-0.20%,"$2,107",-23.30%,"$68,905.1","$24,070.8",-19,"22,900",-19,View More details about Markel Group
271,Farmers Insurance Exchange,"$16,573.2",7.20%,"$1,239.6",110.60%,"$28,350.7",-,9,"8,909",9,View More details about Farmers Insurance Exchange
272,Dominion Energy,"$16,506",2.70%,"$2,998",41.20%,"$115,857","$54,337.6",-8,"15,200",-8,View More details about Dominion Energy
273,Land O'Lakes,"$16,411.5",1.30%,$259.7,9%,"$9,169.3",-,-11,"9,000",-11,View More details about Land O'Lakes
274,IQVIA Holdings,"$16,310",5.90%,"$1,360",-1%,"$29,944","$28,940.6",8,"93,000",8,View More details about IQVIA Holdings
275,Fox,"$16,300",16.60%,"$2,263",50.80%,"$23,195","$23,652.2",33,"10,400",33,View More details about Fox
276,AECOM,"$16,237.2",-0.30%,$561.8,39.70%,"$12,200.3","$10,966.3",-17,"51,000",-17,View More details about AECOM
277,C.H. Robinson Worldwide,"$16,232.8",-8.40%,$587.1,26.10%,"$5,058.4","$19,571.4",-44,"11,796",-44,View More details about C.H. Robinson Worldwide
278,Bitgo Holdings,"$16,152.1",424.30%,$-14.8,-109.40%,"$4,548.7",$950.3,-,603,-,View More details about Bitgo Holdings
279,United Rentals,"$16,099",4.90%,"$2,494",-3.20%,"$29,866","$45,816.5",6,"28,500",6,View More details about United Rentals
280,Ecolab,"$16,081.2",2.20%,"$2,075.6",-1.70%,"$24,696.3","$75,130.4",-6,"48,000",-6,View More details about Ecolab
281,Illinois Tool Works,"$16,044",0.90%,"$3,066",-12.10%,"$16,148","$74,983.8",-13,"43,000",-13,View More details about Illinois Tool Works
282,Casey's General Stores,"$15,940.9",7.30%,$546.5,8.90%,"$8,208.1","$26,901",15,"36,305",15,View More details about Casey's General Stores
283,Raymond James Financial,"$15,912",6.60%,"$2,135",3.20%,"$88,230","$28,536.8",11,"19,500",11,View More details about Raymond James Financial
284,PPG Industries,"$15,875",-10.40%,"$1,576",41.20%,"$22,098","$23,919.6",-50,"43,500",-50,View More details about PPG Industries
285,DTE Energy,"$15,814",27%,"$1,462",4.10%,"$54,066","$30,417.9",52,"9,650",52,View More details about DTE Energy
286,Corning,"$15,629",19.10%,"$1,596",215.40%,"$30,976","$116,800.3",38,"67,200",38,View More details about Corning
287,Principal Financial,"$15,625.5",-3.10%,"$1,185.1",-24.60%,"$341,376.5","$19,539",-24,"19,700",-24,View More details about Principal Financial
288,Mutual of Omaha,"$15,539.5",6.30%,$299.1,104.70%,"$59,704.9",-,11,"6,584",11,View More details about Mutual of Omaha
289,Kohl's,"$15,527",-4.30%,$272,149.50%,"$13,362","$1,447.6",-28,"56,500",-28,View More details about Kohl's
290,Tractor Supply,"$15,524.1",4.30%,"$1,096.1",-0.50%,"$10,933.7","$23,828.1",6,"39,000",6,View More details about Tractor Supply
291,Whirlpool,"$15,524",-6.50%,$318,,"$16,001","$3,494",-39,"41,000",-39,View More details about Whirlpool
292,Fluor,"$15,503",-5%,$-51,-102.40%,"$8,236","$6,675.9",-35,"22,995",-35,View More details about Fluor
293,Gap,"$15,366",1.90%,$816,-3.30%,"$12,632","$8,841.2",-3,"79,000",-3,View More details about Gap
294,S&P Global,"$15,336",7.90%,"$4,471",16.10%,"$61,200","$128,936.3",11,"44,500",11,View More details about S&P Global
295,Ally Financial,"$15,259",-6.90%,$852,27.50%,"$196,002","$12,079.6",-40,"10,300",-40,View More details about Ally Financial
296,Builders FirstSource,"$15,190.6",-7.40%,$435.2,-59.60%,"$11,237.5","$9,106.1",-42,"28,000",-42,View More details about Builders FirstSource
297,Sonic Automotive,"$15,153.6",6.50%,$118.7,-45.10%,"$5,970.7","$2,300.3",7,"11,000",7,View More details about Sonic Automotive
298,Stanley Black & Decker,"$15,130.4",-1.50%,$401.9,36.60%,"$21,243.7","$11,034.7",-15,"43,500",-15,View More details about Stanley Black & Decker
299,Kenvue,"$15,124",-2.10%,"$1,470",42.70%,"$27,076","$33,044.5",-18,"21,890",-18,View More details about Kenvue
300,Kyndryl Holdings,"$15,057",-6.20%,$252,,"$10,452","$2,957.9",-35,"73,000",-35,View More details about Kyndryl Holdings
301,Diamondback Energy,"$15,026",35.80%,"$1,664",-50.20%,"$71,059","$55,792.4",82,"1,762",82,View More details about Diamondback Energy
302,EchoStar,"$15,005",-5.20%,"$-14,497.2",,"$43,016.4","$33,818.7",-29,"12,100",-29,View More details about EchoStar
303,Textron,"$14,799",8%,$921,11.80%,"$18,129","$15,244.1",8,"34,000",8,View More details about Textron
304,Expedia Group,"$14,733",7.60%,"$1,294",4.90%,"$24,452","$28,292.1",8,"16,000",8,View More details about Expedia Group
305,W.R. Berkley,"$14,707.9",7.80%,"$1,779.4",1.30%,"$44,071.1","$24,821.3",11,"8,804",11,View More details about W.R. Berkley
306,Xcel Energy,"$14,669",9.10%,"$2,018",4.20%,"$81,371","$49,560.8",13,"11,534",13,View More details about Xcel Energy
307,FirstEnergy,"$14,627",12.10%,"$1,020",4.30%,"$55,904","$29,278.1",19,"11,186",19,View More details about FirstEnergy
308,Erie Insurance Group,"$14,615.9",10.90%,"$1,133.8",63.30%,"$32,341.7",-,15,"6,700",15,View More details about Erie Insurance Group
309,First Citizens BancShares,"$14,505",-3.10%,"$2,206",-20.60%,"$229,698","$22,065.5",-16,"18,008",-16,View More details about First Citizens BancShares
310,Blackstone,"$14,450.3",9.20%,"$3,019.2",8.70%,"$47,709","$85,343.4",11,"5,285",11,View More details about Blackstone
311,Fidelity National Financial,"$14,445",5.60%,$602,-52.60%,"$109,014","$12,575.4",2,"24,535",2,View More details about Fidelity National Financial
312,Otis Worldwide,"$14,431",1.20%,"$1,384",-15.90%,"$10,653","$29,962.6",-9,"72,000",-9,View More details about Otis Worldwide
313,Amentum Holdings,"$14,393",,$66,,"$11,460","$6,361.8",-,"50,000",-,View More details about Amentum Holdings
314,Regeneron Pharmaceuticals,"$14,342.9",1%,"$4,504.9",2.10%,"$40,558.7","$81,683.4",-8,"15,410",-8,View More details about Regeneron Pharmaceuticals
315,Estée Lauder,"$14,326",-8.20%,"$-1,133",-390.50%,"$19,892","$25,961.2",-36,"48,735",-36,View More details about Estée Lauder
316,BorgWarner,"$14,316",1.60%,$277,-18.10%,"$13,769","$11,180.9",-9,"37,500",-9,View More details about BorgWarner
317,Northern Trust,"$14,300",-9.90%,"$1,736.9",-14.50%,"$177,132.7","$25,865.2",-48,"23,800",-48,View More details about Northern Trust
318,Viatris,"$14,299.9",-3%,"$-3,514.9",,"$37,193.1","$15,555.3",-20,"30,000",-20,View More details about Viatris
319,MasTec,"$14,299.2",16.20%,$399,145.10%,"$9,923.5","$25,383.6",23,"36,000",23,View More details about MasTec
320,Reliance,"$14,294.3",3.30%,$739.4,-15.50%,"$10,373.3","$15,722.8",-11,"15,900",-11,View More details about Reliance
321,Western & Southern Financial Group,"$14,270.9",3.60%,$646.4,-26.20%,"$87,452.8",-,-11,"2,733",-11,View More details about Western & Southern Financial Group
322,Alaska Air Group,"$14,239",21.30%,$100,-74.70%,"$20,361","$4,167.6",40,"33,973",40,View More details about Alaska Air Group
323,BrightSpring Health Services,"$14,145",25.60%,$190.7,,"$6,413.3","$8,247.1",54,"23,500",54,View More details about BrightSpring Health Services
324,CSX,"$14,092",-3.10%,"$2,889",-16.70%,"$43,682","$76,352.7",-23,"22,935",-23,View More details about CSX
325,LKQ,"$14,046",-2.20%,$607,-12%,"$15,137","$7,495.5",-23,"44,000",-23,View More details about LKQ
326,Labcorp Holdings,"$13,951.7",7.30%,$876.5,17.50%,"$18,392.7","$21,985.1",2,"66,385",2,View More details about Labcorp Holdings
327,Arthur J. Gallagher,"$13,942",20.70%,"$1,494",2.10%,"$70,665","$55,636.8",40,"71,776",40,View More details about Arthur J. Gallagher
328,Venture Global,"$13,769",176.90%,"$2,530",64%,"$53,446","$38,721.9",342,"2,000",-,View More details about Venture Global
329,DoorDash,"$13,717",27.90%,$935,660.20%,"$19,659","$65,229.1",65,"31,400",65,View More details about DoorDash
330,Sempra,"$13,702",3.90%,"$1,836",-35.80%,"$110,878","$63,484.3",-8,"15,938",-8,View More details about Sempra
331,DaVita,"$13,643.1",6.50%,$746.8,-20.20%,"$17,480.1","$10,266.5",-,"78,000",-,View More details about DaVita
332,Eversource Energy,"$13,547.2",13.80%,"$1,692.4",108.50%,"$63,786.7","$26,038.6",21,"10,731",21,View More details about Eversource Energy
333,ServiceNow,"$13,278",20.90%,"$1,748",22.70%,"$26,038","$109,359.3",53,"29,187",53,View More details about ServiceNow
334,M&T Bank,"$13,228",-1.70%,"$2,851",10.20%,"$213,510","$30,801.3",-17,"22,058",-17,View More details about M&T Bank
335,Henry Schein,"$13,184",4%,$398,2.10%,"$11,215","$8,453.7",-2,"25,000",-2,View More details about Henry Schein
336,GXO Logistics,"$13,178",12.60%,$32,-76.10%,"$12,262","$5,947.9",27,"129,500",27,View More details about GXO Logistics
337,Ball,"$13,161",9.20%,$912,-77.30%,"$19,524","$15,732.3",12,"16,000",12,View More details about Ball
338,Unum Group,"$13,075.5",1.50%,$738.5,-58.50%,"$63,519.4","$11,958.9",-8,"10,797",-8,View More details about Unum Group
339,Las Vegas Sands,"$13,017",15.20%,"$1,627",12.50%,"$21,920","$36,202.6",35,"41,250",35,View More details about Las Vegas Sands
340,Entergy,"$12,946.7",9%,"$1,758.3",66.60%,"$71,890.7","$51,438.3",15,"12,233",15,View More details about Entergy
341,Fifth Third Bancorp,"$12,938",-2.50%,"$2,522",9%,"$214,376","$42,072.5",-21,"18,676",-21,View More details about Fifth Third Bancorp
342,Graybar Electric,"$12,875.6",10.60%,$431.4,2%,"$4,927.4",-,23,"10,000",23,View More details about Graybar Electric
343,DXC Technology,"$12,871",-5.80%,$389,327.50%,"$13,205","$2,133.9",-28,"120,000",-28,View More details about DXC Technology
344,Alcoa,"$12,831",7.90%,"$1,157",1828.30%,"$16,129","$17,502",10,"14,900",10,View More details about Alcoa
345,Assurant,"$12,814.3",7.90%,$872.7,14.80%,"$36,289.6","$10,825.1",11,"14,800",11,View More details about Assurant
346,Ryder System,"$12,665",0.20%,$499,2.10%,"$16,387","$8,025.8",-12,"51,600",-12,View More details about Ryder System
347,Intercontinental Exchange,"$12,640",7.50%,"$3,315",20.40%,"$136,887","$89,318.8",14,"12,844",14,View More details about Intercontinental Exchange
348,Cincinnati Financial,"$12,631.5",11.40%,"$2,392.5",4.40%,"$41,001.8","$24,497.2",23,"5,705",23,View More details about Cincinnati Financial
349,Chewy,"$12,601.5",6.20%,$222.8,-43.30%,"$3,366.4","$11,250.3",8,"18,000",8,View More details about Chewy
350,Community Health Systems,"$12,485",-1.20%,$509,,"$13,204",$407.6,-15,"50,500",-15,View More details about Community Health Systems
350,Huntington Bancshares,"$12,485",4.40%,"$2,211",14%,"$225,106","$31,880.9",1,"20,424",1,View More details about Huntington Bancshares
352,Huntington Ingalls Industries,"$12,484",8.20%,$605,10%,"$12,749","$14,959.4",16,"44,000",16,View More details about Huntington Ingalls Industries
353,Wayfair,"$12,457",5.10%,$-313,,"$3,440","$9,833.6",5,"11,800",5,View More details about Wayfair
354,Lumen Technologies,"$12,402",-5.40%,"$-1,739",,"$34,342","$7,159.6",-29,"24,000",-29,View More details about Lumen Technologies
355,Ulta Beauty,"$12,392.8",9.70%,"$1,153.5",-4%,"$6,999.3","$22,861.6",20,"44,101",20,View More details about Ulta Beauty
356,Crown Holdings,"$12,365",4.80%,$738,74.10%,"$14,272","$11,252.3",3,"23,000",3,View More details about Crown Holdings
357,Airbnb,"$12,241",10.30%,"$2,511",-5.20%,"$22,208","$76,868.4",25,"8,200",25,View More details about Airbnb
358,AES,"$12,233",-0.40%,$910,-45.80%,"$51,768","$10,047.2",-15,"8,336",-15,View More details about AES
359,Norfolk Southern,"$12,180",0.50%,"$2,873",9.60%,"$45,236","$64,452.2",-13,"19,300",-13,View More details about Norfolk Southern
360,Public Service Enterprise Group,"$12,168",18.30%,"$2,111",19.10%,"$57,576","$40,373",49,"13,189",49,View More details about Public Service Enterprise Group
361,KLA,"$12,156.2",23.90%,"$4,061.6",47.10%,"$16,067.9","$192,998.5",59,"15,100",59,View More details about KLA
362,Expand Energy,"$12,124",186.30%,"$1,819",,"$28,287","$26,390.9",389,"1,600",-,View More details about Expand Energy
363,Hormel Foods,"$12,106.2",1.60%,$478.2,-40.60%,"$13,393.1","$12,463.9",-11,"20,000",-11,View More details about Hormel Foods
364,Darden Restaurants,"$12,076.7",6%,"$1,049.6",2.10%,"$12,587","$22,453.4",6,"197,924",6,View More details about Darden Restaurants
365,Citizens Financial Group,"$12,057",-2.50%,"$1,831",21.30%,"$226,351","$25,486.9",-24,"17,398",-24,View More details about Citizens Financial Group
366,Mosaic,"$12,052.4",8.40%,$540.7,209.20%,"$24,480.1","$8,096.4",15,"13,249",15,View More details about Mosaic
367,Hilton Worldwide Holdings,"$12,039",7.70%,"$1,457",-5.10%,"$16,774","$69,723",13,"182,000",13,View More details about Hilton Worldwide Holdings
368,Air Products & Chemicals,"$12,037.3",-0.50%,$-394.5,-110.30%,"$41,059.5","$64,679.3",-21,"21,194",-21,View More details about Air Products & Chemicals
369,Jacobs Solutions,"$12,029.8",-29.10%,$289.3,-64.10%,"$11,252.5","$14,948.6",-124,"42,100",-124,View More details about Jacobs Solutions
370,Vertex Pharmaceuticals,"$12,001.3",8.90%,"$3,953.2",,"$25,643","$113,436.4",15,"6,400",15,View More details about Vertex Pharmaceuticals
371,J.B. Hunt Transport Services,"$11,999.1",-0.70%,$598.3,4.80%,"$7,927.2","$20,046.6",-23,"31,750",-23,View More details about J.B. Hunt Transport Services
372,Booz Allen Hamilton Holding,"$11,980",12.40%,$935,54.40%,"$7,312","$9,410",26,"35,800",26,View More details about Booz Allen Hamilton Holding
373,Williams,"$11,950",13.80%,"$2,618",17.70%,"$58,573","$88,999.5",31,"5,987",31,View More details about Williams
374,Chipotle Mexican Grill,"$11,925.6",5.40%,"$1,535.8",0.10%,"$8,994.5","$41,690.6",-2,"130,301",-2,View More details about Chipotle Mexican Grill
375,Yum China Holdings,"$11,797",4.40%,$929,2%,"$10,783","$17,224",-2,"210,000",-2,View More details about Yum China Holdings
376,Oscar Health,"$11,701.4",27.50%,$-443.2,-1842.50%,"$6,325.4","$3,415.2",61,"2,305",61,View More details about Oscar Health
377,Hershey,"$11,692.6",4.40%,$883.3,-60.20%,"$13,741.3","$42,137.4",2,"18,573",2,View More details about Hershey
378,Motorola Solutions,"$11,682",8%,"$2,154",36.60%,"$19,389","$71,891",14,"23,000",14,View More details about Motorola Solutions
379,Equitable Holdings,"$11,665",-6.20%,"$-1,380",-205.60%,"$317,990","$10,403.7",-41,"8,000",-41,View More details about Equitable Holdings
380,Avis Budget Group,"$11,652",-1.20%,$-889,,"$31,257","$5,142.5",-20,"21,000",-20,View More details about Avis Budget Group
381,Conagra Brands,"$11,612.8",-3.60%,"$1,152.4",231.90%,"$20,933.9","$7,520",-31,"18,300",-31,View More details about Conagra Brands
382,Baxter International,"$11,596",-23.50%,$-957,,"$20,055","$8,673",-94,"37,500",-94,View More details about Baxter International
383,Burlington Stores,"$11,566.9",8.80%,$610.2,21.20%,"$9,919.1","$20,397.2",16,"50,402",16,View More details about Burlington Stores
384,Caesars Entertainment,"$11,486",1.90%,$-502,,"$31,639","$5,379.1",-8,"50,000",-8,View More details about Caesars Entertainment
385,Owens Corning,"$11,279",2.80%,$-522,-180.70%,"$12,980","$8,699.1",2,"25,000",2,View More details about Owens Corning
386,KeyCorp,"$11,228",21.60%,"$1,829",,"$184,381","$21,507.5",50,"17,226",50,View More details about KeyCorp
387,Thrivent Financial,"$11,179.1",2.40%,$748.1,27.70%,"$124,153.9",-,1,"4,498",1,View More details about Thrivent Financial
388,Westlake,"$11,170",-8%,"$-1,508",-350.50%,"$19,961","$14,942.5",-43,"14,600",-43,View More details about Westlake
389,Westinghouse Air Brake,"$11,167",7.50%,"$1,170",10.80%,"$22,069","$42,527.7",19,"31,000",19,View More details about Westinghouse Air Brake
390,Molson Coors Beverage,"$11,140.8",-4.20%,"$-2,139.6",-290.60%,"$22,738.4","$8,094.2",-24,"16,200",-24,View More details about Molson Coors Beverage
391,Lululemon athletica,"$11,102.6",4.90%,"$1,579.2",-13%,"$8,456.7","$17,698.2",10,"39,000",10,View More details about Lululemon athletica
392,FM,"$11,101.7",6.60%,"$4,394.4",29.60%,"$44,644",-,14,"5,897",14,View More details about FM
393,Ebay,"$11,100",8%,"$2,031",2.80%,"$17,610","$40,777",18,"12,300",18,View More details about Ebay
394,Expeditors Intl. of Washington,"$11,069",4.40%,$810.3,,"$4,893.6","$19,047.3",6,"20,359",6,View More details about Expeditors Intl. of Washington
395,Quest Diagnostics,"$11,035",11.80%,$992,13.90%,"$16,225","$21,531.6",24,"51,500",24,View More details about Quest Diagnostics
396,Analog Devices,"$11,019.7",16.90%,"$2,267.3",38.70%,"$47,992.7","$155,317.3",34,"24,500",34,View More details about Analog Devices
397,Andersons,"$11,008.9",-2.20%,$95.7,-16.10%,"$3,712.8","$2,444.4",-19,"2,083",-19,View More details about Andersons
398,Gold.com,"$10,978.6",13.20%,$17.3,-74.70%,"$2,215.4","$1,127.8",25,975,25,View More details about Gold.com
399,Toll Brothers,"$10,966.7",1.10%,"$1,346.5",-14.30%,"$14,519.9","$12,924.7",-9,"4,900",-9,View More details about Toll Brothers
400,International Flavors & Fragrances,"$10,890",-5.20%,$-361,-248.60%,"$25,539","$18,532",-31,"21,500",-31,View More details about International Flavors & Fragrances
401,Welltower,"$10,838",35.60%,$936.9,-1.60%,"$67,303.1","$137,952.7",71,712,71,View More details about Welltower
402,Jefferies Financial Group,"$10,823.7",2.90%,$710.5,-4.40%,"$76,012.4","$8,524.3",1,"7,787",1,View More details about Jefferies Financial Group
403,Autoliv,"$10,815",4.10%,$735,13.80%,"$8,644","$7,872.5",4,"61,085",4,View More details about Autoliv
404,Mohawk Industries,"$10,785.4",-0.50%,$369.9,-28.60%,"$13,687.3","$6,051.4",-13,"40,500",-13,View More details about Mohawk Industries
405,Delek US Holdings,"$10,722.9",-14%,$-22.8,,"$6,847.7","$2,695.6",-69,"1,902",-69,View More details about Delek US Holdings
406,Fidelity National Information (FIS),"$10,677",1.30%,$382,-73.70%,"$33,488","$24,130.7",-4,"44,000",-4,View More details about Fidelity National Information (FIS)
407,Accendra Health,"$10,671.7",-0.30%,"$-1,100.6",,"$2,451.8",$174.3,-12,"6,500",-12,View More details about Accendra Health
408,American Tower,"$10,644.6",-3.60%,"$2,529.5",12.20%,"$63,190.4","$80,436.9",-24,"4,866",-24,View More details about American Tower
409,NVR,"$10,443.3",-2.30%,"$1,339.8",-20.30%,"$5,856.9","$18,307.3",-13,"6,300",-13,View More details about NVR
410,Interactive Brokers Group,"$10,424",11.20%,$984,30.30%,"$203,240","$29,887.5",22,"3,182",22,View More details about Interactive Brokers Group
411,Oshkosh,"$10,422.3",-2.90%,$647,-5.10%,"$10,072.4","$9,222.6",-18,"18,400",-18,View More details about Oshkosh
412,Cintas,"$10,340.2",7.80%,"$1,812.3",15.30%,"$9,825.2","$67,637.3",15,"48,300",15,View More details about Cintas
413,Campbell's,"$10,253",6.40%,$602,6.20%,"$14,896","$6,639.7",12,"13,700",12,View More details about Campbell's
414,Vertiv Holdings,"$10,229.9",27.70%,"$1,332.8",168.80%,"$12,212.4","$95,871.5",57,"34,000",57,View More details about Vertiv Holdings
415,Global Payments,"$10,215.6",1.10%,"$1,400.1",-10.80%,"$53,338.5","$18,523.9",-2,"26,000",-2,View More details about Global Payments
416,Constellation Brands,"$10,208.7",2.50%,$-81.4,-104.70%,"$21,652.3","$26,011.6",2,"9,300",2,View More details about Constellation Brands
417,AGCO,"$10,082",-13.60%,$726.5,,"$11,927.8","$8,389.4",-53,"22,000",-53,View More details about AGCO
418,Intuitive Surgical,"$10,064.7",20.50%,"$2,856",23%,"$20,458.7","$163,729.7",41,"17,021",41,View More details about Intuitive Surgical
419,Ace Hardware,"$10,043.6",5.80%,$298.5,-5.20%,"$4,445.3",-,10,"14,000",10,View More details about Ace Hardware
420,Dana,"$9,998",-2.80%,$85,,"$7,808","$3,686.6",-10,"26,900",-10,View More details about Dana
421,Biogen,"$9,890.6",2.20%,"$1,292.9",-20.80%,"$29,439.5","$26,905.2",3,"7,500",3,View More details about Biogen
422,News Corp.,"$9,845",-2.40%,"$1,180",343.60%,"$15,504","$14,425.2",-8,"22,300",-8,View More details about News Corp.
423,Concentrix,"$9,825.8",2.20%,"$-1,278.9",-609.10%,"$10,761.1","$1,679",3,"455,000",3,View More details about Concentrix
424,WEC Energy Group,"$9,800.1",14%,"$1,557.5",2%,"$51,518.3","$37,706.2",27,"7,151",27,View More details about WEC Energy Group
425,VF,"$9,749.2",-6.80%,$-189.7,,"$9,377.5","$6,647.6",-20,"21,600",-20,View More details about VF
426,Seaboard,"$9,746",7.10%,$496,463.60%,"$8,246","$5,415.4",13,"14,000",13,View More details about Seaboard
427,Icahn Enterprises,"$9,658",-3.60%,$-299,,"$14,215","$4,810.9",-10,"13,547",-10,View More details about Icahn Enterprises
428,Regions Financial,"$9,608",2.50%,"$2,156",13.90%,"$158,814","$22,314.7",5,"19,969",5,View More details about Regions Financial
429,Thor Industries,"$9,579.5",-4.60%,$258.6,-2.50%,"$7,065.3","$4,201.9",-14,"20,900",-14,View More details about Thor Industries
430,Workday,"$9,552",13.10%,$693,31.80%,"$18,074","$33,389.4",25,"21,070",25,View More details about Workday
431,Celanese,"$9,544",-7.20%,"$-1,165",,"$21,695","$7,361.2",-19,"11,434",-19,View More details about Celanese
432,Western Digital,"$9,520",-26.80%,"$1,889",,"$14,002","$91,706.4",-103,"40,000",-103,View More details about Western Digital
433,QVC Group,"$9,497",-5.40%,"$-3,688",,"$7,560",$18.9,-17,"18,984",-17,View More details about QVC Group
434,Zoetis,"$9,467",2.30%,"$2,673",7.50%,"$15,467","$49,899.7",1,"14,500",1,View More details about Zoetis
435,CenterPoint Energy,"$9,357",8.30%,"$1,052",3.20%,"$46,534","$28,177.9",15,"8,794",15,View More details about CenterPoint Energy
436,Equinix,"$9,260",4.20%,"$1,350",65.60%,"$40,141","$96,313.4",10,"13,716",10,View More details about Equinix
437,Palo Alto Networks,"$9,221.5",14.90%,"$1,133.9",-56%,"$23,576.2","$130,821.1",33,"16,068",33,View More details about Palo Alto Networks
438,APA,"$9,220",-5.30%,"$1,434",78.40%,"$17,761","$14,992",-16,"1,791",-16,View More details about APA
439,Old Republic International,"$9,136.3",11%,$935.4,9.70%,"$29,862.7","$9,804.6",24,"9,500",24,View More details about Old Republic International
440,Comfort Systems USA,"$9,101.6",29.50%,"$1,022.6",95.70%,"$6,441.2","$48,505.9",80,"22,700",-,View More details about Comfort Systems USA
441,JetBlue Airways,"$9,062",-2.30%,$-602,,"$16,570","$1,635.9",-7,"19,259",-7,View More details about JetBlue Airways
442,PPL,"$9,042",6.90%,"$1,181",33%,"$45,244","$28,699.9",12,"6,546",12,View More details about PPL
443,Xylem,"$9,035",5.50%,$957,7.50%,"$17,634","$28,778.8",9,"22,000",9,View More details about Xylem
444,Arista Networks,"$9,005.7",28.60%,"$3,511.4",23.10%,"$19,448.6","$154,277.7",78,"5,115",-,View More details about Arista Networks
445,Packaging Corp. of America,"$8,989.3",7.20%,$774.1,-3.90%,"$10,725.5","$18,893.5",12,"16,800",12,View More details about Packaging Corp. of America
446,PVH,"$8,950.2",3.40%,$25.3,-95.80%,"$11,681","$3,195.2",3,"20,500",3,View More details about PVH
447,Ovintiv,"$8,908",-2.70%,"$1,242",10.40%,"$20,390","$16,818.8",-9,"1,465",-9,View More details about Ovintiv
448,Avery Dennison,"$8,855.5",1.10%,$688,-2.40%,"$8,801.7","$13,282",-3,"35,000",-3,View More details about Avery Dennison
449,TransDigm Group,"$8,831",11.20%,"$2,074",21%,"$22,909","$65,450.6",26,"16,500",26,View More details about TransDigm Group
450,Sprouts Farmers Market,"$8,806.2",14.10%,$523.7,37.60%,"$4,158.7","$7,294.7",31,"36,000",31,View More details about Sprouts Farmers Market
451,Prologis,"$8,790.1",7.20%,"$3,328.2",-10.80%,"$98,724.3","$123,222.3",14,"2,802",14,View More details about Prologis
452,Franklin Resources,"$8,770.7",3.50%,$524.9,12.90%,"$32,368.3","$12,300.4",1,"9,800",1,View More details about Franklin Resources
453,Eastman Chemical,"$8,752",-6.70%,$474,-47.60%,"$14,859","$8,727.2",-22,"13,000",-22,View More details about Eastman Chemical
454,ABM Industries,"$8,745.9",4.60%,$162.4,99.50%,"$5,269.5","$2,254.7",4,"113,000",4,View More details about ABM Industries
455,NOV,"$8,744",-1.40%,$145,-77.20%,"$11,291","$6,779.2",-12,"31,605",-12,View More details about NOV
456,J.M. Smucker,"$8,726.1",6.70%,"$-1,230.8",-265.40%,"$17,563.3","$10,285.2",10,"8,000",10,View More details about J.M. Smucker
457,Securian Financial Group,"$8,663.4",5.30%,$310,9.40%,"$76,784.8",-,7,"5,708",7,View More details about Securian Financial Group
458,EQT,"$8,644.2",63.90%,"$2,039.3",784.40%,"$41,792.9","$39,728.8",181,"1,523",-,View More details about EQT
459,CACI International,"$8,627.8",12.60%,$499.8,19%,"$8,647.6","$12,011.8",25,"25,000",25,View More details about CACI International
460,Graphic Packaging Holding,"$8,617",-2.20%,$444,-32.50%,"$11,775","$2,939.7",-16,"23,000",-16,View More details about Graphic Packaging Holding
461,Advance Auto Parts,"$8,601",-21%,$44,,"$11,826","$3,170.3",-72,"41,141",-72,View More details about Advance Auto Parts
462,Optimum Communications,"$8,590.5",-4.10%,"$-1,869",,"$30,703.8",$611.6,-20,"9,500",-20,View More details about Optimum Communications
463,Sirius XM Holdings,"$8,558",-1.60%,$805,,"$27,237","$7,726.6",-15,"5,119",-15,View More details about Sirius XM Holdings
464,CMS Energy,"$8,539",13.60%,"$1,071",6.80%,"$39,941","$23,894.4",29,"8,350",29,View More details about CMS Energy
465,Hertz Global Holdings,"$8,504",-6%,$-747,,"$22,311","$1,440",-25,"26,000",-25,View More details about Hertz Global Holdings
466,Ameren,"$8,470",15.70%,"$1,456",23.20%,"$48,476","$30,384.6",39,"8,913",-,View More details about Ameren
467,Rockwell Automation,"$8,342",0.90%,$869,-8.80%,"$11,219","$40,323",-6,"26,000",-6,View More details about Rockwell Automation
468,Solventum,"$8,325",0.90%,"$1,556",224.80%,"$14,294","$11,323.4",-6,"20,584",-6,View More details about Solventum
469,Monster Beverage,"$8,294.3",10.70%,"$1,905.4",26.30%,"$9,989","$70,859.1",25,"6,332",25,View More details about Monster Beverage
470,Nasdaq,"$8,262",11.70%,"$1,788",60.10%,"$31,053","$48,255.2",32,"9,525",-,View More details about Nasdaq
471,Howmet Aerospace,"$8,252",11.10%,"$1,508",30.60%,"$11,179","$92,400.7",27,"25,430",27,View More details about Howmet Aerospace
472,Insight Enterprises,"$8,247.2",-5.20%,$157.4,-37%,"$9,087.4","$2,015.5",-25,"14,505",-25,View More details about Insight Enterprises
473,Zimmer Biomet Holdings,"$8,231.5",7.20%,$705.1,-22%,"$23,091.7","$17,690.9",10,"17,000",10,View More details about Zimmer Biomet Holdings
474,Yum Brands,"$8,214",8.80%,"$1,559",4.90%,"$8,197","$42,979.4",17,"37,660",17,View More details about Yum Brands
