rank,company,revenues,revenue_percent_change,profits,profits_percent_change,assets,market_value,change_in_rank_1000,employees,change_in_rank_500,link
72,Best Buy,"$42,151",7%,"$1,000",-18.60%,"$13,049","$20,459.9",-,"125,000",-,View More details about Best Buy
73,Cigna Group,"$41,616",4.90%,"$2,237",19.80%,"$61,753","$40,734.6",-3,"46,000",-3,View More details about Cigna Group
74,Charter Communications,"$41,581",43.40%,"$9,895",180.90%,"$146,623","$80,953.7",22,"94,800",22,View More details about Charter Communications
75,Delta Air Lines,"$41,244",4%,"$3,577",-18.20%,"$53,292","$38,745.9",-4,"86,564",-4,View More details about Delta Air Lines
76,Meta Platforms,"$40,653",47.10%,"$15,934",56%,"$84,524","$464,190.1",22,"25,105",22,View More details about Meta Platforms
77,Honeywell International,"$40,534",3.10%,"$1,655",-65.60%,"$59,387","$108,148.5",-4,"131,000",-4,View More details about Honeywell International
78,Merck,"$40,122",0.80%,"$2,394",-38.90%,"$87,872","$146,861.5",-9,"69,000",-9,View More details about Merck
79,Allstate,"$38,524",5.40%,"$3,189",69.90%,"$112,422","$33,477.6",5,"42,680",5,View More details about Allstate
80,Tyson Foods,"$38,260",3.70%,"$1,774",0.30%,"$28,066","$29,233.1",2,"122,000",2,View More details about Tyson Foods
81,United Airlines Holdings,"$37,736",3.20%,"$2,131",-5.80%,"$42,326","$19,778.1",2,"89,800",2,View More details about United Airlines Holdings
82,Oracle,"$37,728",1.80%,"$9,335",4.90%,"$134,991","$186,765.8",-1,"138,000",-1,View More details about Oracle
83,Tech Data,"$36,775",40.20%,$116.6,-40.20%,"$12,652.6","$3,248.9",24,"14,000",24,View More details about Tech Data
84,TIAA,"$36,025.3",-2.90%,"$1,049.7",-29.70%,"$583,631.7",-,-4,"16,829",-4,View More details about TIAA
85,TJX,"$35,864.7",8.10%,"$2,607.9",13.50%,"$14,058","$51,570.6",2,"249,000",2,View More details about TJX
86,American Express,"$35,583",5.20%,"$2,736",-49.40%,"$181,159","$80,234.3",-,"55,000",-,View More details about American Express
87,Coca-Cola,"$35,410",-15.40%,"$1,248",-80.90%,"$87,896","$185,207.2",-23,"61,800",-23,View More details about Coca-Cola
88,Publix Super Markets,"$34,836.8",1.60%,"$2,291.9",13.10%,"$18,183.5",-,-3,"193,000",-3,View More details about Publix Super Markets
89,Nike,"$34,350",6.10%,"$4,240",12.80%,"$23,259","$108,093.9",-1,"74,400",-1,View More details about Nike
90,Andeavor,"$34,204",42.50%,"$1,528",108.20%,"$28,573","$15,386",27,"14,300",27,View More details about Andeavor
91,World Kinect,"$33,695.5",24.70%,$-170.2,-234.50%,"$5,587.8","$1,660.7",12,"5,000",12,View More details about World Kinect
92,Exelon,"$33,531",6.90%,"$3,770",232.50%,"$116,700","$37,644.1",-3,"34,621",-3,View More details about Exelon
93,Massachusetts Mutual Life,"$33,495.4",-11.40%,$513,-59.70%,"$288,854.8",-,-16,"11,811",-16,View More details about Massachusetts Mutual Life
94,Rite Aid,"$32,845.1",6.90%,$4.1,-97.60%,"$11,593.8","$1,793.4",-3,"70,430",-3,View More details about Rite Aid
95,ConocoPhillips,"$32,584",33.80%,$-855,-,"$73,362","$69,640.7",20,"11,400",20,View More details about ConocoPhillips
96,CHS,"$31,934.8",5.20%,$127.9,-69.90%,"$15,973.8",-,-3,"11,626",-3,View More details about CHS
97,3M,"$31,657",5.10%,"$4,858",-3.80%,"$37,987","$130,550.3",-3,"91,536",-3,View More details about 3M
98,Time Warner,"$31,271",6.70%,"$5,247",33.60%,"$69,209","$73,758.4",-3,"26,000",-3,View More details about Time Warner
99,General Dynamics,"$30,973",-1.20%,"$2,912",-1.50%,"$35,046","$65,845.4",-9,"98,600",-9,View More details about General Dynamics
100,USAA,"$30,015.8",10.60%,"$2,421.9",36.10%,"$155,390.5",-,2,"32,705",2,View More details about USAA
101,Capital One Financial,"$29,999",9%,"$1,982",-47.20%,"$365,693","$46,583.9",-1,"49,300",-1,View More details about Capital One Financial
102,Deere,"$29,737.7",11.60%,"$2,159.1",41.70%,"$65,786.3","$50,290.7",3,"60,476",3,View More details about Deere
103,INTL FCStone,"$29,423.6",99.40%,$6.4,-88.30%,"$6,243.4",$804.3,86,"1,607",86,View More details about INTL FCStone
104,Northwestern Mutual,"$29,331",1.80%,"$1,017",24.30%,"$265,049",-,-7,"5,437",-7,View More details about Northwestern Mutual
105,Enterprise Products Partners,"$29,241.5",27%,"$2,799.3",11.40%,"$54,418.1","$52,903.6",17,"7,000",17,View More details about Enterprise Products Partners
106,Travelers,"$28,902",4.60%,"$2,056",-31.80%,"$103,483","$37,690.5",-7,"30,800",-7,View More details about Travelers
107,Hewlett Packard Enterprise,"$28,871",-42.40%,$344,-89.10%,"$61,406","$27,243.2",-48,"66,000",-48,View More details about Hewlett Packard Enterprise
108,Philip Morris International,"$28,748",7.70%,"$6,035",-13.40%,"$42,968","$154,513.8",-4,"80,600",-4,View More details about Philip Morris International
109,Twenty-First Century Fox,"$28,500",4.30%,"$2,952",7.20%,"$50,724","$67,969.3",-8,"21,700",-8,View More details about Twenty-First Century Fox
110,AbbVie,"$28,216",10.10%,"$5,309",-10.80%,"$70,786","$150,179.9",1,"29,000",1,View More details about AbbVie
111,Abbott Laboratories,"$27,390",31.30%,$477,-65.90%,"$76,250","$104,640.3",24,"99,000",24,View More details about Abbott Laboratories
112,Progressive,"$26,839",14.50%,"$1,592.2",54.40%,"$38,701.2","$35,478.1",8,"33,656",8,View More details about Progressive
113,Arrow Electronics,"$26,812.5",12.50%,$402,-23.10%,"$16,462.8","$6,749.6",5,"18,800",5,View More details about Arrow Electronics
114,Kraft Heinz,"$26,232",-1%,"$10,999",202.80%,"$120,232","$75,919.9",-8,"39,000",-8,View More details about Kraft Heinz
115,Plains GP Holdings,"$26,223",29.90%,$-731,-877.70%,"$26,753","$6,328.2",26,"4,850",26,View More details about Plains GP Holdings
116,Gilead Sciences,"$26,107",-14.10%,"$4,628",-65.70%,"$70,283","$98,297.3",-24,"10,000",-24,View More details about Gilead Sciences
117,Mondelez International,"$25,896",-0.10%,"$2,922",76.10%,"$63,109","$62,066.2",-8,"83,000",-8,View More details about Mondelez International
118,Northrop Grumman,"$25,803",5.30%,"$2,015",-8.40%,"$34,917","$60,777.5",-4,"70,000",-4,View More details about Northrop Grumman
119,RTX,"$25,348",5.30%,"$2,024",-8.50%,"$30,860","$62,265.4",-3,"64,000",-3,View More details about RTX
120,Macy's,"$24,837",-3.70%,"$1,547",149.90%,"$19,381","$9,064.8",-10,"130,000",-10,View More details about Macy's
121,US Foods Holding,"$24,147.2",5.40%,$444.3,111.80%,"$9,037.2","$7,065.3",3,"25,204",3,View More details about US Foods Holding
122,U.S. Bancorp,"$23,996",5.50%,"$6,218",5.60%,"$462,040","$83,367",3,"72,402",3,View More details about U.S. Bancorp
123,Dollar General,"$23,471",6.80%,"$1,539",23%,"$12,516.9","$25,140.8",5,"129,000",5,View More details about Dollar General
124,International Paper,"$23,302",10.50%,"$2,144",137.20%,"$33,903","$22,063.4",9,"56,000",9,View More details about International Paper
125,Duke Energy,"$23,189",-0.80%,"$3,059",42.10%,"$137,914","$54,275.9",-4,"29,060",-4,View More details about Duke Energy
126,Southern,"$23,031",15.80%,$842,-65.60%,"$111,005","$45,024.4",19,"31,344",19,View More details about Southern
127,Marriott International,"$22,894",34.10%,"$1,372",75.90%,"$23,948","$48,531.2",36,"177,000",36,View More details about Marriott International
128,Avnet,"$22,872.1",-12.80%,$525.3,3.70%,"$9,699.6","$5,008.9",-20,"15,700",-20,View More details about Avnet
129,Eli Lilly,"$22,871.3",7.80%,$-204.1,-107.50%,"$44,981","$84,542.2",3,"40,655",3,View More details about Eli Lilly
130,Amgen,"$22,849",-0.60%,"$1,979",-74.40%,"$79,954","$122,841.5",-7,"20,800",-7,View More details about Amgen
131,McDonald's,"$22,820.4",-7.30%,"$5,192.3",10.80%,"$33,803.7","$124,243.6",-19,"235,000",-19,View More details about McDonald's
132,Starbucks,"$22,386.8",5%,"$2,884.7",2.40%,"$14,365.6","$81,370.2",-1,"277,000",-1,View More details about Starbucks
133,Qualcomm,"$22,291",-5.40%,"$2,466",-56.80%,"$65,486","$82,026.9",-14,"33,800",-14,View More details about Qualcomm
134,Dollar Tree,"$22,245.5",7.40%,"$1,714.3",91.30%,"$16,332.8","$22,523.2",2,"116,200",2,View More details about Dollar Tree
135,PBF Energy,"$21,786.6",36.80%,$415.5,143.30%,"$8,118","$3,751.8",37,"3,165",37,View More details about PBF Energy
136,Icahn Enterprises,"$21,744",33%,"$2,430",-,"$31,801","$9,900.8",32,"89,034",32,View More details about Icahn Enterprises
137,Aflac,"$21,667",-4%,"$4,604",73.10%,"$137,217","$34,038.1",-11,"11,318",-11,View More details about Aflac
138,AutoNation,"$21,534.6",-0.30%,$434.6,1%,"$10,271.5","$4,295.6",-9,"26,000",-9,View More details about AutoNation
139,Penske Automotive Group,"$21,389",6.20%,$613.3,78.90%,"$10,540.6","$3,817.2",3,"26,000",3,View More details about Penske Automotive Group
140,Whirlpool,"$21,253",2.60%,$350,-60.60%,"$20,038","$10,823.7",-3,"92,000",-3,View More details about Whirlpool
141,Union Pacific,"$21,240",6.50%,"$10,712",153.10%,"$57,806","$104,261.1",2,"41,992",2,View More details about Union Pacific
142,Southwest Airlines,"$21,171",3.70%,"$3,488",55.40%,"$25,110","$33,677.8",-4,"56,110",-4,View More details about Southwest Airlines
143,ManpowerGroup,"$21,034.3",7%,$545.4,22.90%,"$8,883.6","$7,614.2",3,"29,000",3,View More details about ManpowerGroup
144,Thermo Fisher Scientific,"$20,918",14.50%,"$2,225",10.10%,"$56,669","$82,952.3",10,"66,100",10,View More details about Thermo Fisher Scientific
145,Bristol-Myers Squibb,"$20,776",6.90%,"$1,007",-77.40%,"$33,551","$103,415.3",2,"23,700",2,View More details about Bristol-Myers Squibb
146,Halliburton,"$20,620",29.80%,$-463,-,"$25,085","$41,068.3",27,"55,000",27,View More details about Halliburton
147,Tenet Healthcare,"$20,613",-2.20%,$-704,-,"$23,385","$2,451.9",-13,"111,980",-13,View More details about Tenet Healthcare
148,Lear,"$20,467",10.30%,"$1,313.4",34.70%,"$11,945.9","$12,453.2",3,"165,000",3,View More details about Lear
149,Cummins,"$20,428",16.70%,$999,-28.30%,"$18,075","$26,757.3",10,"58,600",10,View More details about Cummins
150,Micron Technology,"$20,322",63.90%,"$5,089",-,"$35,336","$60,470.1",76,"34,100",76,View More details about Micron Technology
151,Nucor,"$20,252.4",25%,"$1,318.7",65.60%,"$15,841.3","$19,432.2",18,"25,100",18,View More details about Nucor
152,Molina Healthcare,"$19,883",11.80%,$-512,-1084.60%,"$8,471","$4,867.4",4,"20,000",4,View More details about Molina Healthcare
153,Fluor,"$19,521",2.50%,$191.4,-32%,"$9,327.7","$8,005.9",-4,"56,706",-4,View More details about Fluor
154,Altria Group,"$19,494",0.80%,"$10,222",-28.20%,"$43,202","$118,436",-6,"8,300",-6,View More details about Altria Group
155,Paccar,"$19,456.4",14.20%,"$1,675.2",221.10%,"$23,440.2","$23,297.5",9,"25,000",9,View More details about Paccar
156,Hartford Insurance Group,"$19,228",5.10%,"$-3,131",-449.40%,"$225,260","$18,391.7",-3,"16,400",-3,View More details about Hartford Insurance Group
157,Kohl's,"$19,095",2.20%,$859,54.50%,"$13,340","$11,021.2",-7,"85,000",-7,View More details about Kohl's
158,Western Digital,"$19,093",46.90%,$397,64%,"$29,860","$27,455.9",59,"67,629",59,View More details about Western Digital
159,Jabil,"$19,063.1",3.90%,$129.1,-49.20%,"$11,096","$5,034.5",-7,"170,000",-7,View More details about Jabil
160,Community Health Systems,"$18,477",-13.60%,"$-2,459",-,"$17,450",$453.9,-30,"86,000",-30,View More details about Community Health Systems
161,Visa,"$18,358",21.70%,"$6,699",11.80%,"$67,977","$270,221.6",26,"15,000",26,View More details about Visa
162,Danaher,"$18,329.7",-7.90%,"$2,492.1",-2.40%,"$46,648.6","$68,384.5",-18,"67,000",-18,View More details about Danaher
163,Kimberly-Clark,"$18,259",0.30%,"$2,278",5.20%,"$15,151","$38,552.7",-8,"42,000",-8,View More details about Kimberly-Clark
164,AECOM,"$18,203.4",4.60%,$339.4,253.10%,"$14,397","$5,671.2",-3,"87,000",-3,View More details about AECOM
165,PNC Financial Services Group,"$18,035",9.80%,"$5,338",36.80%,"$380,768","$71,323.3",1,"51,632",1,View More details about PNC Financial Services Group
166,Lumen Technologies,"$17,656",1.10%,"$1,389",121.90%,"$75,611","$17,577.8",-6,"51,000",-6,View More details about Lumen Technologies
167,NextEra Energy,"$17,195",6.40%,"$5,378",84.70%,"$97,827","$76,894.8",3,"14,000",3,View More details about NextEra Energy
168,PG&E,"$17,135",-3%,"$1,646",18.20%,"$68,012","$22,663.9",-11,"23,000",-11,View More details about PG&E
169,TD Synnex,"$17,045.7",21.20%,$301.2,28.20%,"$7,698.5","$4,702.1",29,"113,600",29,View More details about TD Synnex
170,WellCare Health Plans,"$17,007.2",19.50%,$373.7,54.40%,"$8,364.6","$8,622.2",25,"8,900",25,View More details about WellCare Health Plans
171,Performance Food Group,"$16,761.8",4.10%,$96.3,41%,"$3,804.1","$3,104.4",-,"14,000",-,View More details about Performance Food Group
172,Sears Holdings,"$16,702",-24.60%,$-383,-,"$7,262",$288.2,-45,"89,000",-45,View More details about Sears Holdings
173,Synchrony,"$16,695",10.40%,"$1,935",-14%,"$95,808","$25,490.1",12,"16,000",12,View More details about Synchrony
174,CarMax,"$16,637.1",5.10%,$627,0.60%,"$16,279.4","$11,201.7",-,"24,344",-,View More details about CarMax
175,Bank of New York (BNY),"$16,621",6%,"$4,090",15.30%,"$371,758","$51,918.9",2,"52,500",2,View More details about Bank of New York (BNY)
176,Freeport-McMoRan,"$16,416",4%,"$1,817",-,"$37,302","$25,438.6",-1,"25,200",-1,View More details about Freeport-McMoRan
177,Genuine Parts,"$16,308.8",6.30%,$616.8,-10.30%,"$12,412.4","$13,182.6",3,"48,000",3,View More details about Genuine Parts
178,Emerson Electric,"$16,301",-19.60%,"$1,518",-7.20%,"$19,589","$43,359.4",-39,"76,500",-39,View More details about Emerson Electric
179,DaVita,"$16,038.2",5.50%,$663.6,-24.60%,"$18,948.2","$12,001.1",2,"74,500",2,View More details about DaVita
180,Supervalu,"$16,009",-8.70%,$650,265.20%,"$3,580",$585,-22,"29,000",-22,View More details about Supervalu
181,Gap,"$15,855",2.20%,$848,25.40%,"$7,989","$12,146.7",-3,"135,000",-3,View More details about Gap
182,General Mills,"$15,619.8",-5.70%,"$1,657.5",-2.40%,"$21,812.6","$26,715.6",-17,"38,000",-17,View More details about General Mills
183,Nordstrom,"$15,478",4.90%,$437,23.40%,"$8,115","$8,122.7",5,"76,000",5,View More details about Nordstrom
184,Colgate-Palmolive,"$15,454",1.70%,"$2,024",-17.10%,"$12,676","$62,607.3",-2,"35,900",-2,View More details about Colgate-Palmolive
185,American Electric Power,"$15,424.9",-5.80%,"$1,912.6",213.10%,"$64,729.1","$33,766.4",-18,"17,666",-18,View More details about American Electric Power
186,XPO,"$15,380.8",5.20%,$340.2,393%,"$12,601.6","$12,210.4",5,"95,000",5,View More details about XPO
187,Goodyear Tire & Rubber,"$15,377",1.40%,$346,-72.60%,"$17,064","$6,391.9",-3,"64,000",-3,View More details about Goodyear Tire & Rubber
188,Omnicom Group,"$15,273.6",-0.90%,"$1,088.4",-5.20%,"$24,931.2","$16,733.5",-9,"77,300",-9,View More details about Omnicom Group
189,CDW,"$15,191.5",8.70%,$523,23.20%,"$6,956.6","$10,716.9",10,"8,726",10,View More details about CDW
190,Sherwin-Williams,"$14,983.8",26.40%,"$1,772.3",56.50%,"$19,958.4","$36,899",46,"52,695",46,View More details about Sherwin-Williams
191,PPG Industries,"$14,967",-1.40%,"$1,591",81.40%,"$16,538","$27,824.4",-8,"47,200",-8,View More details about PPG Industries
192,Texas Instruments,"$14,961",11.90%,"$3,682",2.40%,"$17,642","$102,134.9",14,"29,714",14,View More details about Texas Instruments
193,C.H. Robinson Worldwide,"$14,869.4",13.10%,$504.9,-1.70%,"$4,235.8","$13,152.6",19,"15,074",19,View More details about C.H. Robinson Worldwide
194,WestRock,"$14,859.7",1%,$708.2,-,"$25,089","$16,371.5",-4,"44,800",-4,View More details about WestRock
195,Cognizant Technology Solutions,"$14,810",9.80%,"$1,504",-3.20%,"$15,221","$47,338.1",10,"260,000",10,View More details about Cognizant Technology Solutions
196,Newell Brands,"$14,742.2",11.10%,"$2,748.8",420.80%,"$33,135.5","$12,362.9",12,"49,000",12,View More details about Newell Brands
197,Paramount Skydance,"$14,710",2.30%,$357,-71.70%,"$20,843","$19,668",-4,"14,715",-4,View More details about Paramount Skydance
198,Envision Healthcare,"$14,700.5",220.40%,$-228,-,"$16,572.6","$4,647.2",340,"57,750",-,View More details about Envision Healthcare
199,Monsanto,"$14,640",8.40%,"$2,260",69.20%,"$21,333","$51,443.7",5,"21,900",5,View More details about Monsanto
200,Aramark,"$14,604.4",1.30%,$373.9,29.90%,"$11,006.2","$9,725.1",-8,"215,000",-8,View More details about Aramark
201,Applied Materials,"$14,537",34.30%,"$3,434",99.50%,"$19,419","$58,428.7",64,"18,400",64,View More details about Applied Materials
202,Waste Management,"$14,485",6.40%,"$1,949",64.90%,"$21,829","$36,371.7",-1,"42,300",-1,View More details about Waste Management
203,DISH Network,"$14,391.4",-4.70%,"$2,098.7",44.80%,"$29,773.8","$17,681.5",-17,"17,000",-17,View More details about DISH Network
204,Illinois Tool Works,"$14,314",5.30%,"$1,687",-17.10%,"$16,780","$53,141.6",-2,"50,000",-2,View More details about Illinois Tool Works
205,Lincoln National,"$14,257",7%,"$2,079",74.40%,"$281,763","$15,945.9",2,"9,047",2,View More details about Lincoln National
206,HF Sinclair,"$14,251.3",35.30%,$805.4,-,"$10,692.2","$8,650.2",68,"3,522",68,View More details about HF Sinclair
207,CBRE Group,"$14,209.6",8.70%,$691.5,20.90%,"$11,483.8","$16,042.4",7,"80,000",7,View More details about CBRE Group
208,Textron,"$14,198",3%,$307,-68.10%,"$15,340","$15,292.9",-8,"37,000",-8,View More details about Textron
209,Ross Stores,"$14,134.7",9.90%,"$1,362.8",21.90%,"$5,722.1","$29,799.7",10,"82,700",10,View More details about Ross Stores
210,Principal Financial,"$14,093.2",13.70%,"$2,310.4",75.50%,"$253,941.2","$17,643",17,"15,378",17,View More details about Principal Financial
211,D.R. Horton,"$14,091",15.90%,"$1,038.4",17.20%,"$12,184.6","$16,480.4",21,"7,735",21,View More details about D.R. Horton
212,Marsh & McLennan,"$14,024",6.20%,"$1,492",-15.60%,"$20,429","$41,924.4",-2,"64,000",-2,View More details about Marsh & McLennan
213,Devon Energy,"$13,949",14.40%,$898,-,"$30,241","$16,724.7",18,"3,414",18,View More details about Devon Energy
