rank,company,revenues,revenue_percent_change,profits,profits_percent_change,assets,market_value,change_in_rank_1000,employees,change_in_rank_500,link
214,AES,"$13,850",-3.10%,"$-1,161",-,"$33,112","$7,509.8",-20,"10,500",-20,View More details about AES
215,Ecolab,"$13,838.3",5.20%,"$1,508.4",22.70%,"$19,962.4","$39,523.9",-4,"48,400",-4,View More details about Ecolab
216,Land O'Lakes,"$13,740.4",3.80%,$314.2,28.30%,"$9,508.9",-,-7,"10,000",-7,View More details about Land O'Lakes
217,Loews,"$13,735",4.80%,"$1,164",78%,"$79,586","$16,134.3",-4,"18,100",-4,View More details about Loews
218,Kinder Morgan,"$13,705",5%,$183,-74.20%,"$79,055","$33,223.4",-3,"10,897",-3,View More details about Kinder Morgan
219,FirstEnergy,"$13,627",-3.70%,"$-1,724",-,"$42,257","$16,174.8",-23,"15,617",-23,View More details about FirstEnergy
220,Occidental Petroleum,"$13,274",27.70%,"$1,311",-,"$42,026","$49,737.9",58,"11,000",58,View More details about Occidental Petroleum
221,Viacom,"$13,263",6.20%,"$1,874",30.30%,"$23,698","$12,918.9",3,"11,200",3,View More details about Viacom
222,PayPal Holdings,"$13,094",20.80%,"$1,795",28.10%,"$40,774","$91,056.2",42,"18,700",42,View More details about PayPal Holdings
223,NGL Energy Partners,"$13,022.2",10.90%,$137,-,"$6,320.4","$1,331.9",14,"2,700",14,View More details about NGL Energy Partners
224,Celgene,"$13,003",15.80%,"$2,940",47.10%,"$30,141","$67,101.6",30,"7,467",30,View More details about Celgene
225,Howmet Aerospace,"$12,960",4.60%,$-74,-,"$18,718","$11,123.9",3,"41,500",3,View More details about Howmet Aerospace
226,Kellanova,"$12,923",-0.70%,"$1,269",82.90%,"$16,350","$22,531.9",-10,"32,944",-10,View More details about Kellanova
227,Las Vegas Sands,"$12,882",12.90%,"$2,806",68%,"$20,687","$56,720.6",22,"50,500",22,View More details about Las Vegas Sands
228,Stanley Black & Decker,"$12,747.2",11.70%,"$1,226",27%,"$19,079.9","$23,609.9",22,"57,765",22,View More details about Stanley Black & Decker
229,Booking Holdings,"$12,681.1",18%,"$2,340.8",9.60%,"$25,451.3","$100,459.1",39,"22,900",39,View More details about Booking Holdings
230,Lennar,"$12,646.4",15.50%,$810.5,-11.10%,"$18,745","$18,738.2",30,"9,111",30,View More details about Lennar
231,Bath & Body Works,"$12,632.4",0.50%,$983,-15.10%,"$8,149","$10,655.2",-11,"59,200",-11,View More details about Bath & Body Works
232,DTE Energy,"$12,607",18.60%,"$1,134",30.60%,"$33,767","$18,759.9",40,"10,200",40,View More details about DTE Energy
233,Dominion Energy,"$12,586",7.20%,"$2,999",41.30%,"$76,585","$45,344.1",5,"16,200",5,View More details about Dominion Energy
234,Reinsurance Group of America,"$12,515.8",8.60%,"$1,822.2",159.80%,"$60,514.8","$9,930.1",12,"2,640",12,View More details about Reinsurance Group of America
235,J.C. Penney,"$12,506",-0.30%,$-116,-11700%,"$8,413",$942.9,-14,"98,000",-14,View More details about J.C. Penney
236,Mastercard,"$12,497",16%,"$3,915",-3.50%,"$21,329","$184,160.6",31,"13,400",31,View More details about Mastercard
237,BlackRock,"$12,491",12%,"$4,970",56.70%,"$220,217","$87,064.5",18,"13,900",18,View More details about BlackRock
238,Henry Schein,"$12,461.5",7.70%,$406.3,-19.80%,"$7,811.2","$10,329.8",5,"22,000",5,View More details about Henry Schein
239,Guardian Life Ins. Co. of America,"$12,454.5",-3.60%,$455.3,72.50%,"$75,038.2",-,-21,"9,283",-21,View More details about Guardian Life Ins. Co. of America
240,Stryker,"$12,444",9.90%,"$1,020",-38.10%,"$22,197","$60,041.3",12,"33,000",12,View More details about Stryker
241,Jefferies Financial Group,"$12,407.9",14.10%,$171.7,32.10%,"$47,169.1","$8,097.6",21,"12,700",21,View More details about Jefferies Financial Group
242,VF,"$12,399.6",1.60%,$614.9,-42.80%,"$9,958.5","$29,403.3",-12,"69,000",-12,View More details about VF
243,Automatic Data Processing,"$12,379.8",6.10%,"$1,733.4",16.10%,"$37,180","$50,302.2",-3,"58,000",-3,View More details about Automatic Data Processing
244,Edison International,"$12,320",3.80%,$565,-56.90%,"$52,580","$20,741.1",-9,"12,521",-9,View More details about Edison International
245,Biogen,"$12,273.9",7.20%,"$2,539.1",-31.40%,"$23,652.6","$57,930.1",3,"7,300",3,View More details about Biogen
246,United States Steel,"$12,250",19.40%,$387,-,"$9,862","$6,199.9",33,"29,200",33,View More details about United States Steel
247,Core-Mark Holding,"$12,225",6.20%,$33.5,-38.20%,"$1,782.5",$981.2,-,"8,413",-,View More details about Core-Mark Holding
248,Bed Bath & Beyond,"$12,215.8",0.90%,$685.1,-18.60%,"$6,846","$2,989.2",-15,"65,000",-15,View More details about Bed Bath & Beyond
249,Oneok,"$12,173.9",36.50%,$387.8,10.20%,"$16,845.9","$23,373.3",63,"2,470",63,View More details about Oneok
250,Truist Financial,"$12,156",5.40%,"$2,394",-1.30%,"$221,642","$40,453.8",-5,"36,484",-5,View More details about Truist Financial
251,Becton Dickinson,"$12,093",-3.10%,"$1,100",12.70%,"$37,734","$57,694.7",-26,"41,933",-26,View More details about Becton Dickinson
252,Ameriprise Financial,"$12,075",2.90%,"$1,480",12.60%,"$147,470","$21,612.9",-13,"13,312",-13,View More details about Ameriprise Financial
253,Farmers Insurance Exchange,"$12,071.8",-3.50%,$-65.4,-,"$16,164.8",-,-31,"13,015",-31,View More details about Farmers Insurance Exchange
254,First Data,"$12,052",4%,"$1,465",248.80%,"$48,269","$14,865.4",-12,"22,000",-12,View More details about First Data
255,Consolidated Edison,"$12,033",-0.30%,"$1,525",22.50%,"$48,111","$24,192.3",-21,"15,591",-21,View More details about Consolidated Edison
256,Parker-Hannifin,"$12,029.3",5.90%,$983.4,21.90%,"$15,489.9","$22,755.3",-5,"56,690",-5,View More details about Parker-Hannifin
257,Anadarko Petroleum,"$11,908",51.30%,$-456,-,"$42,086","$31,131",87,"4,400",87,View More details about Anadarko Petroleum
258,Estée Lauder,"$11,824",5%,"$1,249",12.10%,"$11,568","$55,063.6",-5,"46,000",-5,View More details about Estée Lauder
259,State Street,"$11,774",10.70%,"$2,177",1.60%,"$238,425","$36,688.2",12,"36,643",12,View More details about State Street
260,Tesla,"$11,758.8",68%,"$-1,961.4",-,"$28,655.4","$44,954.7",123,"37,543",123,View More details about Tesla
261,Netflix,"$11,692.7",32.40%,$558.9,199.40%,"$19,012.7","$128,166.7",53,"5,100",53,View More details about Netflix
262,Alcoa,"$11,652",25%,$217,-,"$17,447","$8,371.5",38,"14,600",38,View More details about Alcoa
263,Discover,"$11,545",10%,"$2,099",-12.30%,"$100,087","$25,430.9",14,"16,500",14,View More details about Discover
264,Linde,"$11,437",8.60%,"$1,247",-16.90%,"$20,436","$41,433.8",11,"26,461",11,View More details about Linde
265,CSX,"$11,408",3.10%,"$5,471",219.20%,"$35,739","$49,427.9",-8,"24,006",-8,View More details about CSX
266,Xcel Energy,"$11,404",2.70%,"$1,148",2.20%,"$43,030","$23,106.8",-10,"11,105",-10,View More details about Xcel Energy
267,Unum Group,"$11,286.8",2.20%,$994.2,6.70%,"$64,013.1","$10,530",-9,"9,400",-9,View More details about Unum Group
268,Universal Health Services,"$11,278.9",7.30%,$752.3,7.10%,"$10,761.8","$11,162.6",8,"72,300",8,View More details about Universal Health Services
269,NRG Energy,"$11,275",-8.70%,"$-2,153",-,"$23,318","$9,698.3",-40,"5,940",-40,View More details about NRG Energy
270,EOG Resources,"$11,208.3",46.50%,"$2,582.6",-,"$29,833.1","$60,913.2",86,"2,664",86,View More details about EOG Resources
271,Sempra,"$11,207",10.10%,$256,-81.30%,"$50,454","$29,351.4",9,"16,046",9,View More details about Sempra
272,"Toys ""R"" Us","$11,146",-3.40%,$-612,-,"$7,262",-,-28,"65,000",-28,"View More details about Toys ""R"" Us"
273,Group 1 Automotive,"$11,123.7",2.20%,$213.4,45.10%,"$4,871.1","$1,366.4",-12,"14,108",-12,View More details about Group 1 Automotive
274,Entergy,"$11,074.5",2.10%,$411.6,-,"$46,707.1","$14,297.5",-11,"13,504",-11,View More details about Entergy
275,Molson Coors Beverage,"$11,002.8",125.20%,"$1,414.2",-28.40%,"$30,246.9","$16,238",247,"17,200",-,View More details about Molson Coors Beverage
276,L3 Technologies,"$11,002",3.80%,$677,-4.60%,"$12,729","$16,283.3",-3,"38,000",-3,View More details about L3 Technologies
277,Ball,"$10,983",21.20%,$374,42.20%,"$17,169","$13,920.4",29,"18,300",29,View More details about Ball
278,AutoZone,"$10,888.7",2.40%,"$1,280.9",3.20%,"$9,259.8","$17,450.3",-8,"70,035",-8,View More details about AutoZone
279,Murphy USA,"$10,853.4",12.70%,$245.3,10.70%,"$2,331","$2,440.3",12,"6,900",12,View More details about Murphy USA
280,MGM Resorts International,"$10,773.9",13.90%,"$1,960.3",78%,"$29,159.2","$19,844.3",17,"68,500",17,View More details about MGM Resorts International
281,ODP,"$10,752",-20.90%,$181,-65.80%,"$6,323","$1,195.1",-78,"45,000",-78,View More details about ODP
282,Huntsman,"$10,592",9.70%,$636,95.10%,"$10,244","$7,090.4",7,"10,000",7,View More details about Huntsman
283,Baxter International,"$10,561",3.90%,$717,-85.60%,"$17,111","$34,979",-2,"47,000",-2,View More details about Baxter International
284,Norfolk Southern,"$10,551",6.70%,"$5,404",224%,"$35,711","$41,226.2",-,"27,110",-,View More details about Norfolk Southern
285,Salesforce,"$10,480",24.90%,$127.5,-29%,"$21,009.8","$85,073.5",41,"29,000",41,View More details about Salesforce
286,Labcorp Holdings,"$10,441.4",8.30%,"$1,268.2",73.20%,"$16,568","$16,482.3",4,"60,000",4,View More details about Labcorp Holdings
287,W.W. Grainger,"$10,424.9",2.80%,$585.7,-3.30%,"$5,804.3","$15,823.2",-5,"25,050",-5,View More details about W.W. Grainger
288,QVC Group,"$10,404",-2.30%,"$2,441",97.70%,"$24,122","$12,587",-19,"28,255",-19,View More details about QVC Group
289,Autoliv,"$10,382.6",3.10%,$427.1,-24.70%,"$8,549.9","$12,710",-6,"67,352",-6,View More details about Autoliv
290,Live Nation Entertainment,"$10,337.4",23.70%,$-6,-304.50%,"$7,504.3","$8,772.2",40,"15,050",40,View More details about Live Nation Entertainment
291,Xerox Holdings,"$10,265",-40.10%,$195,-,"$15,946","$7,329.5",-129,"36,100",-129,View More details about Xerox Holdings
292,Leidos Holdings,"$10,170",44.40%,$366,50%,"$8,990","$9,918.2",89,"31,000",89,View More details about Leidos Holdings
293,Corning,"$10,116",7.70%,$-497,-113.50%,"$27,494","$23,676.6",5,"46,200",5,View More details about Corning
294,Lithia Motors,"$10,086.5",16.20%,$245.2,24.40%,"$4,683.1","$2,515.1",24,"12,899",24,View More details about Lithia Motors
295,Expedia Group,"$10,059.8",14.70%,$378,34.10%,"$18,515.6","$16,763.9",22,"22,615",22,View More details about Expedia Group
296,Republic Services,"$10,041.5",7%,"$1,278.4",108.70%,"$21,147","$21,832.2",3,"35,000",3,View More details about Republic Services
297,Jacobs Solutions,"$10,022.8",-8.60%,$293.7,39.60%,"$7,380.9","$8,379.9",-38,"49,750",-38,View More details about Jacobs Solutions
298,Sonic Automotive,"$9,867.2",1.40%,$93,-0.20%,"$3,818.5",$803.7,-11,"9,750",-11,View More details about Sonic Automotive
299,Ally Financial,"$9,866",0.30%,$929,-12.90%,"$167,148","$11,767.4",-13,"7,900",-13,View More details about Ally Financial
300,LKQ,"$9,848",8.40%,$533.7,15%,"$9,366.9","$11,750.1",4,"43,000",4,View More details about LKQ
301,BorgWarner,"$9,799.3",8%,$439.9,271.20%,"$9,787.6","$10,586",4,"29,000",4,View More details about BorgWarner
302,Fidelity National Financial,"$9,769",2.30%,$771,18.60%,"$9,151","$10,983",-9,"24,525",-9,View More details about Fidelity National Financial
303,SunTrust Banks,"$9,741",6.30%,"$2,273",21%,"$205,962","$31,863.1",-,"23,785",-,View More details about SunTrust Banks
304,IQVIA Holdings,"$9,739",41.60%,"$1,309",1038.30%,"$22,742","$20,433.4",86,"55,000",86,View More details about IQVIA Holdings
305,Reliance,"$9,721",12.90%,$613.4,101.60%,"$7,751","$6,244.4",15,"14,900",15,View More details about Reliance
306,Nvidia,"$9,714",40.60%,"$3,047",82.90%,"$11,241","$140,112",81,"11,528",81,View More details about Nvidia
307,Voya Financial,"$9,660",-10.40%,"$-2,992",-,"$222,532","$8,686.2",-41,"6,300",-41,View More details about Voya Financial
308,CenterPoint Energy,"$9,614",27.70%,"$1,792",314.80%,"$22,736","$11,822.3",54,"7,977",54,View More details about CenterPoint Energy
309,Ebay,"$9,567",6.50%,"$-1,016",-114%,"$25,981","$40,726.1",1,"14,100",1,View More details about Ebay
310,Eastman Chemical,"$9,549",6%,"$1,384",62.10%,"$15,999","$15,072.5",-1,"14,000",-1,View More details about Eastman Chemical
311,American Family Insurance Group,"$9,545.4",8.10%,$155.6,-52.20%,"$24,233",-,4,"11,307",4,View More details about American Family Insurance Group
312,Steel Dynamics,"$9,538.8",22.70%,$812.7,112.70%,"$6,855.7","$10,443.8",35,"7,635",35,View More details about Steel Dynamics
313,Pacific Life,"$9,510",3.70%,"$1,365",65.70%,"$157,877",-,-11,"3,578",-11,View More details about Pacific Life
314,Expand Energy,"$9,496",20.60%,$949,-,"$12,425","$2,745.9",29,"3,200",29,View More details about Expand Energy
315,Mohawk Industries,"$9,491.3",5.90%,$971.6,4.40%,"$12,094.9","$17,283.1",-4,"38,800",-4,View More details about Mohawk Industries
316,Quanta Services,"$9,466.5",23.70%,$315,58.80%,"$6,480.2","$5,281.1",39,"32,800",39,View More details about Quanta Services
317,Advance Auto Parts,"$9,373.8",-2%,$475.5,3.50%,"$8,482.3","$8,770.1",-25,"55,500",-25,View More details about Advance Auto Parts
318,Accendra Health,"$9,318.3",-4.20%,$72.8,-33.10%,"$3,376.3",$961.3,-30,"8,600",-30,View More details about Accendra Health
319,United Natural Foods,"$9,274.5",9.50%,$130.2,3.50%,"$2,886.6","$2,164.6",6,"9,700",6,View More details about United Natural Foods
320,Tenneco,"$9,274",7.80%,$207,-41.90%,"$4,842","$2,821.9",2,"32,000",2,View More details about Tenneco
321,Conagra Brands,"$9,234.8",-34.70%,$639.3,-,"$10,096.3","$14,776.4",-124,"12,600",-124,View More details about Conagra Brands
322,GameStop,"$9,224.6",7.20%,$34.7,-90.20%,"$5,041.6","$1,278.5",-1,"39,500",-1,View More details about GameStop
323,Hormel Foods,"$9,167.5",-3.70%,$846.7,-4.90%,"$6,975.9","$18,173.6",-28,"20,200",-28,View More details about Hormel Foods
324,Hilton Worldwide Holdings,"$9,140",-21.60%,"$1,259",261.80%,"$14,308","$24,957.2",-83,"163,000",-83,View More details about Hilton Worldwide Holdings
325,Frontier Communications,"$9,128",2.60%,"$-1,804",-,"$24,884",$581.8,-12,"22,736",-12,View More details about Frontier Communications
326,Fidelity National Information (FIS),"$9,123",-1.30%,"$1,319",132.20%,"$24,517","$31,892.6",-25,"53,000",-25,View More details about Fidelity National Information (FIS)
327,Public Service Enterprise Group,"$9,084",0.30%,"$1,574",77.50%,"$42,716","$25,359.4",-21,"12,945",-21,View More details about Public Service Enterprise Group
328,Boston Scientific,"$9,048",7.90%,$104,-70%,"$19,042","$37,687.8",-1,"29,000",-1,View More details about Boston Scientific
329,O'Reilly Automotive,"$8,977.7",4.50%,"$1,133.8",9.30%,"$7,571.9","$20,606.8",-6,"60,365",-6,View More details about O'Reilly Automotive
330,Charles Schwab,"$8,960",17.20%,"$2,354",24.60%,"$243,274","$70,312.8",27,"17,600",27,View More details about Charles Schwab
331,Global Partners,"$8,920.6",8.30%,$58.8,-,"$2,320.2",$521.8,3,"2,000",3,View More details about Global Partners
332,PVH,"$8,914.8",8.70%,$537.8,-2%,"$11,885.7","$11,649.4",3,"28,050",3,View More details about PVH
333,Avis Budget Group,"$8,848",2.20%,$361,121.50%,"$17,699","$3,791.8",-14,"26,300",-14,View More details about Avis Budget Group
334,Targa Resources,"$8,814.9",31.70%,$54,-,"$14,388.6","$9,628.5",68,"2,130",68,View More details about Targa Resources
335,Hertz Global Holdings,"$8,803",-7.10%,$327,-,"$20,058","$1,662",-39,"37,000",-39,View More details about Hertz Global Holdings
336,Calpine,"$8,752",30.30%,$-339,-468.50%,"$16,453",-,64,"2,290",64,View More details about Calpine
337,Mutual of Omaha,"$8,731.9",10.60%,$862.6,141.90%,"$42,429.3",-,5,"5,896",5,View More details about Mutual of Omaha
338,Crown Holdings,"$8,698",5%,$323,-34.90%,"$10,663","$6,815.8",-5,"24,342",-5,View More details about Crown Holdings
339,Peter Kiewit Sons',"$8,678",1.20%,$371,-6.30%,"$5,710",-,-15,"22,000",-15,View More details about Peter Kiewit Sons'
340,Dick's Sporting Goods,"$8,590.5",8.40%,$323.4,12.50%,"$4,203.9","$3,764.5",-,"30,300",-,View More details about Dick's Sporting Goods
341,PulteGroup,"$8,573.3",11.80%,$447.2,-25.80%,"$9,686.6","$8,439.2",12,"4,810",12,View More details about PulteGroup
342,Navistar International,"$8,570",5.70%,$30,-,"$6,135","$3,451.2",-5,"11,400",-5,View More details about Navistar International
343,Thrivent Financial,"$8,527.9",-2.80%,$558.4,-5%,"$95,001.3",-,-27,"3,622",-27,View More details about Thrivent Financial
344,DCP Midstream,"$8,462",465.30%,$229,-26.60%,"$13,878","$5,033",-,"2,650",-,View More details about DCP Midstream
345,Air Products & Chemicals,"$8,442.4",-11.40%,"$3,000.4",375.40%,"$18,467.2","$34,817.9",-51,"15,150",-51,View More details about Air Products & Chemicals
346,Veritiv,"$8,364.7",0.50%,$-13.3,-163.30%,"$2,708.4",$616.8,-15,"8,900",-15,View More details about Veritiv
347,AGCO,"$8,306.5",12.10%,$186.4,16.40%,"$7,971.7","$5,157.1",23,"20,462",23,View More details about AGCO
348,Genworth Financial,"$8,295",-0.90%,$817,-,"$105,297","$1,412.7",-19,"3,500",-19,View More details about Genworth Financial
349,Univar Solutions,"$8,253.7",2.20%,$119.8,-,"$5,732.7","$3,920",-11,"8,600",-11,View More details about Univar Solutions
350,News Corp.,"$8,139",-2.20%,$-738,-512.30%,"$14,552","$9,272.2",-18,"26,000",-18,View More details about News Corp.
351,SpartanNash,"$8,128.1",5.10%,$-52.8,-193%,"$2,055.8",$620.4,-1,"11,950",-1,View More details about SpartanNash
352,Westlake,"$8,041",58.40%,"$1,304",226.90%,"$12,076","$14,385",155,"8,799",-,View More details about Westlake
353,Williams,"$8,031",7.10%,"$2,174",-,"$46,352","$20,567.4",14,"5,425",14,View More details about Williams
354,Lam Research,"$8,013.6",36.10%,"$1,697.8",85.70%,"$12,122.8","$33,105.4",86,"9,400",86,View More details about Lam Research
355,Alaska Air Group,"$7,933",33.80%,"$1,034",27%,"$10,740","$7,645.5",83,"23,156",83,View More details about Alaska Air Group
356,Jones Lang LaSalle,"$7,932.4",16.60%,$254.2,-20.10%,"$8,014.5","$7,930.2",35,"81,900",35,View More details about Jones Lang LaSalle
357,Anixter International,"$7,927.4",4%,$109,-9.50%,"$4,252.2","$2,522",2,"8,900",2,View More details about Anixter International
358,Campbell's,"$7,890",-0.90%,$887,57.50%,"$7,726","$13,020.5",-19,"18,000",-19,View More details about Campbell's
359,Interpublic Group,"$7,882.4",0.50%,$579,-4.80%,"$12,695.2","$8,854.3",-14,"50,200",-14,View More details about Interpublic Group
360,Dover,"$7,830.4",15.20%,$811.7,59.50%,"$10,657.7","$15,182.5",32,"29,000",32,View More details about Dover
361,Zimmer Biomet Holdings,"$7,824.1",1.80%,"$1,813.8",492.90%,"$25,964.5","$22,151.1",-9,"18,200",-9,View More details about Zimmer Biomet Holdings
362,Dean Foods,"$7,795",1.10%,$61.6,-48.60%,"$2,503.8",$787.1,-11,"16,000",-11,View More details about Dean Foods
363,Foot Locker,"$7,782",0.20%,$284,-57.20%,"$3,961","$5,379",-15,"32,175",-15,View More details about Foot Locker
364,Eversource Energy,"$7,752",1.50%,$988,4.80%,"$36,220.4","$18,670.9",-6,"8,084",-6,View More details about Eversource Energy
365,Bread Financial Holdings,"$7,719.4",8.10%,$788.7,52.90%,"$30,684.8","$11,805.5",13,"20,000",13,View More details about Bread Financial Holdings
366,Fifth Third Bancorp,"$7,713",12%,"$2,194",40.30%,"$142,193","$21,811.7",23,"18,125",23,View More details about Fifth Third Bancorp
367,Quest Diagnostics,"$7,709",2.60%,$772,19.70%,"$10,503","$13,619.1",-1,"45,000",-1,View More details about Quest Diagnostics
368,EMCOR Group,"$7,687.9",1.80%,$227.2,24.90%,"$3,965.9","$4,549",-8,"32,000",-8,View More details about EMCOR Group
369,W.R. Berkley,"$7,684.8",0.40%,$549.1,-8.80%,"$24,299.9","$8,836.1",-15,"7,722",-15,View More details about W.R. Berkley
370,WESCO International,"$7,679",4.70%,$163.5,60.90%,"$4,735.5","$2,919.9",3,"9,100",3,View More details about WESCO International
371,Coty,"$7,650.3",75.90%,$-422.2,-369.10%,"$22,548.2","$13,722.5",187,"22,000",-,View More details about Coty
372,WEC Energy Group,"$7,648.5",2.40%,"$1,203.7",28.20%,"$31,590.5","$19,784.3",-4,"8,129",-4,View More details about WEC Energy Group
373,Masco,"$7,644",3.90%,$533,8.60%,"$5,488","$12,590",-1,"26,000",-1,View More details about Masco
374,DXC Technology,"$7,607",7.10%,$-123,-149%,"$8,663","$28,720.2",-,"60,000",-,View More details about DXC Technology
375,Auto-Owners Insurance,"$7,603.7",12.20%,$645.7,-8.60%,"$23,694.1",-,23,"5,227",23,View More details about Auto-Owners Insurance
376,Jones Financial (Edward Jones),"$7,597",14.60%,$872,16.90%,"$17,176",-,27,"45,000",27,View More details about Jones Financial (Edward Jones)
377,Liberty Media,"$7,594",43.90%,"$1,354",99.10%,"$41,996","$13,815.8",114,"4,393",114,View More details about Liberty Media
378,Erie Insurance Group,"$7,535.1",7.40%,$857.5,15.60%,"$20,669.2",-,4,"5,260",4,View More details about Erie Insurance Group
379,Hershey,"$7,515.4",1%,$783,8.70%,"$5,553.7","$20,773.8",-10,"16,135",-10,View More details about Hershey
380,PPL,"$7,447",-0.90%,"$1,128",-40.70%,"$41,479","$19,634.7",-15,"12,512",-15,View More details about PPL
381,Huntington Ingalls Industries,"$7,441",5.30%,$479,-16.40%,"$6,374","$11,539.2",-1,"38,000",-1,View More details about Huntington Ingalls Industries
382,Mosaic,"$7,409.4",3.40%,$-107.2,-136%,"$18,633.4","$9,357.9",-5,"8,500",-5,View More details about Mosaic
383,J.M. Smucker,"$7,392.3",-5.40%,$592.3,-14%,"$15,639.7","$14,087.4",-37,"7,140",-37,View More details about J.M. Smucker
384,Delek US Holdings,"$7,349.5",35.70%,$288.8,-,"$5,935.2","$3,415.5",96,"3,941",96,View More details about Delek US Holdings
385,Newmont,"$7,348",-12.30%,$-98,-,"$20,563","$20,852.6",-57,"12,569",-57,View More details about Newmont
386,Constellation Brands,"$7,331.5",12%,"$1,535.1",45.50%,"$18,602.4","$44,378.6",22,"8,700",22,View More details about Constellation Brands
387,Ryder System,"$7,329.6",8%,$790.6,201.20%,"$11,452.2","$3,867.2",7,"36,100",7,View More details about Ryder System
388,NOV,"$7,304",0.70%,$-237,-,"$20,206","$13,993.1",-13,"31,605",-13,View More details about NOV
389,Adobe,"$7,301.5",24.70%,"$1,694",44.90%,"$14,535.6","$106,413",54,"17,973",54,View More details about Adobe
390,LifePoint Health,"$7,263.1",-0.10%,$102.4,-16%,"$6,286.4","$1,832",-16,"42,000",-16,View More details about LifePoint Health
391,Tractor Supply,"$7,256.4",7%,$422.6,-3.30%,"$2,868.8","$7,806.7",5,"21,000",5,View More details about Tractor Supply
392,Thor Industries,"$7,247",58.20%,$374.3,45.90%,"$2,557.9","$6,068.9",148,"17,800",-,View More details about Thor Industries
393,Dana,"$7,209",23.70%,$111,-82.70%,"$5,644","$3,741.2",54,"30,100",54,View More details about Dana
394,Weyerhaeuser,"$7,196",-8.90%,$582,-43.30%,"$18,059","$26,463.4",-53,"9,300",-53,View More details about Weyerhaeuser
395,J.B. Hunt Transport Services,"$7,189.6",9.70%,$686.3,58.80%,"$4,465.3","$12,857.7",12,"24,681",12,View More details about J.B. Hunt Transport Services
396,Darden Restaurants,"$7,170.2",3.40%,$479.1,27.80%,"$5,504.2","$10,531.3",-11,"178,729",-11,View More details about Darden Restaurants
397,Yum China Holdings,"$7,144",5.80%,$403,-19.70%,"$4,263","$16,008.5",2,"450,000",2,View More details about Yum China Holdings
398,Blackstone,"$7,119.1",38.90%,"$1,470.8",41.50%,"$34,428.9","$21,057.9",105,"2,360",-,View More details about Blackstone
399,Berry Global Group,"$7,095",9.30%,$340,44.10%,"$8,476","$7,191.1",14,"23,000",14,View More details about Berry Global Group
400,Builders FirstSource,"$7,034.2",10.50%,$38.8,-73.10%,"$3,006.1","$2,264.1",21,"15,000",21,View More details about Builders FirstSource
401,Activision Blizzard,"$7,017",6.20%,$273,-71.70%,"$18,668","$51,177.3",5,"9,800",5,View More details about Activision Blizzard
402,JetBlue Airways,"$7,015",5.80%,"$1,147",51.10%,"$9,781","$6,540.2",1,"17,424",1,View More details about JetBlue Airways
403,Amphenol,"$7,011.3",11.50%,$650.5,-21%,"$10,003.9","$26,311.3",21,"70,000",21,View More details about Amphenol
404,Gold.com,"$6,989.6",3%,$7.1,-23.60%,$478.5,$86.1,-9,126,-9,View More details about Gold.com
405,Spirit AeroSystems Holdings,"$6,983",2.80%,$354.9,-24.40%,"$5,267.8","$9,594.6",-12,"15,500",-12,View More details about Spirit AeroSystems Holdings
406,R.R. Donnelley & Sons,"$6,939.6",0.60%,$-34.4,-,"$3,904.5",$611.8,-18,"42,700",-18,View More details about R.R. Donnelley & Sons
407,L3Harris Technologies,"$6,939",-7.80%,$553,70.70%,"$10,090","$19,148.7",-44,"17,000",-44,View More details about L3Harris Technologies
408,Expeditors Intl. of Washington,"$6,920.9",13.50%,$489.3,13.60%,"$3,117","$11,086.9",21,"16,500",21,View More details about Expeditors Intl. of Washington
409,Warner Bros. Discovery,"$6,873",5.80%,$-337,-128.20%,"$22,555","$11,155.6",3,"7,000",3,View More details about Warner Bros. Discovery
410,O-I Glass,"$6,869",2.50%,$180,-13.90%,"$9,756","$3,537.6",-9,"26,500",-9,View More details about O-I Glass
411,Sanmina,"$6,868.6",6%,$138.8,-26.10%,"$3,847.4","$1,863.1",3,"41,250",3,View More details about Sanmina
412,KeyCorp,"$6,868",26.70%,"$1,296",63.80%,"$137,698","$20,570.3",67,"18,415",67,View More details about KeyCorp
413,American Financial Group,"$6,865",5.60%,$475,-26.80%,"$60,658","$9,923.2",-2,"7,600",-2,View More details about American Financial Group
414,Oshkosh,"$6,829.6",8.80%,$285.6,32%,"$5,098.9","$5,767.9",11,"14,000",11,View More details about Oshkosh
415,Rockwell Collins,"$6,822",29.70%,$705,-3.20%,"$17,997","$22,107.7",77,"29,000",77,View More details about Rockwell Collins
416,Kindred Healthcare,"$6,767.6",-6.40%,$-698.4,-,"$5,232.7",$836.4,-40,"64,200",-40,View More details about Kindred Healthcare
417,Insight Enterprises,"$6,703.6",22.20%,$90.7,7.10%,"$2,685.7","$1,251.8",56,"6,697",56,View More details about Insight Enterprises
418,Keurig Dr Pepper,"$6,690",3.90%,"$1,076",27%,"$10,022","$21,278.1",-2,"21,000",-2,View More details about Keurig Dr Pepper
419,American Tower,"$6,663.9",15.20%,"$1,238.9",29.50%,"$33,214.3","$64,073.4",30,"4,752",30,View More details about American Tower
420,Fortive,"$6,656",-,"$1,044.5",-,"$10,500.6","$26,979.4",-,"26,000",-,View More details about Fortive
421,Ralph Lauren,"$6,652.8",-10.20%,$-99.3,-125.10%,"$5,652","$9,088.2",-50,"18,250",-50,View More details about Ralph Lauren
