,index,id,created_at,text,year,month,day
0,0,1271116427899146242,2020-06-11T16:25:47.000Z,The values all of us hold dear are under attack. Today we’re announcing a $530 million commitment to support Black and minority businesses and communities during this critical juncture in history https://t.co/QOAAXOuaO5 #BlackLivesMatter https://t.co/0yL2fxVcvt,2020,6,11
1,0,1086243128993030144,2019-01-18T12:45:18.000Z,"PayPal is committing to fund $25 million of interest-free cash advances to help U.S. federal government employees. I feel this is neither a red or blue issue; it's a red, white &amp; blue issue. Please help us spread the word &amp; thank you for sharing. https://t.co/HB4yvvZfq9",2019,1,18
